Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2017,
        "test_year": 2018,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 73, train_loss 0.001604, train_ic 0.033365, train_icir 0.297782, train_ric 0.062566, train_ricir 0.460264, train_mae 0.029638, train_rmse 0.042772, train_mape 139.523468, train_acc 0.538638, valid_loss 0.0006821640, valid_ic 0.005587, valid_icir 0.084514, valid_ric 0.023702, valid_ricir 0.217602, valid_prec@10 0.611885, valid_prec@30 0.574317, valid_mae 0.013233, valid_rmse 0.021851, valid_mape 181.296555, valid_acc 0.636444, test_loss 0.001117, ic 0.005030, icir 0.071733, ric 0.023513, ricir 0.185318, prec@10 0.523457, prec@30 0.541015, test_mae 0.019865, test_rmse 0.027901, test_mape 254.708221, test_acc 0.506343
Epoch 74, train_loss 0.001541, train_ic 0.044928, train_icir 0.440274, train_ric 0.073380, train_ricir 0.589805, train_mae 0.018405, train_rmse 0.023934, train_mape 341.936798, train_acc 0.709184, valid_loss 0.0007667716, valid_ic 0.008107, valid_icir 0.137356, valid_ric 0.028757, valid_ricir 0.274979, valid_prec@10 0.514344, valid_prec@30 0.518989, valid_mae 0.014059, valid_rmse 0.021751, valid_mape 260.410156, valid_acc 0.680000, test_loss 0.001170, ic 0.004308, icir 0.084495, ric 0.024536, ricir 0.232421, prec@10 0.467901, prec@30 0.501646, test_mae 0.020228, test_rmse 0.028036, test_mape 289.714691, test_acc 0.506625
Epoch 75, train_loss 0.001587, train_ic 0.046550, train_icir 0.476075, train_ric 0.058058, train_ricir 0.488391, train_mae 0.017378, train_rmse 0.024296, train_mape 1474.438599, train_acc 0.355902, valid_loss 0.0006427010, valid_ic 0.010135, valid_icir 0.194460, valid_ric 0.018517, valid_ricir 0.201754, valid_prec@10 0.627049, valid_prec@30 0.578142, valid_mae 0.012552, valid_rmse 0.021492, valid_mape 161.694260, valid_acc 0.648296, test_loss 0.001091, ic 0.004601, icir 0.078869, ric 0.016919, ricir 0.157081, prec@10 0.538683, prec@30 0.544856, test_mae 0.018538, test_rmse 0.027345, test_mape 210.688400, test_acc 0.516775
Epoch 76, train_loss 0.001561, train_ic 0.035580, train_icir 0.387371, train_ric 0.020001, train_ricir 0.180323, train_mae 0.014973, train_rmse 0.024273, train_mape 146.623276, train_acc 0.457657, valid_loss 0.0005802844, valid_ic 0.007465, valid_icir 0.196458, valid_ric 0.001736, valid_ricir 0.025252, valid_prec@10 0.554918, valid_prec@30 0.536612, valid_mae 0.013712, valid_rmse 0.022691, valid_mape 137.507721, valid_acc 0.423407, test_loss 0.000933, ic 0.004557, icir 0.128756, ric -0.005831, ricir -0.073543, prec@10 0.516872, prec@30 0.508093, test_mae 0.015684, test_rmse 0.024431, test_mape 133.934540, test_acc 0.419791
Epoch 77, train_loss 0.001540, train_ic 0.050034, train_icir 0.544919, train_ric 0.058054, train_ricir 0.482169, train_mae 0.031690, train_rmse 0.041063, train_mape 88.172066, train_acc 0.714604, valid_loss 0.0006998613, valid_ic 0.008209, valid_icir 0.154136, valid_ric 0.020978, valid_ricir 0.204795, valid_prec@10 0.555328, valid_prec@30 0.540574, valid_mae 0.012920, valid_rmse 0.021313, valid_mape 223.518204, valid_acc 0.675556, test_loss 0.001067, ic 0.005103, icir 0.109539, ric 0.014049, ricir 0.141422, prec@10 0.478601, prec@30 0.506584, test_mae 0.017650, test_rmse 0.025940, test_mape 223.235443, test_acc 0.506343
Epoch 78, train_loss 0.001579, train_ic 0.051469, train_icir 0.534825, train_ric 0.042889, train_ricir 0.370877, train_mae 0.025063, train_rmse 0.032919, train_mape 238.252167, train_acc 0.367002, valid_loss 0.0007830721, valid_ic 0.011977, valid_icir 0.228644, valid_ric 0.010159, valid_ricir 0.131411, valid_prec@10 0.578279, valid_prec@30 0.531967, valid_mae 0.014883, valid_rmse 0.022381, valid_mape 286.055054, valid_acc 0.674963, test_loss 0.001150, ic 0.009809, icir 0.264172, ric 0.007362, ricir 0.107497, prec@10 0.517284, prec@30 0.517833, test_mae 0.019495, test_rmse 0.027501, test_mape 275.385986, test_acc 0.500141
Epoch 79, train_loss 0.001524, train_ic 0.031551, train_icir 0.340779, train_ric 0.013084, train_ricir 0.114939, train_mae 0.027762, train_rmse 0.033669, train_mape 257.141083, train_acc 0.232449, valid_loss 0.0007925841, valid_ic 0.005000, valid_icir 0.138035, valid_ric 0.006130, valid_ricir 0.112973, valid_prec@10 0.532377, valid_prec@30 0.527322, valid_mae 0.014433, valid_rmse 0.022105, valid_mape 280.081329, valid_acc 0.679704, test_loss 0.001153, ic 0.004468, icir 0.133078, ric -0.000630, ricir -0.009121, prec@10 0.509465, prec@30 0.505350, test_mae 0.019890, test_rmse 0.027769, test_mape 285.506500, test_acc 0.502960
Epoch 80, train_loss 0.001512, train_ic 0.070393, train_icir 0.669557, train_ric 0.033113, train_ricir 0.249305, train_mae 0.011698, train_rmse 0.018568, train_mape 155.790161, train_acc 0.455307, valid_loss 0.0005946669, valid_ic 0.015847, valid_icir 0.338368, valid_ric -0.004556, valid_ricir -0.057603, valid_prec@10 0.585656, valid_prec@30 0.534426, valid_mae 0.012415, valid_rmse 0.021559, valid_mape 142.900452, valid_acc 0.589333, test_loss 0.000953, ic 0.012380, icir 0.284166, ric -0.009775, ricir -0.114697, prec@10 0.515226, prec@30 0.515501, test_mae 0.015277, test_rmse 0.024221, test_mape 131.664688, test_acc 0.474204
Epoch 81, train_loss 0.001557, train_ic 0.024780, train_icir 0.263253, train_ric -0.000708, train_ricir -0.006268, train_mae 0.014844, train_rmse 0.021928, train_mape 156.796906, train_acc 0.426714, valid_loss 0.0006117536, valid_ic 0.004084, valid_icir 0.082703, valid_ric 0.001493, valid_ricir 0.018443, valid_prec@10 0.585246, valid_prec@30 0.562295, valid_mae 0.013640, valid_rmse 0.022168, valid_mape 163.728058, valid_acc 0.493630, test_loss 0.000973, ic 0.000944, icir 0.018167, ric -0.006870, ricir -0.066507, prec@10 0.530453, prec@30 0.525377, test_mae 0.017046, test_rmse 0.025844, test_mape 166.331741, test_acc 0.416690
Epoch 82, train_loss 0.001568, train_ic 0.032023, train_icir 0.279868, train_ric 0.058970, train_ricir 0.465463, train_mae 0.056848, train_rmse 0.065170, train_mape 86.659279, train_acc 0.613528, valid_loss 0.0006602714, valid_ic 0.008277, valid_icir 0.108511, valid_ric 0.026373, valid_ricir 0.254562, valid_prec@10 0.501639, valid_prec@30 0.514617, valid_mae 0.014896, valid_rmse 0.023872, valid_mape 191.685883, valid_acc 0.465778, test_loss 0.001001, ic 0.003961, icir 0.055995, ric 0.018148, ricir 0.165014, prec@10 0.459671, prec@30 0.481070, test_mae 0.016103, test_rmse 0.024834, test_mape 166.615158, test_acc 0.490837
Epoch 83, train_loss 0.001562, train_ic 0.065310, train_icir 0.658339, train_ric 0.048110, train_ricir 0.381016, train_mae 0.023637, train_rmse 0.030864, train_mape 225.534363, train_acc 0.452193, valid_loss 0.0008119927, valid_ic 0.014910, valid_icir 0.370882, valid_ric 0.011350, valid_ricir 0.146804, valid_prec@10 0.555328, valid_prec@30 0.525956, valid_mae 0.015008, valid_rmse 0.022261, valid_mape 311.689972, valid_acc 0.683852, test_loss 0.001185, ic 0.013977, icir 0.357835, ric 0.005472, ricir 0.063719, prec@10 0.524691, prec@30 0.521536, test_mae 0.019813, test_rmse 0.027587, test_mape 286.782990, test_acc 0.505780
Epoch 84, train_loss 0.001520, train_ic 0.060359, train_icir 0.557201, train_ric 0.075009, train_ricir 0.569192, train_mae 0.037492, train_rmse 0.040100, train_mape 933.597107, train_acc 0.311607, valid_loss 0.0016100908, valid_ic 0.013903, valid_icir 0.216820, valid_ric 0.025520, valid_ricir 0.242678, valid_prec@10 0.520902, valid_prec@30 0.529645, valid_mae 0.028337, valid_rmse 0.033086, valid_mape 670.602722, valid_acc 0.683556, test_loss 0.002061, ic 0.011575, icir 0.204003, ric 0.018344, ricir 0.172832, prec@10 0.479424, prec@30 0.499177, test_mae 0.033467, test_rmse 0.039368, test_mape 597.063477, test_acc 0.504652
Epoch 85, train_loss 0.001587, train_ic 0.054707, train_icir 0.579290, train_ric 0.041062, train_ricir 0.351246, train_mae 0.017275, train_rmse 0.022058, train_mape 374.819702, train_acc 0.465439, valid_loss 0.0008361877, valid_ic 0.011519, valid_icir 0.237095, valid_ric 0.008516, valid_ricir 0.098080, valid_prec@10 0.560246, valid_prec@30 0.533470, valid_mae 0.015291, valid_rmse 0.022573, valid_mape 326.438263, valid_acc 0.681481, test_loss 0.001206, ic 0.004502, icir 0.106321, ric -0.001218, ricir -0.012991, prec@10 0.527160, prec@30 0.520165, test_mae 0.020281, test_rmse 0.028226, test_mape 295.041504, test_acc 0.507189
Epoch 86, train_loss 0.001539, train_ic 0.040777, train_icir 0.406988, train_ric 0.062855, train_ricir 0.545256, train_mae 0.020225, train_rmse 0.025312, train_mape 360.449188, train_acc 0.684877, valid_loss 0.0012475799, valid_ic 0.006933, valid_icir 0.114703, valid_ric 0.018766, valid_ricir 0.224525, valid_prec@10 0.516803, valid_prec@30 0.528962, valid_mae 0.022220, valid_rmse 0.028089, valid_mape 501.819183, valid_acc 0.672889, test_loss 0.001659, ic 0.004925, icir 0.101885, ric 0.016939, ricir 0.217508, prec@10 0.498354, prec@30 0.514815, test_mae 0.028919, test_rmse 0.035974, test_mape 496.660889, test_acc 0.481534
Epoch 87, train_loss 0.001508, train_ic 0.030082, train_icir 0.246180, train_ric 0.040593, train_ricir 0.294122, train_mae 0.017730, train_rmse 0.026004, train_mape 122.940765, train_acc 0.610136, valid_loss 0.0006391844, valid_ic 0.006250, valid_icir 0.074196, valid_ric 0.014776, valid_ricir 0.126786, valid_prec@10 0.652459, valid_prec@30 0.599317, valid_mae 0.015101, valid_rmse 0.023642, valid_mape 191.140091, valid_acc 0.462815, test_loss 0.001043, ic 0.003325, icir 0.037735, ric 0.009807, ricir 0.070872, prec@10 0.508230, prec@30 0.548834, test_mae 0.018383, test_rmse 0.026304, test_mape 207.099625, test_acc 0.490555
Epoch 88, train_loss 0.001560, train_ic 0.043276, train_icir 0.411161, train_ric 0.001884, train_ricir 0.015365, train_mae 0.012608, train_rmse 0.020422, train_mape 150.828293, train_acc 0.592273, valid_loss 0.0005966485, valid_ic 0.007976, valid_icir 0.168828, valid_ric -0.011392, valid_ricir -0.140476, valid_prec@10 0.572131, valid_prec@30 0.545902, valid_mae 0.013270, valid_rmse 0.021968, valid_mape 152.256729, valid_acc 0.548148, test_loss 0.000957, ic 0.004308, icir 0.078081, ric -0.015888, ricir -0.159041, prec@10 0.541564, prec@30 0.524417, test_mae 0.016845, test_rmse 0.025267, test_mape 155.800888, test_acc 0.410206
Epoch 89, train_loss 0.001509, train_ic 0.061578, train_icir 0.632168, train_ric 0.049465, train_ricir 0.401869, train_mae 0.014877, train_rmse 0.020631, train_mape 232.382324, train_acc 0.422458, valid_loss 0.0006589334, valid_ic 0.012779, valid_icir 0.253216, valid_ric 0.015698, valid_ricir 0.173978, valid_prec@10 0.562295, valid_prec@30 0.548770, valid_mae 0.012344, valid_rmse 0.020684, valid_mape 199.371689, valid_acc 0.682667, test_loss 0.001024, ic 0.006789, icir 0.161662, ric 0.005214, ricir 0.055213, prec@10 0.511111, prec@30 0.521125, test_mae 0.016737, test_rmse 0.025231, test_mape 195.259491, test_acc 0.512828
Epoch 90, train_loss 0.001549, train_ic 0.058900, train_icir 0.586810, train_ric 0.026204, train_ricir 0.200476, train_mae 0.018352, train_rmse 0.026984, train_mape 120.034615, train_acc 0.533618, valid_loss 0.0005949671, valid_ic 0.012617, valid_icir 0.346277, valid_ric 0.000316, valid_ricir 0.004257, valid_prec@10 0.557377, valid_prec@30 0.554098, valid_mae 0.012114, valid_rmse 0.021017, valid_mape 133.078674, valid_acc 0.643259, test_loss 0.000953, ic 0.010397, icir 0.280556, ric -0.004259, ricir -0.050100, prec@10 0.520576, prec@30 0.524143, test_mae 0.015509, test_rmse 0.024183, test_mape 145.112274, test_acc 0.495912
Epoch 91, train_loss 0.001494, train_ic 0.061603, train_icir 0.521039, train_ric 0.007988, train_ricir 0.055275, train_mae 0.016136, train_rmse 0.021682, train_mape 128.721848, train_acc 0.409972, valid_loss 0.0005846422, valid_ic 0.014607, valid_icir 0.274865, valid_ric -0.018645, valid_ricir -0.190450, valid_prec@10 0.602459, valid_prec@30 0.540164, valid_mae 0.015127, valid_rmse 0.023552, valid_mape 162.111481, valid_acc 0.308741, test_loss 0.000954, ic 0.015201, icir 0.280561, ric -0.019608, ricir -0.188242, prec@10 0.549383, prec@30 0.531139, test_mae 0.016549, test_rmse 0.024862, test_mape 157.026535, test_acc 0.440654
Epoch 92, train_loss 0.001474, train_ic 0.038367, train_icir 0.356429, train_ric 0.006587, train_ricir 0.053910, train_mae 0.013820, train_rmse 0.019012, train_mape 328.565369, train_acc 0.601686, valid_loss 0.0008213173, valid_ic 0.008087, valid_icir 0.166630, valid_ric -0.003802, valid_ricir -0.053603, valid_prec@10 0.608607, valid_prec@30 0.561612, valid_mae 0.015256, valid_rmse 0.022842, valid_mape 308.507172, valid_acc 0.656889, test_loss 0.001153, ic 0.000455, icir 0.007533, ric -0.014177, ricir -0.141203, prec@10 0.517284, prec@30 0.514403, test_mae 0.019483, test_rmse 0.027835, test_mape 274.655701, test_acc 0.479560
Epoch 93, train_loss 0.001514, train_ic 0.074204, train_icir 0.637266, train_ric 0.046449, train_ricir 0.323224, train_mae 0.067483, train_rmse 0.078509, train_mape 125.201523, train_acc 0.319684, valid_loss 0.0005976731, valid_ic 0.019684, valid_icir 0.320937, valid_ric 0.000650, valid_ricir 0.006975, valid_prec@10 0.594262, valid_prec@30 0.536749, valid_mae 0.014126, valid_rmse 0.023007, valid_mape 154.551483, valid_acc 0.426963, test_loss 0.000981, ic 0.018088, icir 0.293775, ric -0.001812, ricir -0.016983, prec@10 0.550617, prec@30 0.545267, test_mae 0.015991, test_rmse 0.024856, test_mape 153.992691, test_acc 0.475049
Epoch 94, train_loss 0.001542, train_ic 0.031704, train_icir 0.283278, train_ric 0.046494, train_ricir 0.377953, train_mae 0.047487, train_rmse 0.062556, train_mape 373.696533, train_acc 0.542077, valid_loss 0.0019411669, valid_ic 0.009585, valid_icir 0.145566, valid_ric 0.021646, valid_ricir 0.255154, valid_prec@10 0.636066, valid_prec@30 0.591667, valid_mae 0.042553, valid_rmse 0.047784, valid_mape 805.180359, valid_acc 0.216593, test_loss 0.002089, ic 0.007418, icir 0.087098, ric 0.014329, ricir 0.116318, prec@10 0.546091, prec@30 0.555281, test_mae 0.034211, test_rmse 0.041296, test_mape 629.241821, test_acc 0.446011
Epoch 95, train_loss 0.001564, train_ic 0.059292, train_icir 0.453710, train_ric 0.041615, train_ricir 0.272942, train_mae 0.014208, train_rmse 0.019651, train_mape 5846.753906, train_acc 0.467806, valid_loss 0.0006791836, valid_ic 0.018471, valid_icir 0.277184, valid_ric 0.009207, valid_ricir 0.095930, valid_prec@10 0.570082, valid_prec@30 0.540437, valid_mae 0.019344, valid_rmse 0.027072, valid_mape 269.552734, valid_acc 0.251556, test_loss 0.001008, ic 0.019574, icir 0.295177, ric 0.005880, ricir 0.048418, prec@10 0.526749, prec@30 0.520576, test_mae 0.018186, test_rmse 0.026201, test_mape 235.713013, test_acc 0.466028
Epoch 96, train_loss 0.001540, train_ic 0.058333, train_icir 0.683361, train_ric 0.040309, train_ricir 0.399560, train_mae 0.038208, train_rmse 0.044371, train_mape 109.137772, train_acc 0.204572, valid_loss 0.0005624961, valid_ic 0.013140, valid_icir 0.366953, valid_ric 0.018258, valid_ricir 0.341986, valid_prec@10 0.565984, valid_prec@30 0.553142, valid_mae 0.012063, valid_rmse 0.021077, valid_mape 124.232079, valid_acc 0.602370, test_loss 0.000903, ic 0.010144, icir 0.325144, ric 0.004721, ricir 0.071904, prec@10 0.512757, prec@30 0.511797, test_mae 0.015030, test_rmse 0.023855, test_mape 122.978615, test_acc 0.469975
Epoch 97, train_loss 0.001500, train_ic 0.046430, train_icir 0.420264, train_ric 0.018618, train_ricir 0.148291, train_mae 0.022384, train_rmse 0.027509, train_mape 272.812042, train_acc 0.351072, valid_loss 0.0007109857, valid_ic 0.011205, valid_icir 0.175071, valid_ric -0.004457, valid_ricir -0.051420, valid_prec@10 0.550820, valid_prec@30 0.529235, valid_mae 0.014036, valid_rmse 0.022145, valid_mape 240.788559, valid_acc 0.659852, test_loss 0.001068, ic 0.005134, icir 0.102126, ric -0.015338, ricir -0.169465, prec@10 0.515638, prec@30 0.497942, test_mae 0.017782, test_rmse 0.026374, test_mape 216.259857, test_acc 0.482661
Epoch 98, train_loss 0.001529, train_ic 0.065131, train_icir 0.564400, train_ric 0.068752, train_ricir 0.509566, train_mae 0.015507, train_rmse 0.023285, train_mape 134.212631, train_acc 0.626039, valid_loss 0.0006062096, valid_ic 0.014328, valid_icir 0.208677, valid_ric 0.015510, valid_ricir 0.157742, valid_prec@10 0.560656, valid_prec@30 0.512705, valid_mae 0.012942, valid_rmse 0.021833, valid_mape 153.612473, valid_acc 0.571259, test_loss 0.000985, ic 0.011033, icir 0.174182, ric 0.011426, ricir 0.105857, prec@10 0.502469, prec@30 0.506722, test_mae 0.016156, test_rmse 0.024528, test_mape 168.872299, test_acc 0.513392
Epoch 99, train_loss 0.001519, train_ic 0.032144, train_icir 0.266741, train_ric 0.008684, train_ricir 0.063402, train_mae 0.032400, train_rmse 0.042267, train_mape 363.821198, train_acc 0.351966, valid_loss 0.0010404293, valid_ic 0.006657, valid_icir 0.085054, valid_ric 0.002173, valid_ricir 0.019754, valid_prec@10 0.581148, valid_prec@30 0.550137, valid_mae 0.030069, valid_rmse 0.036103, valid_mape 497.275696, valid_acc 0.216593, test_loss 0.001521, ic 0.004332, icir 0.054485, ric -0.004010, ricir -0.032504, prec@10 0.532099, prec@30 0.524691, test_mae 0.031491, test_rmse 0.038361, test_mape 493.163147, test_acc 0.428813
Epoch 100, train_loss 0.001501, train_ic 0.026324, train_icir 0.248373, train_ric 0.061653, train_ricir 0.501763, train_mae 0.024571, train_rmse 0.027828, train_mape 555.452209, train_acc 0.648928, valid_loss 0.0012027396, valid_ic 0.003224, valid_icir 0.051284, valid_ric 0.036296, valid_ricir 0.366409, valid_prec@10 0.518852, valid_prec@30 0.544536, valid_mae 0.021436, valid_rmse 0.027018, valid_mape 485.067657, valid_acc 0.679111, test_loss 0.001698, ic -0.004234, icir -0.063316, ric 0.024649, ricir 0.204583, prec@10 0.474074, prec@30 0.504801, test_mae 0.031824, test_rmse 0.037819, test_mape 540.459229, test_acc 0.501551
Epoch 101, train_loss 0.001467, train_ic 0.048450, train_icir 0.479106, train_ric 0.053685, train_ricir 0.465299, train_mae 0.020415, train_rmse 0.030027, train_mape 207.541489, train_acc 0.531991, valid_loss 0.0006942881, valid_ic 0.011684, valid_icir 0.224409, valid_ric 0.020919, valid_ricir 0.258222, valid_prec@10 0.607787, valid_prec@30 0.573361, valid_mae 0.020354, valid_rmse 0.027656, valid_mape 293.889221, valid_acc 0.216296, test_loss 0.001006, ic 0.006248, icir 0.107315, ric 0.013812, ricir 0.122588, prec@10 0.503704, prec@30 0.539232, test_mae 0.017535, test_rmse 0.025537, test_mape 220.275406, test_acc 0.451649
Epoch 102, train_loss 0.001522, train_ic 0.077878, train_icir 0.750503, train_ric 0.050312, train_ricir 0.393991, train_mae 0.016040, train_rmse 0.022605, train_mape 142.019791, train_acc 0.412530, valid_loss 0.0006020047, valid_ic 0.018955, valid_icir 0.382562, valid_ric 0.007657, valid_ricir 0.095843, valid_prec@10 0.597951, valid_prec@30 0.542623, valid_mae 0.011934, valid_rmse 0.020548, valid_mape 165.951996, valid_acc 0.668741, test_loss 0.000965, ic 0.012145, icir 0.264019, ric -0.004374, ricir -0.045219, prec@10 0.519753, prec@30 0.527160, test_mae 0.015545, test_rmse 0.024097, test_mape 153.180878, test_acc 0.511982
Epoch 103, train_loss 0.001502, train_ic 0.050154, train_icir 0.538711, train_ric 0.032953, train_ricir 0.306245, train_mae 0.032263, train_rmse 0.037582, train_mape 87.560715, train_acc 0.833926, valid_loss 0.0007072693, valid_ic 0.012591, valid_icir 0.359821, valid_ric 0.013387, valid_ricir 0.237536, valid_prec@10 0.641393, valid_prec@30 0.589617, valid_mae 0.021614, valid_rmse 0.028367, valid_mape 315.686127, valid_acc 0.221630, test_loss 0.001048, ic 0.008616, icir 0.188622, ric 0.004505, ricir 0.057032, prec@10 0.556379, prec@30 0.559671, test_mae 0.019863, test_rmse 0.027447, test_mape 265.750153, test_acc 0.449958
Epoch 104, train_loss 0.001471, train_ic 0.057842, train_icir 0.465788, train_ric 0.049548, train_ricir 0.339270, train_mae 0.046789, train_rmse 0.054059, train_mape 240.572357, train_acc 0.057513, valid_loss 0.0007865276, valid_ic 0.014699, valid_icir 0.196904, valid_ric 0.009283, valid_ricir 0.088053, valid_prec@10 0.652459, valid_prec@30 0.600820, valid_mae 0.023465, valid_rmse 0.030424, valid_mape 365.291443, valid_acc 0.217481, test_loss 0.001109, ic 0.012407, icir 0.172475, ric 0.005981, ricir 0.047796, prec@10 0.547737, prec@30 0.564060, test_mae 0.019637, test_rmse 0.027350, test_mape 273.936188, test_acc 0.450803
Epoch 105, train_loss 0.001487, train_ic 0.025063, train_icir 0.296108, train_ric 0.038368, train_ricir 0.403354, train_mae 0.056911, train_rmse 0.065070, train_mape 234.632629, train_acc 0.135657, valid_loss 0.0012765113, valid_ic 0.000797, valid_icir 0.013870, valid_ric 0.016316, valid_ricir 0.201260, valid_prec@10 0.524590, valid_prec@30 0.530055, valid_mae 0.022303, valid_rmse 0.028090, valid_mape 511.366211, valid_acc 0.682963, test_loss 0.001693, ic -0.006327, icir -0.142753, ric 0.006473, ricir 0.087349, prec@10 0.479835, prec@30 0.478326, test_mae 0.030611, test_rmse 0.037219, test_mape 530.296570, test_acc 0.504370
Epoch 106, train_loss 0.001485, train_ic 0.048720, train_icir 0.386807, train_ric 0.011720, train_ricir 0.083098, train_mae 0.020858, train_rmse 0.029037, train_mape 187.323532, train_acc 0.769950, valid_loss 0.0011889822, valid_ic 0.012912, valid_icir 0.220967, valid_ric -0.008659, valid_ricir -0.097269, valid_prec@10 0.573361, valid_prec@30 0.550683, valid_mae 0.020709, valid_rmse 0.027200, valid_mape 483.127838, valid_acc 0.669926, test_loss 0.001468, ic 0.010189, icir 0.139296, ric -0.014668, ricir -0.130710, prec@10 0.542798, prec@30 0.534019, test_mae 0.023802, test_rmse 0.031544, test_mape 388.323395, test_acc 0.472512
Epoch 107, train_loss 0.001503, train_ic 0.065641, train_icir 0.512313, train_ric 0.050060, train_ricir 0.337514, train_mae 0.012307, train_rmse 0.018885, train_mape 4504.811035, train_acc 0.676091, valid_loss 0.0006061775, valid_ic 0.019688, valid_icir 0.301198, valid_ric 0.011427, valid_ricir 0.116415, valid_prec@10 0.623361, valid_prec@30 0.577322, valid_mae 0.012729, valid_rmse 0.021173, valid_mape 169.481247, valid_acc 0.639111, test_loss 0.000991, ic 0.019158, icir 0.303117, ric 0.009479, ricir 0.079230, prec@10 0.531687, prec@30 0.539095, test_mae 0.016679, test_rmse 0.024685, test_mape 174.599670, test_acc 0.509727
Epoch 108, train_loss 0.001512, train_ic 0.057175, train_icir 0.534395, train_ric 0.036402, train_ricir 0.294517, train_mae 0.025717, train_rmse 0.036281, train_mape 153.220230, train_acc 0.426080, valid_loss 0.0005789951, valid_ic 0.012991, valid_icir 0.197623, valid_ric 0.011048, valid_ricir 0.109228, valid_prec@10 0.556967, valid_prec@30 0.542896, valid_mae 0.015024, valid_rmse 0.022933, valid_mape 174.058395, valid_acc 0.353481, test_loss 0.000930, ic 0.009279, icir 0.196002, ric 0.003262, ricir 0.034673, prec@10 0.550617, prec@30 0.526475, test_mae 0.016417, test_rmse 0.024636, test_mape 163.201782, test_acc 0.445729
Epoch 109, train_loss 0.001521, train_ic 0.053115, train_icir 0.521068, train_ric 0.022674, train_ricir 0.185114, train_mae 0.026395, train_rmse 0.037776, train_mape 162.295288, train_acc 0.528142, valid_loss 0.0007005935, valid_ic 0.012715, valid_icir 0.303280, valid_ric 0.002859, valid_ricir 0.038793, valid_prec@10 0.568443, valid_prec@30 0.554508, valid_mae 0.021924, valid_rmse 0.028605, valid_mape 320.483215, valid_acc 0.213333, test_loss 0.001055, ic 0.010765, icir 0.264118, ric -0.006590, ricir -0.080660, prec@10 0.555144, prec@30 0.540192, test_mae 0.020583, test_rmse 0.027880, test_mape 271.402985, test_acc 0.436989
Epoch 110, train_loss 0.001467, train_ic 0.068104, train_icir 0.575458, train_ric 0.023212, train_ricir 0.168082, train_mae 0.027954, train_rmse 0.034103, train_mape 111.783554, train_acc 0.428006, valid_loss 0.0005821802, valid_ic 0.020388, valid_icir 0.377923, valid_ric -0.008168, valid_ricir -0.100685, valid_prec@10 0.633607, valid_prec@30 0.564071, valid_mae 0.014307, valid_rmse 0.022753, valid_mape 158.852692, valid_acc 0.455704, test_loss 0.000972, ic 0.019631, icir 0.319145, ric -0.010979, ricir -0.110223, prec@10 0.560082, prec@30 0.551989, test_mae 0.018627, test_rmse 0.026917, test_mape 191.946732, test_acc 0.427122
Epoch 111, train_loss 0.001505, train_ic 0.056192, train_icir 0.510100, train_ric 0.020847, train_ricir 0.163704, train_mae 0.022717, train_rmse 0.030871, train_mape 143.760132, train_acc 0.338710, valid_loss 0.0005661646, valid_ic 0.012050, valid_icir 0.211316, valid_ric 0.003520, valid_ricir 0.037590, valid_prec@10 0.595082, valid_prec@30 0.562705, valid_mae 0.013124, valid_rmse 0.021565, valid_mape 144.084290, valid_acc 0.510222, test_loss 0.000921, ic 0.005021, icir 0.089600, ric -0.008497, ricir -0.078424, prec@10 0.534568, prec@30 0.523182, test_mae 0.016345, test_rmse 0.024674, test_mape 145.287216, test_acc 0.414999
Epoch 112, train_loss 0.001500, train_ic 0.065021, train_icir 0.621173, train_ric 0.018383, train_ricir 0.147677, train_mae 0.013597, train_rmse 0.020346, train_mape 148.832428, train_acc 0.300635, valid_loss 0.0005616538, valid_ic 0.017731, valid_icir 0.383492, valid_ric -0.007263, valid_ricir -0.111982, valid_prec@10 0.587295, valid_prec@30 0.553005, valid_mae 0.013474, valid_rmse 0.022126, valid_mape 143.307037, valid_acc 0.461037, test_loss 0.000918, ic 0.010632, icir 0.223863, ric -0.018245, ricir -0.211062, prec@10 0.552263, prec@30 0.532373, test_mae 0.015838, test_rmse 0.024390, test_mape 142.052658, test_acc 0.434170
Epoch 113, train_loss 0.001493, train_ic 0.067611, train_icir 0.770709, train_ric 0.050800, train_ricir 0.512666, train_mae 0.012182, train_rmse 0.019625, train_mape 191.614914, train_acc 0.466435, valid_loss 0.0005683897, valid_ic 0.013041, valid_icir 0.312696, valid_ric 0.011065, valid_ricir 0.182555, valid_prec@10 0.606967, valid_prec@30 0.554372, valid_mae 0.015508, valid_rmse 0.023617, valid_mape 168.760468, valid_acc 0.283259, test_loss 0.000907, ic 0.006800, icir 0.186248, ric 0.002781, ricir 0.040041, prec@10 0.529218, prec@30 0.516324, test_mae 0.015741, test_rmse 0.024043, test_mape 145.868622, test_acc 0.431350
