Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 114, train_loss 0.001060, train_ic 0.048627, train_icir 0.579225, train_ric 0.020717, train_ricir 0.224840, train_mae 0.023095, train_rmse 0.032714, train_mape 188.740128, train_acc 0.487384, valid_loss 0.0012028636, valid_ic 0.012480, valid_icir 0.289081, valid_ric -0.003034, valid_ricir -0.046082, valid_prec@10 0.582305, valid_prec@30 0.563100, valid_mae 0.017715, valid_rmse 0.032592, valid_mape 149.132858, valid_acc 0.664453, test_loss 0.001417, ic 0.011485, icir 0.241734, ric 0.000746, ricir 0.012044, prec@10 0.535391, prec@30 0.541564, test_mae 0.018520, test_rmse 0.034463, test_mape 242.246170, test_acc 0.603364
Epoch 115, train_loss 0.001058, train_ic 0.042435, train_icir 0.519766, train_ric 0.025665, train_ricir 0.295183, train_mae 0.022930, train_rmse 0.033208, train_mape 152.371033, train_acc 0.688358, valid_loss 0.0013487296, valid_ic 0.011624, valid_icir 0.370633, valid_ric 0.008530, valid_ricir 0.173320, valid_prec@10 0.572428, valid_prec@30 0.557064, valid_mae 0.028701, valid_rmse 0.040292, valid_mape 274.061768, valid_acc 0.227092, test_loss 0.001572, ic 0.011062, icir 0.302491, ric 0.010586, ricir 0.213558, prec@10 0.544444, prec@30 0.537449, test_mae 0.025919, test_rmse 0.039443, test_mape 337.995972, test_acc 0.337760
Epoch 116, train_loss 0.001032, train_ic 0.038959, train_icir 0.364691, train_ric 0.020597, train_ricir 0.170342, train_mae 0.031803, train_rmse 0.044270, train_mape 135.500366, train_acc 0.481629, valid_loss 0.0012176749, valid_ic 0.005631, valid_icir 0.087158, valid_ric -0.003838, valid_ricir -0.032199, valid_prec@10 0.589300, valid_prec@30 0.542524, valid_mae 0.021140, valid_rmse 0.035480, valid_mape 170.309631, valid_acc 0.416999, test_loss 0.001416, ic 0.012791, icir 0.180039, ric 0.014744, ricir 0.122865, prec@10 0.557613, prec@30 0.540466, test_mae 0.019323, test_rmse 0.035802, test_mape 230.821915, test_acc 0.517486
Epoch 117, train_loss 0.001053, train_ic 0.046071, train_icir 0.533835, train_ric 0.009596, train_ricir 0.104628, train_mae 0.013547, train_rmse 0.018732, train_mape 132.974899, train_acc 0.716689, valid_loss 0.0011779781, valid_ic 0.011584, valid_icir 0.267104, valid_ric -0.006663, valid_ricir -0.097822, valid_prec@10 0.586420, valid_prec@30 0.549383, valid_mae 0.022059, valid_rmse 0.035537, valid_mape 169.721832, valid_acc 0.267818, test_loss 0.001374, ic 0.011263, icir 0.303047, ric 0.000021, ricir 0.000368, prec@10 0.562140, prec@30 0.537997, test_mae 0.020011, test_rmse 0.035811, test_mape 224.508804, test_acc 0.370518
Epoch 118, train_loss 0.001042, train_ic 0.032334, train_icir 0.313498, train_ric 0.009878, train_ricir 0.083342, train_mae 0.017459, train_rmse 0.025360, train_mape 159.461288, train_acc 0.452855, valid_loss 0.0012032793, valid_ic 0.017752, valid_icir 0.280727, valid_ric 0.003284, valid_ricir 0.026707, valid_prec@10 0.574074, valid_prec@30 0.547325, valid_mae 0.020709, valid_rmse 0.033972, valid_mape 172.123688, valid_acc 0.452855, test_loss 0.001405, ic 0.007806, icir 0.201573, ric -0.009759, ricir -0.084574, prec@10 0.546091, prec@30 0.527572, test_mae 0.019827, test_rmse 0.035067, test_mape 206.927063, test_acc 0.459053
Epoch 119, train_loss 0.001042, train_ic 0.056343, train_icir 0.672661, train_ric 0.016407, train_ricir 0.183746, train_mae 0.012278, train_rmse 0.018579, train_mape 137.278824, train_acc 0.549358, valid_loss 0.0011567218, valid_ic 0.013439, valid_icir 0.394660, valid_ric 0.000241, valid_ricir 0.004467, valid_prec@10 0.579835, valid_prec@30 0.568861, valid_mae 0.017474, valid_rmse 0.031835, valid_mape 125.751198, valid_acc 0.636565, test_loss 0.001346, ic 0.011215, icir 0.346335, ric -0.000797, ricir -0.016945, prec@10 0.523868, prec@30 0.553086, test_mae 0.017433, test_rmse 0.033796, test_mape 200.714401, test_acc 0.609562
Epoch 120, train_loss 0.001039, train_ic 0.050796, train_icir 0.599752, train_ric 0.020970, train_ricir 0.230355, train_mae 0.041514, train_rmse 0.045921, train_mape 121.535202, train_acc 0.192563, valid_loss 0.0011621428, valid_ic 0.014946, valid_icir 0.371990, valid_ric 0.002209, valid_ricir 0.027913, valid_prec@10 0.581893, valid_prec@30 0.551852, valid_mae 0.017033, valid_rmse 0.031563, valid_mape 130.949478, valid_acc 0.652944, test_loss 0.001362, ic 0.010504, icir 0.318061, ric -0.000654, ricir -0.009108, prec@10 0.555556, prec@30 0.542524, test_mae 0.017927, test_rmse 0.034017, test_mape 184.971420, test_acc 0.574148
Epoch 121, train_loss 0.001042, train_ic 0.047236, train_icir 0.547620, train_ric 0.018194, train_ricir 0.204956, train_mae 0.014773, train_rmse 0.019812, train_mape 302.157837, train_acc 0.656042, valid_loss 0.0013079669, valid_ic 0.009606, valid_icir 0.201216, valid_ric -0.002566, valid_ricir -0.039291, valid_prec@10 0.567901, valid_prec@30 0.541152, valid_mae 0.018189, valid_rmse 0.031718, valid_mape 198.827850, valid_acc 0.692784, test_loss 0.001487, ic 0.012377, icir 0.209075, ric 0.003051, ricir 0.045522, prec@10 0.554733, prec@30 0.537997, test_mae 0.020256, test_rmse 0.034722, test_mape 323.746674, test_acc 0.608234
Epoch 122, train_loss 0.001032, train_ic 0.054259, train_icir 0.645841, train_ric 0.023028, train_ricir 0.259275, train_mae 0.016826, train_rmse 0.021073, train_mape 302.477112, train_acc 0.394865, valid_loss 0.0012497782, valid_ic 0.014221, valid_icir 0.338537, valid_ric 0.000164, valid_ricir 0.002682, valid_prec@10 0.593004, valid_prec@30 0.555281, valid_mae 0.017217, valid_rmse 0.031901, valid_mape 184.273438, valid_acc 0.708721, test_loss 0.001442, ic 0.011323, icir 0.255603, ric 0.002268, ricir 0.041975, prec@10 0.554733, prec@30 0.540329, test_mae 0.019026, test_rmse 0.034218, test_mape 270.297760, test_acc 0.615317
Epoch 123, train_loss 0.001036, train_ic 0.053482, train_icir 0.566908, train_ric 0.012520, train_ricir 0.116715, train_mae 0.017877, train_rmse 0.024349, train_mape 140.192871, train_acc 0.365649, valid_loss 0.0011581824, valid_ic 0.022042, valid_icir 0.408395, valid_ric -0.000241, valid_ricir -0.002527, valid_prec@10 0.593004, valid_prec@30 0.562414, valid_mae 0.017646, valid_rmse 0.031851, valid_mape 139.680099, valid_acc 0.643648, test_loss 0.001353, ic 0.012925, icir 0.330391, ric -0.011598, ricir -0.167561, prec@10 0.569959, prec@30 0.549931, test_mae 0.018234, test_rmse 0.034172, test_mape 221.061661, test_acc 0.563081
Epoch 124, train_loss 0.001028, train_ic 0.052598, train_icir 0.589856, train_ric 0.030797, train_ricir 0.299006, train_mae 0.010905, train_rmse 0.017675, train_mape 146.850342, train_acc 0.488712, valid_loss 0.0011883837, valid_ic 0.020172, valid_icir 0.419346, valid_ric 0.009911, valid_ricir 0.117691, valid_prec@10 0.575720, valid_prec@30 0.554595, valid_mae 0.019375, valid_rmse 0.033802, valid_mape 147.099152, valid_acc 0.556441, test_loss 0.001380, ic 0.012023, icir 0.303200, ric 0.000785, ricir 0.011663, prec@10 0.530453, prec@30 0.538546, test_mae 0.018625, test_rmse 0.034457, test_mape 163.920975, test_acc 0.533865
Epoch 125, train_loss 0.001022, train_ic 0.045299, train_icir 0.481274, train_ric 0.022247, train_ricir 0.202140, train_mae 0.016655, train_rmse 0.020830, train_mape 389.339203, train_acc 0.492696, valid_loss 0.0012896728, valid_ic 0.017455, valid_icir 0.361176, valid_ric 0.010028, valid_ricir 0.092614, valid_prec@10 0.564609, valid_prec@30 0.546502, valid_mae 0.016948, valid_rmse 0.030495, valid_mape 202.690933, valid_acc 0.719788, test_loss 0.001503, ic 0.008020, icir 0.242568, ric -0.004955, ricir -0.048082, prec@10 0.517695, prec@30 0.519753, test_mae 0.020440, test_rmse 0.035006, test_mape 371.727783, test_acc 0.614874
Epoch 126, train_loss 0.001026, train_ic 0.040025, train_icir 0.397521, train_ric 0.015126, train_ricir 0.134266, train_mae 0.012796, train_rmse 0.022308, train_mape 163.875290, train_acc 0.430722, valid_loss 0.0011700960, valid_ic 0.020771, valid_icir 0.358954, valid_ric 0.010968, valid_ricir 0.091262, valid_prec@10 0.572016, valid_prec@30 0.544170, valid_mae 0.017572, valid_rmse 0.031362, valid_mape 150.976990, valid_acc 0.538734, test_loss 0.001370, ic 0.009977, icir 0.269707, ric -0.005929, ricir -0.052845, prec@10 0.533333, prec@30 0.526612, test_mae 0.019010, test_rmse 0.034484, test_mape 225.318649, test_acc 0.487826
Epoch 127, train_loss 0.001040, train_ic 0.043633, train_icir 0.578547, train_ric 0.028504, train_ricir 0.354407, train_mae 0.014210, train_rmse 0.020500, train_mape 3136.723633, train_acc 0.391766, valid_loss 0.0012118428, valid_ic 0.011299, valid_icir 0.380489, valid_ric 0.011120, valid_ricir 0.244618, valid_prec@10 0.553498, valid_prec@30 0.549520, valid_mae 0.017782, valid_rmse 0.032510, valid_mape 156.864517, valid_acc 0.667995, test_loss 0.001461, ic 0.007450, icir 0.284414, ric 0.012536, ricir 0.288515, prec@10 0.500412, prec@30 0.518793, test_mae 0.018706, test_rmse 0.035983, test_mape 247.895599, test_acc 0.593183
Epoch 128, train_loss 0.001039, train_ic 0.059702, train_icir 0.627313, train_ric 0.018502, train_ricir 0.177931, train_mae 0.013150, train_rmse 0.021938, train_mape 137.092072, train_acc 0.467906, valid_loss 0.0011828826, valid_ic 0.016643, valid_icir 0.296605, valid_ric -0.004876, valid_ricir -0.063106, valid_prec@10 0.576543, valid_prec@30 0.562277, valid_mae 0.021133, valid_rmse 0.034697, valid_mape 159.359192, valid_acc 0.337317, test_loss 0.001388, ic 0.015592, icir 0.262294, ric -0.004125, ricir -0.053314, prec@10 0.544856, prec@30 0.545953, test_mae 0.019410, test_rmse 0.035837, test_mape 237.962173, test_acc 0.461266
Epoch 129, train_loss 0.001035, train_ic 0.049563, train_icir 0.533930, train_ric 0.038345, train_ricir 0.369327, train_mae 0.025262, train_rmse 0.029270, train_mape 324.006470, train_acc 0.289951, valid_loss 0.0014733927, valid_ic 0.009130, valid_icir 0.217143, valid_ric 0.007327, valid_ricir 0.077169, valid_prec@10 0.572840, valid_prec@30 0.549246, valid_mae 0.020122, valid_rmse 0.031681, valid_mape 266.816162, valid_acc 0.712705, test_loss 0.001633, ic 0.012444, icir 0.247662, ric 0.025107, ricir 0.249148, prec@10 0.531687, prec@30 0.539643, test_mae 0.022583, test_rmse 0.035381, test_mape 359.747833, test_acc 0.619301
Epoch 130, train_loss 0.001043, train_ic 0.049385, train_icir 0.537602, train_ric 0.027511, train_ricir 0.267816, train_mae 0.051543, train_rmse 0.059903, train_mape 106.794846, train_acc 0.423196, valid_loss 0.0011739253, valid_ic 0.006810, valid_icir 0.143481, valid_ric 0.004197, valid_ricir 0.045001, valid_prec@10 0.560082, valid_prec@30 0.561591, valid_mae 0.019026, valid_rmse 0.032897, valid_mape 139.590515, valid_acc 0.582116, test_loss 0.001330, ic 0.013213, icir 0.256620, ric 0.018413, ricir 0.193143, prec@10 0.557202, prec@30 0.561317, test_mae 0.017839, test_rmse 0.033555, test_mape 152.421021, test_acc 0.563081
Epoch 131, train_loss 0.001038, train_ic 0.040974, train_icir 0.486582, train_ric 0.032304, train_ricir 0.329263, train_mae 0.018053, train_rmse 0.023278, train_mape 191.305954, train_acc 0.292607, valid_loss 0.0011814590, valid_ic 0.011347, valid_icir 0.276737, valid_ric 0.011361, valid_ricir 0.113288, valid_prec@10 0.558848, valid_prec@30 0.541152, valid_mae 0.016885, valid_rmse 0.030922, valid_mape 148.970215, valid_acc 0.683931, test_loss 0.001351, ic 0.008533, icir 0.223113, ric 0.005553, ricir 0.065467, prec@10 0.542387, prec@30 0.528669, test_mae 0.018108, test_rmse 0.032990, test_mape 209.414932, test_acc 0.608676
Epoch 132, train_loss 0.001021, train_ic 0.053652, train_icir 0.569049, train_ric 0.026301, train_ricir 0.247433, train_mae 0.052993, train_rmse 0.062195, train_mape 108.993652, train_acc 0.712262, valid_loss 0.0011283808, valid_ic 0.009254, valid_icir 0.205784, valid_ric 0.002542, valid_ricir 0.028074, valid_prec@10 0.596296, valid_prec@30 0.556516, valid_mae 0.018872, valid_rmse 0.032939, valid_mape 117.099068, valid_acc 0.499336, test_loss 0.001292, ic 0.012720, icir 0.261578, ric 0.018490, ricir 0.202518, prec@10 0.565432, prec@30 0.540604, test_mae 0.017863, test_rmse 0.033657, test_mape 154.182129, test_acc 0.515715
Epoch 133, train_loss 0.001026, train_ic 0.061042, train_icir 0.759277, train_ric 0.028550, train_ricir 0.347277, train_mae 0.075885, train_rmse 0.082015, train_mape 102.515495, train_acc 0.542275, valid_loss 0.0011271656, valid_ic 0.016854, valid_icir 0.504688, valid_ric 0.010829, valid_ricir 0.212564, valid_prec@10 0.567490, valid_prec@30 0.566118, valid_mae 0.018447, valid_rmse 0.032323, valid_mape 122.780319, valid_acc 0.482957, test_loss 0.001312, ic 0.012137, icir 0.455651, ric 0.008605, ricir 0.188414, prec@10 0.505350, prec@30 0.538683, test_mae 0.017933, test_rmse 0.034081, test_mape 137.043549, test_acc 0.512174
Epoch 134, train_loss 0.001045, train_ic 0.068186, train_icir 0.775150, train_ric 0.043307, train_ricir 0.446692, train_mae 0.014053, train_rmse 0.022212, train_mape 143.600998, train_acc 0.505533, valid_loss 0.0011385521, valid_ic 0.016211, valid_icir 0.432072, valid_ric 0.015216, valid_ricir 0.221772, valid_prec@10 0.581893, valid_prec@30 0.574211, valid_mae 0.020819, valid_rmse 0.033793, valid_mape 145.579483, valid_acc 0.301018, test_loss 0.001310, ic 0.014896, icir 0.350129, ric 0.016066, ricir 0.212807, prec@10 0.550617, prec@30 0.545130, test_mae 0.019261, test_rmse 0.034509, test_mape 166.840988, test_acc 0.378486
Epoch 135, train_loss 0.001044, train_ic 0.052066, train_icir 0.604794, train_ric 0.034733, train_ricir 0.360899, train_mae 0.021977, train_rmse 0.025716, train_mape 413.234894, train_acc 0.365206, valid_loss 0.0014227299, valid_ic 0.007890, valid_icir 0.198120, valid_ric 0.006821, valid_ricir 0.104099, valid_prec@10 0.571605, valid_prec@30 0.548971, valid_mae 0.019374, valid_rmse 0.031135, valid_mape 250.792023, valid_acc 0.711377, test_loss 0.001579, ic 0.010787, icir 0.236963, ric 0.021327, ricir 0.268052, prec@10 0.542387, prec@30 0.536214, test_mae 0.022299, test_rmse 0.035201, test_mape 358.008118, test_acc 0.618858
Epoch 136, train_loss 0.001012, train_ic 0.051846, train_icir 0.518240, train_ric 0.029196, train_ricir 0.259273, train_mae 0.052202, train_rmse 0.059549, train_mape 117.628334, train_acc 0.137229, valid_loss 0.0011502418, valid_ic 0.013145, valid_icir 0.262629, valid_ric 0.010359, valid_ricir 0.110218, valid_prec@10 0.597942, valid_prec@30 0.562826, valid_mae 0.017612, valid_rmse 0.031545, valid_mape 137.822189, valid_acc 0.637450, test_loss 0.001310, ic 0.012347, icir 0.259123, ric 0.015775, ricir 0.154012, prec@10 0.534156, prec@30 0.534294, test_mae 0.017936, test_rmse 0.033204, test_mape 181.550766, test_acc 0.581231
Epoch 137, train_loss 0.001035, train_ic 0.051552, train_icir 0.643353, train_ric 0.036631, train_ricir 0.404557, train_mae 0.038515, train_rmse 0.045039, train_mape 31223.210938, train_acc 0.156707, valid_loss 0.0013719748, valid_ic 0.008889, valid_icir 0.270843, valid_ric 0.007828, valid_ricir 0.115831, valid_prec@10 0.576955, valid_prec@30 0.541838, valid_mae 0.018196, valid_rmse 0.030631, valid_mape 232.359573, valid_acc 0.716246, test_loss 0.001528, ic 0.009977, icir 0.292279, ric 0.018626, ricir 0.293374, prec@10 0.550617, prec@30 0.541838, test_mae 0.021154, test_rmse 0.034223, test_mape 379.130066, test_acc 0.619301
Epoch 138, train_loss 0.001024, train_ic 0.051250, train_icir 0.518496, train_ric 0.020675, train_ricir 0.180873, train_mae 0.014889, train_rmse 0.022154, train_mape 116.708740, train_acc 0.811864, valid_loss 0.0012259025, valid_ic 0.021696, valid_icir 0.434974, valid_ric 0.009501, valid_ricir 0.088127, valid_prec@10 0.567078, valid_prec@30 0.556516, valid_mae 0.016747, valid_rmse 0.030813, valid_mape 188.960434, valid_acc 0.702081, test_loss 0.001428, ic 0.011429, icir 0.337578, ric -0.006680, ricir -0.063382, prec@10 0.539095, prec@30 0.531687, test_mae 0.019225, test_rmse 0.034366, test_mape 338.230133, test_acc 0.622842
Epoch 139, train_loss 0.001016, train_ic 0.046366, train_icir 0.603006, train_ric 0.028272, train_ricir 0.337642, train_mae 0.011443, train_rmse 0.017523, train_mape 159.011536, train_acc 0.398406, valid_loss 0.0011413435, valid_ic 0.011466, valid_icir 0.357614, valid_ric 0.005438, valid_ricir 0.105265, valid_prec@10 0.567078, valid_prec@30 0.554458, valid_mae 0.021106, valid_rmse 0.033981, valid_mape 152.663116, valid_acc 0.287738, test_loss 0.001324, ic 0.009989, icir 0.295875, ric 0.011262, ricir 0.236520, prec@10 0.531276, prec@30 0.527846, test_mae 0.018958, test_rmse 0.034370, test_mape 245.558380, test_acc 0.409031
Epoch 140, train_loss 0.001014, train_ic 0.045581, train_icir 0.607919, train_ric 0.030990, train_ricir 0.378562, train_mae 0.015016, train_rmse 0.021968, train_mape 183.599869, train_acc 0.548915, valid_loss 0.0011473857, valid_ic 0.007708, valid_icir 0.251920, valid_ric 0.006319, valid_ricir 0.115685, valid_prec@10 0.568313, valid_prec@30 0.547462, valid_mae 0.017034, valid_rmse 0.031220, valid_mape 132.625549, valid_acc 0.668880, test_loss 0.001314, ic 0.009307, icir 0.277476, ric 0.014975, ricir 0.279027, prec@10 0.525514, prec@30 0.537311, test_mae 0.017759, test_rmse 0.033344, test_mape 206.618210, test_acc 0.608676
Epoch 141, train_loss 0.001018, train_ic 0.060248, train_icir 0.555597, train_ric -0.008253, train_ricir -0.064899, train_mae 0.012994, train_rmse 0.017988, train_mape 142.848877, train_acc 0.379814, valid_loss 0.0011498071, valid_ic 0.025892, valid_icir 0.390313, valid_ric -0.007976, valid_ricir -0.079175, valid_prec@10 0.587243, valid_prec@30 0.564060, valid_mae 0.019070, valid_rmse 0.032659, valid_mape 133.807831, valid_acc 0.505976, test_loss 0.001310, ic 0.017610, icir 0.337333, ric -0.019298, ricir -0.210517, prec@10 0.582716, prec@30 0.558025, test_mae 0.018129, test_rmse 0.033799, test_mape 160.965485, test_acc 0.543603
Epoch 142, train_loss 0.001027, train_ic 0.061204, train_icir 0.754906, train_ric 0.038409, train_ricir 0.446568, train_mae 0.025228, train_rmse 0.032445, train_mape 118.236984, train_acc 0.788402, valid_loss 0.0012255450, valid_ic 0.016460, valid_icir 0.485328, valid_ric 0.013408, valid_ricir 0.213422, valid_prec@10 0.573663, valid_prec@30 0.550206, valid_mae 0.025734, valid_rmse 0.036835, valid_mape 227.084442, valid_acc 0.227534, test_loss 0.001395, ic 0.011972, icir 0.416068, ric 0.010449, ricir 0.174064, prec@10 0.531276, prec@30 0.525103, test_mae 0.023200, test_rmse 0.036729, test_mape 258.357422, test_acc 0.333776
Epoch 143, train_loss 0.001024, train_ic 0.052018, train_icir 0.598133, train_ric 0.034095, train_ricir 0.347203, train_mae 0.017095, train_rmse 0.021191, train_mape 302.547516, train_acc 0.311642, valid_loss 0.0012067528, valid_ic 0.010034, valid_icir 0.237520, valid_ric 0.006645, valid_ricir 0.082751, valid_prec@10 0.566667, valid_prec@30 0.536214, valid_mae 0.016826, valid_rmse 0.030284, valid_mape 163.387238, valid_acc 0.700753, test_loss 0.001357, ic 0.012423, icir 0.241325, ric 0.010048, ricir 0.147838, prec@10 0.567078, prec@30 0.540192, test_mae 0.018662, test_rmse 0.033075, test_mape 243.312149, test_acc 0.614431
Epoch 144, train_loss 0.001023, train_ic 0.056339, train_icir 0.732101, train_ric 0.042630, train_ricir 0.496328, train_mae 0.018496, train_rmse 0.025732, train_mape 306.373871, train_acc 0.544931, valid_loss 0.0013478035, valid_ic 0.017314, valid_icir 0.519588, valid_ric 0.016693, valid_ricir 0.289260, valid_prec@10 0.568724, valid_prec@30 0.554733, valid_mae 0.028477, valid_rmse 0.039222, valid_mape 274.981537, valid_acc 0.221780, test_loss 0.001530, ic 0.013617, icir 0.345144, ric 0.018048, ricir 0.304647, prec@10 0.516049, prec@30 0.528944, test_mae 0.025871, test_rmse 0.038978, test_mape 330.210144, test_acc 0.337760
Epoch 145, train_loss 0.001004, train_ic 0.047851, train_icir 0.493575, train_ric 0.047906, train_ricir 0.447585, train_mae 0.015480, train_rmse 0.022020, train_mape 867.975403, train_acc 0.414785, valid_loss 0.0012080365, valid_ic 0.007891, valid_icir 0.149690, valid_ric 0.011715, valid_ricir 0.118817, valid_prec@10 0.588889, valid_prec@30 0.538683, valid_mae 0.024336, valid_rmse 0.036469, valid_mape 208.816879, valid_acc 0.223993, test_loss 0.001369, ic 0.012980, icir 0.214768, ric 0.029933, ricir 0.267378, prec@10 0.542798, prec@30 0.539781, test_mae 0.022182, test_rmse 0.036351, test_mape 268.411346, test_acc 0.341744
Epoch 146, train_loss 0.001030, train_ic 0.060471, train_icir 0.606545, train_ric 0.025712, train_ricir 0.225562, train_mae 0.017667, train_rmse 0.024725, train_mape 202.851685, train_acc 0.278884, valid_loss 0.0011972718, valid_ic 0.019613, valid_icir 0.382295, valid_ric 0.006398, valid_ricir 0.064263, valid_prec@10 0.595062, valid_prec@30 0.562826, valid_mae 0.022866, valid_rmse 0.035513, valid_mape 180.862122, valid_acc 0.249668, test_loss 0.001381, ic 0.014897, icir 0.349480, ric 0.010444, ricir 0.107024, prec@10 0.516461, prec@30 0.536763, test_mae 0.020861, test_rmse 0.036244, test_mape 212.056702, test_acc 0.350155
Epoch 147, train_loss 0.001018, train_ic 0.037351, train_icir 0.354903, train_ric 0.039554, train_ricir 0.339549, train_mae 0.024872, train_rmse 0.029939, train_mape 209.590912, train_acc 0.251439, valid_loss 0.0012807105, valid_ic 0.001872, valid_icir 0.026877, valid_ric 0.008525, valid_ricir 0.068866, valid_prec@10 0.569547, valid_prec@30 0.555144, valid_mae 0.020088, valid_rmse 0.033232, valid_mape 198.732544, valid_acc 0.639221, test_loss 0.001419, ic 0.013262, icir 0.169772, ric 0.027787, ricir 0.225173, prec@10 0.539918, prec@30 0.542661, test_mae 0.019753, test_rmse 0.034286, test_mape 259.562531, test_acc 0.590527
Epoch 148, train_loss 0.001007, train_ic 0.054358, train_icir 0.613597, train_ric 0.040792, train_ricir 0.434101, train_mae 0.013607, train_rmse 0.021167, train_mape 130.686050, train_acc 0.583444, valid_loss 0.0011433560, valid_ic 0.008908, valid_icir 0.189138, valid_ric 0.007352, valid_ricir 0.111215, valid_prec@10 0.578189, valid_prec@30 0.537860, valid_mae 0.018467, valid_rmse 0.032449, valid_mape 138.359650, valid_acc 0.595839, test_loss 0.001298, ic 0.012968, icir 0.207723, ric 0.019334, ricir 0.241208, prec@10 0.564609, prec@30 0.544307, test_mae 0.017811, test_rmse 0.033173, test_mape 161.502075, test_acc 0.564852
Epoch 149, train_loss 0.001028, train_ic 0.045586, train_icir 0.484461, train_ric 0.016388, train_ricir 0.147052, train_mae 0.019685, train_rmse 0.027196, train_mape 111.120033, train_acc 0.630810, valid_loss 0.0011867098, valid_ic 0.016967, valid_icir 0.350919, valid_ric 0.005525, valid_ricir 0.052868, valid_prec@10 0.558848, valid_prec@30 0.539643, valid_mae 0.022580, valid_rmse 0.034939, valid_mape 182.978043, valid_acc 0.354582, test_loss 0.001346, ic 0.010499, icir 0.304883, ric -0.007430, ricir -0.080692, prec@10 0.544856, prec@30 0.540055, test_mae 0.020623, test_rmse 0.035041, test_mape 252.347473, test_acc 0.391766
Epoch 150, train_loss 0.001011, train_ic 0.044995, train_icir 0.433755, train_ric 0.038411, train_ricir 0.330807, train_mae 0.017628, train_rmse 0.023634, train_mape 149.397598, train_acc 0.421868, valid_loss 0.0011731318, valid_ic 0.007518, valid_icir 0.112701, valid_ric 0.006854, valid_ricir 0.057330, valid_prec@10 0.590535, valid_prec@30 0.557888, valid_mae 0.021672, valid_rmse 0.034367, valid_mape 176.378021, valid_acc 0.375387, test_loss 0.001319, ic 0.015413, icir 0.203980, ric 0.024084, ricir 0.196746, prec@10 0.565021, prec@30 0.553772, test_mae 0.019156, test_rmse 0.034258, test_mape 186.174164, test_acc 0.487826
Epoch 151, train_loss 0.001016, train_ic 0.063331, train_icir 0.726078, train_ric 0.024594, train_ricir 0.261243, train_mae 0.012677, train_rmse 0.021243, train_mape 115.722343, train_acc 0.450199, valid_loss 0.0010997053, valid_ic 0.018386, valid_icir 0.439821, valid_ric 0.002587, valid_ricir 0.032385, valid_prec@10 0.608642, valid_prec@30 0.562414, valid_mae 0.018898, valid_rmse 0.032105, valid_mape 128.985489, valid_acc 0.426737, test_loss 0.001253, ic 0.012870, icir 0.363418, ric -0.001428, ricir -0.020820, prec@10 0.568313, prec@30 0.548011, test_mae 0.018250, test_rmse 0.033330, test_mape 140.211395, test_acc 0.419655
Epoch 152, train_loss 0.001017, train_ic 0.046420, train_icir 0.466372, train_ric 0.023799, train_ricir 0.214040, train_mae 0.028710, train_rmse 0.035970, train_mape 320.821320, train_acc 0.196104, valid_loss 0.0014182462, valid_ic 0.006358, valid_icir 0.097810, valid_ric 0.000311, valid_ricir 0.002766, valid_prec@10 0.573251, valid_prec@30 0.568176, valid_mae 0.030721, valid_rmse 0.042257, valid_mape 320.251740, valid_acc 0.216467, test_loss 0.001579, ic 0.015034, icir 0.204491, ric 0.017400, ricir 0.151503, prec@10 0.587654, prec@30 0.563512, test_mae 0.027262, test_rmse 0.040214, test_mape 371.721954, test_acc 0.336432
Epoch 153, train_loss 0.001009, train_ic 0.053646, train_icir 0.657633, train_ric 0.041810, train_ricir 0.447790, train_mae 0.019411, train_rmse 0.029520, train_mape 128.399460, train_acc 0.371403, valid_loss 0.0011083277, valid_ic 0.011978, valid_icir 0.335215, valid_ric 0.009128, valid_ricir 0.139180, valid_prec@10 0.577366, valid_prec@30 0.552949, valid_mae 0.019152, valid_rmse 0.032157, valid_mape 135.144989, valid_acc 0.417884, test_loss 0.001262, ic 0.011285, icir 0.289585, ric 0.019484, ricir 0.305562, prec@10 0.539918, prec@30 0.531413, test_mae 0.017946, test_rmse 0.033218, test_mape 165.289322, test_acc 0.470562
Epoch 154, train_loss 0.001011, train_ic 0.058229, train_icir 0.562232, train_ric 0.027248, train_ricir 0.232484, train_mae 0.024701, train_rmse 0.031386, train_mape 132.145142, train_acc 0.425852, valid_loss 0.0011664223, valid_ic 0.012664, valid_icir 0.213461, valid_ric 0.002753, valid_ricir 0.024393, valid_prec@10 0.583539, valid_prec@30 0.554184, valid_mae 0.022052, valid_rmse 0.034650, valid_mape 169.142990, valid_acc 0.272244, test_loss 0.001317, ic 0.015173, icir 0.253300, ric 0.013408, ricir 0.116308, prec@10 0.550617, prec@30 0.551852, test_mae 0.019925, test_rmse 0.034768, test_mape 202.906372, test_acc 0.389110
