Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 73, train_loss 0.001113, train_ic 0.032106, train_icir 0.375438, train_ric 0.001184, train_ricir 0.012055, train_mae 0.014094, train_rmse 0.021209, train_mape 164.691666, train_acc 0.372731, valid_loss 0.0013081822, valid_ic 0.010417, valid_icir 0.284983, valid_ric -0.000462, valid_ricir -0.006735, valid_prec@10 0.547737, valid_prec@30 0.544719, valid_mae 0.020719, valid_rmse 0.037936, valid_mape 168.628738, valid_acc 0.365206, test_loss 0.001714, ic 0.008607, icir 0.236988, ric -0.006420, ricir -0.090327, prec@10 0.532099, prec@30 0.529904, test_mae 0.019903, test_rmse 0.038964, test_mape 234.554749, test_acc 0.410359
Epoch 74, train_loss 0.001107, train_ic 0.034507, train_icir 0.380128, train_ric 0.012091, train_ricir 0.111650, train_mae 0.021216, train_rmse 0.028460, train_mape 363.793884, train_acc 0.685702, valid_loss 0.0018783928, valid_ic 0.011966, valid_icir 0.276027, valid_ric 0.006025, valid_ricir 0.052350, valid_prec@10 0.553086, valid_prec@30 0.536763, valid_mae 0.037287, valid_rmse 0.049111, valid_mape 409.144867, valid_acc 0.216467, test_loss 0.002270, ic 0.007527, icir 0.223555, ric -0.007770, ricir -0.071242, prec@10 0.544033, prec@30 0.534156, test_mae 0.033682, test_rmse 0.047715, test_mape 525.276978, test_acc 0.331563
Epoch 75, train_loss 0.001115, train_ic 0.032824, train_icir 0.314541, train_ric -0.010016, train_ricir -0.078961, train_mae 0.025441, train_rmse 0.031821, train_mape 82.469978, train_acc 0.915449, valid_loss 0.0014610489, valid_ic 0.005320, valid_icir 0.094236, valid_ric -0.018543, valid_ricir -0.166247, valid_prec@10 0.571193, valid_prec@30 0.545267, valid_mae 0.027951, valid_rmse 0.042974, valid_mape 264.377655, valid_acc 0.212926, test_loss 0.001855, ic 0.009870, icir 0.151282, ric -0.012598, ricir -0.114650, prec@10 0.551852, prec@30 0.543073, test_mae 0.024814, test_rmse 0.042434, test_mape 343.231873, test_acc 0.336875
Epoch 76, train_loss 0.001124, train_ic 0.036418, train_icir 0.453123, train_ric 0.035625, train_ricir 0.358397, train_mae 0.034020, train_rmse 0.043651, train_mape 165.220612, train_acc 0.328907, valid_loss 0.0014579036, valid_ic 0.003314, valid_icir 0.079452, valid_ric 0.016101, valid_ricir 0.172610, valid_prec@10 0.549383, valid_prec@30 0.545816, valid_mae 0.026815, valid_rmse 0.041781, valid_mape 245.376373, valid_acc 0.235945, test_loss 0.001813, ic 0.010395, icir 0.210551, ric 0.023812, ricir 0.275116, prec@10 0.554321, prec@30 0.557613, test_mae 0.023929, test_rmse 0.041256, test_mape 322.603119, test_acc 0.356352
Epoch 77, train_loss 0.001093, train_ic 0.052486, train_icir 0.539683, train_ric 0.023520, train_ricir 0.200560, train_mae 0.010832, train_rmse 0.017930, train_mape 146.208359, train_acc 0.509075, valid_loss 0.0012687452, valid_ic 0.012866, valid_icir 0.307475, valid_ric 0.005319, valid_ricir 0.056463, valid_prec@10 0.577778, valid_prec@30 0.560631, valid_mae 0.019293, valid_rmse 0.036199, valid_mape 142.498535, valid_acc 0.501992, test_loss 0.001650, ic 0.011371, icir 0.221305, ric 0.004653, ricir 0.051596, prec@10 0.529630, prec@30 0.543484, test_mae 0.018243, test_rmse 0.038042, test_mape 194.053879, test_acc 0.560425
Epoch 78, train_loss 0.001089, train_ic 0.017409, train_icir 0.201468, train_ric 0.041541, train_ricir 0.375105, train_mae 0.013243, train_rmse 0.018496, train_mape 10154.423828, train_acc 0.624613, valid_loss 0.0013647383, valid_ic -0.004828, valid_icir -0.104845, valid_ric 0.011049, valid_ricir 0.107922, valid_prec@10 0.521399, valid_prec@30 0.520165, valid_mae 0.018986, valid_rmse 0.035845, valid_mape 163.254898, valid_acc 0.635237, test_loss 0.001719, ic 0.006292, icir 0.116985, ric 0.033919, ricir 0.346225, prec@10 0.509465, prec@30 0.515775, test_mae 0.018650, test_rmse 0.037859, test_mape 230.383820, test_acc 0.611332
Epoch 79, train_loss 0.001091, train_ic 0.029913, train_icir 0.384050, train_ric 0.047138, train_ricir 0.519074, train_mae 0.023249, train_rmse 0.030163, train_mape 110.847183, train_acc 0.516600, valid_loss 0.0012985409, valid_ic 0.003041, valid_icir 0.081392, valid_ric 0.020690, valid_ricir 0.281615, valid_prec@10 0.560494, valid_prec@30 0.545679, valid_mae 0.020004, valid_rmse 0.036903, valid_mape 151.895370, valid_acc 0.457282, test_loss 0.001650, ic 0.008172, icir 0.172904, ric 0.027637, ricir 0.376839, prec@10 0.534568, prec@30 0.540741, test_mae 0.019255, test_rmse 0.037962, test_mape 208.661026, test_acc 0.452413
Epoch 80, train_loss 0.001098, train_ic 0.029791, train_icir 0.267884, train_ric 0.024886, train_ricir 0.193219, train_mae 0.027916, train_rmse 0.034614, train_mape 128.068192, train_acc 0.372289, valid_loss 0.0013823505, valid_ic 0.000158, valid_icir 0.002160, valid_ric 0.004861, valid_ricir 0.035295, valid_prec@10 0.573251, valid_prec@30 0.563100, valid_mae 0.022637, valid_rmse 0.038924, valid_mape 188.413040, valid_acc 0.420983, test_loss 0.001727, ic 0.012260, icir 0.148199, ric 0.022070, ricir 0.157652, prec@10 0.558025, prec@30 0.560631, test_mae 0.020981, test_rmse 0.039252, test_mape 261.151978, test_acc 0.487826
Epoch 81, train_loss 0.001101, train_ic 0.045867, train_icir 0.574771, train_ric 0.013517, train_ricir 0.154436, train_mae 0.024039, train_rmse 0.030580, train_mape 240.785767, train_acc 0.252324, valid_loss 0.0013301953, valid_ic 0.011496, valid_icir 0.339674, valid_ric 0.000186, valid_ricir 0.003128, valid_prec@10 0.576543, valid_prec@30 0.542387, valid_mae 0.016892, valid_rmse 0.034204, valid_mape 169.053833, valid_acc 0.709606, test_loss 0.001684, ic 0.009914, icir 0.243986, ric -0.003591, ricir -0.065000, prec@10 0.548560, prec@30 0.545405, test_mae 0.019171, test_rmse 0.037138, test_mape 284.072815, test_acc 0.613988
Epoch 82, train_loss 0.001092, train_ic 0.045223, train_icir 0.501128, train_ric 0.031734, train_ricir 0.305374, train_mae 0.023931, train_rmse 0.032615, train_mape 79.097168, train_acc 0.845950, valid_loss 0.0012787940, valid_ic 0.006011, valid_icir 0.153815, valid_ric 0.005733, valid_ricir 0.058388, valid_prec@10 0.594650, valid_prec@30 0.549931, valid_mae 0.018162, valid_rmse 0.034807, valid_mape 145.145447, valid_acc 0.659584, test_loss 0.001606, ic 0.009825, icir 0.187617, ric 0.018259, ricir 0.194674, prec@10 0.559259, prec@30 0.546914, test_mae 0.018093, test_rmse 0.036382, test_mape 215.985626, test_acc 0.617087
Epoch 83, train_loss 0.001093, train_ic 0.048889, train_icir 0.492368, train_ric 0.036495, train_ricir 0.315856, train_mae 0.023261, train_rmse 0.030412, train_mape 186.275482, train_acc 0.269588, valid_loss 0.0012742827, valid_ic 0.006919, valid_icir 0.149314, valid_ric 0.009745, valid_ricir 0.092176, valid_prec@10 0.590535, valid_prec@30 0.556241, valid_mae 0.017982, valid_rmse 0.034957, valid_mape 154.458130, valid_acc 0.650288, test_loss 0.001600, ic 0.011189, icir 0.184232, ric 0.021204, ricir 0.177066, prec@10 0.555144, prec@30 0.551578, test_mae 0.018324, test_rmse 0.036535, test_mape 211.836670, test_acc 0.598052
Epoch 84, train_loss 0.001096, train_ic 0.030589, train_icir 0.340356, train_ric 0.028213, train_ricir 0.252534, train_mae 0.014285, train_rmse 0.021141, train_mape 114.111160, train_acc 0.509517, valid_loss 0.0012642560, valid_ic 0.006236, valid_icir 0.149955, valid_ric 0.006502, valid_ricir 0.055437, valid_prec@10 0.552675, valid_prec@30 0.536763, valid_mae 0.019312, valid_rmse 0.036238, valid_mape 137.348969, valid_acc 0.509075, test_loss 0.001592, ic 0.005946, icir 0.145093, ric 0.003610, ricir 0.036607, prec@10 0.530453, prec@30 0.520850, test_mae 0.018780, test_rmse 0.037191, test_mape 180.901138, test_acc 0.484285
Epoch 85, train_loss 0.001083, train_ic 0.050600, train_icir 0.619101, train_ric 0.030048, train_ricir 0.322288, train_mae 0.009546, train_rmse 0.015020, train_mape 150.060516, train_acc 0.681275, valid_loss 0.0012379288, valid_ic 0.009934, valid_icir 0.282499, valid_ric 0.006651, valid_ricir 0.093717, valid_prec@10 0.575309, valid_prec@30 0.557476, valid_mae 0.017886, valid_rmse 0.034625, valid_mape 130.014709, valid_acc 0.648517, test_loss 0.001558, ic 0.010601, icir 0.215730, ric 0.012819, ricir 0.179430, prec@10 0.551852, prec@30 0.551715, test_mae 0.017655, test_rmse 0.036000, test_mape 189.032227, test_acc 0.606463
Epoch 86, train_loss 0.001083, train_ic 0.045205, train_icir 0.527823, train_ric 0.010361, train_ricir 0.107000, train_mae 0.035058, train_rmse 0.044496, train_mape 111.613319, train_acc 0.546259, valid_loss 0.0012300650, valid_ic 0.008896, valid_icir 0.216099, valid_ric -0.008906, valid_ricir -0.118364, valid_prec@10 0.596708, valid_prec@30 0.558025, valid_mae 0.020680, valid_rmse 0.036692, valid_mape 141.219986, valid_acc 0.309872, test_loss 0.001539, ic 0.009911, icir 0.208308, ric 0.001551, ricir 0.020989, prec@10 0.560082, prec@30 0.538957, test_mae 0.018799, test_rmse 0.037024, test_mape 169.192612, test_acc 0.410801
Epoch 87, train_loss 0.001099, train_ic 0.047213, train_icir 0.537340, train_ric 0.023488, train_ricir 0.247051, train_mae 0.032293, train_rmse 0.041371, train_mape 172.956497, train_acc 0.468349, valid_loss 0.0012868478, valid_ic 0.008369, valid_icir 0.205629, valid_ric 0.002028, valid_ricir 0.030830, valid_prec@10 0.591358, valid_prec@30 0.560768, valid_mae 0.017782, valid_rmse 0.034284, valid_mape 160.878891, valid_acc 0.670208, test_loss 0.001601, ic 0.010102, icir 0.181654, ric 0.008417, ricir 0.116919, prec@10 0.544444, prec@30 0.544856, test_mae 0.018768, test_rmse 0.036562, test_mape 231.839752, test_acc 0.603364
Epoch 88, train_loss 0.001083, train_ic 0.044294, train_icir 0.573097, train_ric 0.043333, train_ricir 0.477969, train_mae 0.013592, train_rmse 0.021354, train_mape 123.235771, train_acc 0.548473, valid_loss 0.0012420470, valid_ic 0.008517, valid_icir 0.246650, valid_ric 0.023189, valid_ricir 0.317281, valid_prec@10 0.545679, valid_prec@30 0.546228, valid_mae 0.018066, valid_rmse 0.034614, valid_mape 137.926575, valid_acc 0.638778, test_loss 0.001542, ic 0.011309, icir 0.233947, ric 0.028010, ricir 0.361770, prec@10 0.537037, prec@30 0.541838, test_mae 0.017849, test_rmse 0.036074, test_mape 176.335800, test_acc 0.597167
Epoch 89, train_loss 0.001083, train_ic 0.040585, train_icir 0.482638, train_ric 0.016304, train_ricir 0.172461, train_mae 0.024562, train_rmse 0.033359, train_mape 133.100449, train_acc 0.372731, valid_loss 0.0012331530, valid_ic 0.005893, valid_icir 0.154349, valid_ric -0.006416, valid_ricir -0.092226, valid_prec@10 0.583539, valid_prec@30 0.541152, valid_mae 0.017792, valid_rmse 0.034732, valid_mape 123.232719, valid_acc 0.638778, test_loss 0.001531, ic 0.008284, icir 0.175556, ric 0.006954, ricir 0.098599, prec@10 0.544444, prec@30 0.544307, test_mae 0.017772, test_rmse 0.035951, test_mape 175.583206, test_acc 0.597167
Epoch 90, train_loss 0.001071, train_ic 0.046535, train_icir 0.512955, train_ric 0.034756, train_ricir 0.312448, train_mae 0.024139, train_rmse 0.032422, train_mape 115.535011, train_acc 0.552014, valid_loss 0.0012113646, valid_ic 0.013938, valid_icir 0.384956, valid_ric 0.021000, valid_ricir 0.200295, valid_prec@10 0.579012, valid_prec@30 0.548971, valid_mae 0.019021, valid_rmse 0.035055, valid_mape 137.640671, valid_acc 0.451527, test_loss 0.001516, ic 0.009990, icir 0.270277, ric 0.008417, ricir 0.084741, prec@10 0.543210, prec@30 0.535940, test_mae 0.018698, test_rmse 0.036444, test_mape 167.609268, test_acc 0.420097
Epoch 91, train_loss 0.001066, train_ic 0.044944, train_icir 0.465925, train_ric 0.044193, train_ricir 0.374242, train_mae 0.018348, train_rmse 0.023861, train_mape 159.717499, train_acc 0.312085, valid_loss 0.0012461074, valid_ic 0.010953, valid_icir 0.285690, valid_ric 0.014135, valid_ricir 0.156046, valid_prec@10 0.573663, valid_prec@30 0.551852, valid_mae 0.017381, valid_rmse 0.034009, valid_mape 142.819748, valid_acc 0.674635, test_loss 0.001541, ic 0.010074, icir 0.213808, ric 0.017046, ricir 0.201611, prec@10 0.536626, prec@30 0.530727, test_mae 0.018171, test_rmse 0.036134, test_mape 188.090683, test_acc 0.599380
Epoch 92, train_loss 0.001083, train_ic 0.050769, train_icir 0.484253, train_ric 0.006629, train_ricir 0.055589, train_mae 0.060862, train_rmse 0.065830, train_mape 84.313599, train_acc 0.951749, valid_loss 0.0014584945, valid_ic 0.015621, valid_icir 0.286531, valid_ric 0.002145, valid_ricir 0.020690, valid_prec@10 0.597531, valid_prec@30 0.563512, valid_mae 0.029550, valid_rmse 0.042705, valid_mape 277.383606, valid_acc 0.216910, test_loss 0.001760, ic 0.013593, icir 0.248329, ric -0.000958, ricir -0.009783, prec@10 0.553498, prec@30 0.551578, test_mae 0.026306, test_rmse 0.041356, test_mape 343.815796, test_acc 0.339531
Epoch 93, train_loss 0.001076, train_ic 0.027868, train_icir 0.344712, train_ric 0.014631, train_ricir 0.151496, train_mae 0.010535, train_rmse 0.017210, train_mape 147.627060, train_acc 0.479858, valid_loss 0.0012693308, valid_ic 0.003355, valid_icir 0.074304, valid_ric -0.009667, valid_ricir -0.121817, valid_prec@10 0.558025, valid_prec@30 0.527160, valid_mae 0.022071, valid_rmse 0.037364, valid_mape 179.361832, valid_acc 0.332005, test_loss 0.001548, ic 0.008786, icir 0.162358, ric 0.002899, ricir 0.039747, prec@10 0.547737, prec@30 0.523594, test_mae 0.020170, test_rmse 0.037440, test_mape 198.472656, test_acc 0.413900
Epoch 94, train_loss 0.001073, train_ic 0.055955, train_icir 0.592249, train_ric 0.016950, train_ricir 0.153301, train_mae 0.013345, train_rmse 0.020047, train_mape 170.727356, train_acc 0.457725, valid_loss 0.0012231644, valid_ic 0.015183, valid_icir 0.368532, valid_ric 0.006491, valid_ricir 0.073443, valid_prec@10 0.573251, valid_prec@30 0.557064, valid_mae 0.020932, valid_rmse 0.036243, valid_mape 160.182983, valid_acc 0.297919, test_loss 0.001506, ic 0.012395, icir 0.299651, ric 0.002921, ricir 0.035401, prec@10 0.532922, prec@30 0.534842, test_mae 0.019370, test_rmse 0.036709, test_mape 167.807175, test_acc 0.383798
Epoch 95, train_loss 0.001061, train_ic 0.026352, train_icir 0.337828, train_ric 0.004996, train_ricir 0.055064, train_mae 0.013348, train_rmse 0.020222, train_mape 197.379944, train_acc 0.374945, valid_loss 0.0012746788, valid_ic 0.000502, valid_icir 0.012095, valid_ric -0.010449, valid_ricir -0.158004, valid_prec@10 0.570370, valid_prec@30 0.523868, valid_mae 0.023698, valid_rmse 0.038341, valid_mape 186.626724, valid_acc 0.250996, test_loss 0.001547, ic 0.007147, icir 0.157960, ric 0.001621, ricir 0.025599, prec@10 0.536626, prec@30 0.528669, test_mae 0.021517, test_rmse 0.037980, test_mape 213.412659, test_acc 0.346614
Epoch 96, train_loss 0.001079, train_ic 0.050039, train_icir 0.533725, train_ric 0.028792, train_ricir 0.258667, train_mae 0.016948, train_rmse 0.024720, train_mape 132.319534, train_acc 0.765383, valid_loss 0.0014772666, valid_ic 0.012046, valid_icir 0.270242, valid_ric 0.009644, valid_ricir 0.101353, valid_prec@10 0.562963, valid_prec@30 0.564472, valid_mae 0.030535, valid_rmse 0.042968, valid_mape 304.949310, valid_acc 0.216025, test_loss 0.001762, ic 0.012756, icir 0.249165, ric 0.012763, ricir 0.142604, prec@10 0.535391, prec@30 0.549108, test_mae 0.026630, test_rmse 0.041115, test_mape 356.900635, test_acc 0.338645
Epoch 97, train_loss 0.001076, train_ic 0.046291, train_icir 0.574959, train_ric 0.017128, train_ricir 0.195899, train_mae 0.012177, train_rmse 0.018438, train_mape 107.858421, train_acc 0.580345, valid_loss 0.0011964156, valid_ic 0.007136, valid_icir 0.199272, valid_ric -0.003468, valid_ricir -0.054995, valid_prec@10 0.579012, valid_prec@30 0.547325, valid_mae 0.018432, valid_rmse 0.034543, valid_mape 121.599434, valid_acc 0.559540, test_loss 0.001457, ic 0.008577, icir 0.188025, ric -0.002766, ricir -0.051800, prec@10 0.565844, prec@30 0.546502, test_mae 0.017783, test_rmse 0.035251, test_mape 150.871582, test_acc 0.555556
Epoch 98, train_loss 0.001066, train_ic 0.044719, train_icir 0.513896, train_ric 0.049151, train_ricir 0.483162, train_mae 0.050497, train_rmse 0.057495, train_mape 104.514160, train_acc 0.746348, valid_loss 0.0012320112, valid_ic 0.006192, valid_icir 0.147156, valid_ric 0.020743, valid_ricir 0.231772, valid_prec@10 0.572840, valid_prec@30 0.535528, valid_mae 0.021904, valid_rmse 0.037357, valid_mape 168.227921, valid_acc 0.278884, test_loss 0.001499, ic 0.009881, icir 0.183042, ric 0.030773, ricir 0.332286, prec@10 0.545267, prec@30 0.524554, test_mae 0.019671, test_rmse 0.036689, test_mape 189.118698, test_acc 0.390438
Epoch 99, train_loss 0.001082, train_ic 0.048961, train_icir 0.510300, train_ric -0.005387, train_ricir -0.047696, train_mae 0.012167, train_rmse 0.021009, train_mape 121.471275, train_acc 0.444887, valid_loss 0.0012419940, valid_ic 0.015257, valid_icir 0.322855, valid_ric -0.007553, valid_ricir -0.085837, valid_prec@10 0.584362, valid_prec@30 0.559122, valid_mae 0.021683, valid_rmse 0.036803, valid_mape 164.809555, valid_acc 0.293493, test_loss 0.001526, ic 0.010442, icir 0.281736, ric -0.014239, ricir -0.183603, prec@10 0.511111, prec@30 0.532099, test_mae 0.020154, test_rmse 0.037713, test_mape 184.055206, test_acc 0.347499
Epoch 100, train_loss 0.001052, train_ic 0.050261, train_icir 0.590766, train_ric 0.038153, train_ricir 0.373628, train_mae 0.014541, train_rmse 0.022335, train_mape 137.383377, train_acc 0.434263, valid_loss 0.0012157342, valid_ic 0.010553, valid_icir 0.307578, valid_ric 0.023035, valid_ricir 0.293222, valid_prec@10 0.555967, valid_prec@30 0.532373, valid_mae 0.021289, valid_rmse 0.036256, valid_mape 155.367462, valid_acc 0.307658, test_loss 0.001482, ic 0.009548, icir 0.245073, ric 0.012998, ricir 0.174352, prec@10 0.544033, prec@30 0.526200, test_mae 0.020360, test_rmse 0.036968, test_mape 193.916977, test_acc 0.335104
Epoch 101, train_loss 0.001072, train_ic 0.021854, train_icir 0.256377, train_ric 0.001830, train_ricir 0.018282, train_mae 0.021783, train_rmse 0.029100, train_mape 329.240051, train_acc 0.398406, valid_loss 0.0015718363, valid_ic 0.003458, valid_icir 0.074405, valid_ric -0.009761, valid_ricir -0.101134, valid_prec@10 0.560494, valid_prec@30 0.530041, valid_mae 0.032245, valid_rmse 0.046298, valid_mape 354.287140, valid_acc 0.214697, test_loss 0.001864, ic 0.005121, icir 0.106060, ric -0.011315, ricir -0.137137, prec@10 0.539095, prec@30 0.514403, test_mae 0.027978, test_rmse 0.043630, test_mape 356.139404, test_acc 0.334661
Epoch 102, train_loss 0.001061, train_ic 0.057178, train_icir 0.688820, train_ric 0.033878, train_ricir 0.369916, train_mae 0.011798, train_rmse 0.017954, train_mape 158.600906, train_acc 0.513944, valid_loss 0.0012025918, valid_ic 0.014376, valid_icir 0.428298, valid_ric 0.011093, valid_ricir 0.184189, valid_prec@10 0.586420, valid_prec@30 0.557476, valid_mae 0.022031, valid_rmse 0.036308, valid_mape 163.555984, valid_acc 0.253209, test_loss 0.001459, ic 0.011654, icir 0.301382, ric 0.012133, ricir 0.207213, prec@10 0.560494, prec@30 0.538546, test_mae 0.019871, test_rmse 0.036402, test_mape 189.335327, test_acc 0.366091
Epoch 103, train_loss 0.001060, train_ic 0.051788, train_icir 0.618695, train_ric 0.049559, train_ricir 0.495390, train_mae 0.011286, train_rmse 0.017807, train_mape 106.385216, train_acc 0.800797, valid_loss 0.0012039293, valid_ic 0.010523, valid_icir 0.320657, valid_ric 0.023970, valid_ricir 0.286630, valid_prec@10 0.567901, valid_prec@30 0.554047, valid_mae 0.016887, valid_rmse 0.032496, valid_mape 137.986847, valid_acc 0.700753, test_loss 0.001442, ic 0.010307, icir 0.228137, ric 0.022049, ricir 0.285226, prec@10 0.546502, prec@30 0.539643, test_mae 0.017792, test_rmse 0.034691, test_mape 197.188705, test_acc 0.615317
Epoch 104, train_loss 0.001069, train_ic 0.045816, train_icir 0.549886, train_ric 0.019563, train_ricir 0.207468, train_mae 0.010151, train_rmse 0.016022, train_mape 219.907242, train_acc 0.559540, valid_loss 0.0012028223, valid_ic 0.010052, valid_icir 0.254045, valid_ric 0.008494, valid_ricir 0.134311, valid_prec@10 0.551440, valid_prec@30 0.550480, valid_mae 0.017853, valid_rmse 0.034117, valid_mape 149.942703, valid_acc 0.662240, test_loss 0.001443, ic 0.010067, icir 0.195345, ric 0.001808, ricir 0.028899, prec@10 0.576543, prec@30 0.543621, test_mae 0.018091, test_rmse 0.035178, test_mape 189.834442, test_acc 0.596282
Epoch 105, train_loss 0.001070, train_ic 0.041098, train_icir 0.527949, train_ric 0.046378, train_ricir 0.495171, train_mae 0.011706, train_rmse 0.017515, train_mape 163.248795, train_acc 0.326251, valid_loss 0.0011954576, valid_ic 0.007115, valid_icir 0.213480, valid_ric 0.018313, valid_ricir 0.224468, valid_prec@10 0.545679, valid_prec@30 0.527298, valid_mae 0.020422, valid_rmse 0.035027, valid_mape 146.149902, valid_acc 0.363878, test_loss 0.001441, ic 0.009056, icir 0.215558, ric 0.020540, ricir 0.278707, prec@10 0.518107, prec@30 0.529081, test_mae 0.018943, test_rmse 0.035969, test_mape 177.445419, test_acc 0.447100
Epoch 106, train_loss 0.001040, train_ic 0.040155, train_icir 0.554982, train_ric 0.031727, train_ricir 0.407952, train_mae 0.024617, train_rmse 0.030306, train_mape 287.061371, train_acc 0.191678, valid_loss 0.0013301884, valid_ic 0.006278, valid_icir 0.223030, valid_ric 0.008327, valid_ricir 0.168556, valid_prec@10 0.573251, valid_prec@30 0.547874, valid_mae 0.027823, valid_rmse 0.040263, valid_mape 257.920166, valid_acc 0.216467, test_loss 0.001571, ic 0.007987, icir 0.215036, ric 0.017915, ricir 0.383380, prec@10 0.528807, prec@30 0.520576, test_mae 0.024693, test_rmse 0.039124, test_mape 315.439117, test_acc 0.334661
Epoch 107, train_loss 0.001049, train_ic 0.031186, train_icir 0.323076, train_ric 0.021600, train_ricir 0.187225, train_mae 0.014486, train_rmse 0.020929, train_mape 185.325439, train_acc 0.490925, valid_loss 0.0012100214, valid_ic 0.014049, valid_icir 0.290441, valid_ric 0.011879, valid_ricir 0.096786, valid_prec@10 0.550206, valid_prec@30 0.527984, valid_mae 0.017521, valid_rmse 0.032555, valid_mape 163.898849, valid_acc 0.575919, test_loss 0.001449, ic 0.007969, icir 0.217825, ric -0.001295, ricir -0.011795, prec@10 0.531687, prec@30 0.511797, test_mae 0.018423, test_rmse 0.034648, test_mape 233.462784, test_acc 0.559540
Epoch 108, train_loss 0.001044, train_ic 0.034949, train_icir 0.404555, train_ric 0.028180, train_ricir 0.272706, train_mae 0.016277, train_rmse 0.022557, train_mape 117.243149, train_acc 0.465250, valid_loss 0.0011855134, valid_ic 0.011363, valid_icir 0.296588, valid_ric 0.012456, valid_ricir 0.119273, valid_prec@10 0.553909, valid_prec@30 0.531550, valid_mae 0.019557, valid_rmse 0.034037, valid_mape 145.665558, valid_acc 0.457725, test_loss 0.001420, ic 0.006614, icir 0.203193, ric 0.002334, ricir 0.025121, prec@10 0.515638, prec@30 0.508779, test_mae 0.018677, test_rmse 0.035253, test_mape 189.543610, test_acc 0.472333
Epoch 109, train_loss 0.001059, train_ic 0.050892, train_icir 0.552249, train_ric 0.027703, train_ricir 0.272151, train_mae 0.027971, train_rmse 0.033678, train_mape 424.810303, train_acc 0.279327, valid_loss 0.0017989340, valid_ic 0.013848, valid_icir 0.293759, valid_ric 0.000372, valid_ricir 0.004798, valid_prec@10 0.585185, valid_prec@30 0.558573, valid_mae 0.038190, valid_rmse 0.048229, valid_mape 431.501282, valid_acc 0.213811, test_loss 0.002038, ic 0.012952, icir 0.255439, ric 0.008986, ricir 0.114878, prec@10 0.536214, prec@30 0.540192, test_mae 0.034060, test_rmse 0.045832, test_mape 537.539551, test_acc 0.332891
Epoch 110, train_loss 0.001050, train_ic 0.038451, train_icir 0.489533, train_ric 0.036867, train_ricir 0.406848, train_mae 0.017506, train_rmse 0.023025, train_mape 121.832275, train_acc 0.513059, valid_loss 0.0011859496, valid_ic 0.004324, valid_icir 0.110513, valid_ric 0.013492, valid_ricir 0.204206, valid_prec@10 0.557202, valid_prec@30 0.538546, valid_mae 0.019231, valid_rmse 0.035042, valid_mape 135.411636, valid_acc 0.488712, test_loss 0.001410, ic 0.009714, icir 0.191921, ric 0.026578, ricir 0.394919, prec@10 0.547325, prec@30 0.531962, test_mae 0.018499, test_rmse 0.035654, test_mape 174.401611, test_acc 0.471448
Epoch 111, train_loss 0.001048, train_ic 0.043787, train_icir 0.441368, train_ric 0.008685, train_ricir 0.075933, train_mae 0.010839, train_rmse 0.017577, train_mape 138.085251, train_acc 0.449757, valid_loss 0.0011799117, valid_ic 0.008393, valid_icir 0.180595, valid_ric -0.007637, valid_ricir -0.076507, valid_prec@10 0.583128, valid_prec@30 0.554458, valid_mae 0.020353, valid_rmse 0.034858, valid_mape 137.012634, valid_acc 0.351926, test_loss 0.001400, ic 0.009920, icir 0.214537, ric 0.003582, ricir 0.037836, prec@10 0.546914, prec@30 0.546639, test_mae 0.018557, test_rmse 0.035496, test_mape 177.926270, test_acc 0.479858
Epoch 112, train_loss 0.001067, train_ic 0.047230, train_icir 0.551629, train_ric 0.058653, train_ricir 0.548101, train_mae 0.021241, train_rmse 0.026375, train_mape 125.563004, train_acc 0.278442, valid_loss 0.0011545725, valid_ic 0.009233, valid_icir 0.282286, valid_ric 0.028677, valid_ricir 0.306453, valid_prec@10 0.544856, valid_prec@30 0.547051, valid_mae 0.017260, valid_rmse 0.032439, valid_mape 115.989235, valid_acc 0.660469, test_loss 0.001367, ic 0.009220, icir 0.230422, ric 0.031480, ricir 0.360747, prec@10 0.546091, prec@30 0.534979, test_mae 0.017342, test_rmse 0.034014, test_mape 162.261551, test_acc 0.594068
Epoch 113, train_loss 0.001057, train_ic 0.051063, train_icir 0.524456, train_ric 0.031806, train_ricir 0.292148, train_mae 0.020529, train_rmse 0.027035, train_mape 118.944420, train_acc 0.642762, valid_loss 0.0011771459, valid_ic 0.008057, valid_icir 0.180368, valid_ric 0.003893, valid_ricir 0.038223, valid_prec@10 0.581481, valid_prec@30 0.549383, valid_mae 0.020883, valid_rmse 0.035113, valid_mape 145.598770, valid_acc 0.311642, test_loss 0.001398, ic 0.012736, icir 0.243114, ric 0.021395, ricir 0.206017, prec@10 0.533745, prec@30 0.547874, test_mae 0.019146, test_rmse 0.035832, test_mape 195.030365, test_acc 0.411687
