Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 8,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 81, train_loss 0.001085, train_ic 0.025675, train_icir 0.412270, train_ric 0.038487, train_ricir 0.496295, train_mae 0.019224, train_rmse 0.030560, train_mape 144.823227, train_acc 0.401505, valid_loss 0.0013472451, valid_ic 0.006130, valid_icir 0.169800, valid_ric 0.026839, valid_ricir 0.424627, valid_prec@10 0.518107, valid_prec@30 0.525789, valid_mae 0.017491, valid_rmse 0.033563, valid_mape 171.572357, valid_acc 0.604250, test_loss 0.001258, ic 0.008980, icir 0.385762, ric 0.031183, ricir 0.480278, prec@10 0.495868, prec@30 0.507025, test_mae 0.013906, test_rmse 0.026556, test_mape 133.737183, test_acc 0.706950
Epoch 82, train_loss 0.001098, train_ic 0.036029, train_icir 0.431648, train_ric 0.031478, train_ricir 0.309558, train_mae 0.069823, train_rmse 0.079153, train_mape 97.546066, train_acc 0.642320, valid_loss 0.0013330199, valid_ic 0.009730, valid_icir 0.237652, valid_ric 0.023078, valid_ricir 0.268913, valid_prec@10 0.544444, valid_prec@30 0.549794, valid_mae 0.017996, valid_rmse 0.033956, valid_mape 152.979019, valid_acc 0.492696, test_loss 0.001234, ic 0.013906, icir 0.501957, ric 0.027776, ricir 0.322472, prec@10 0.521901, prec@30 0.536501, test_mae 0.015406, test_rmse 0.027608, test_mape 130.827225, test_acc 0.536521
Epoch 83, train_loss 0.001093, train_ic 0.047760, train_icir 0.582376, train_ric 0.032083, train_ricir 0.330666, train_mae 0.028014, train_rmse 0.038700, train_mape 101.762260, train_acc 0.755644, valid_loss 0.0013334231, valid_ic 0.012484, valid_icir 0.311628, valid_ric 0.018754, valid_ricir 0.248262, valid_prec@10 0.538683, valid_prec@30 0.531550, valid_mae 0.017642, valid_rmse 0.033667, valid_mape 162.226974, valid_acc 0.562638, test_loss 0.001236, ic 0.015503, icir 0.567127, ric 0.023543, ricir 0.301569, prec@10 0.517355, prec@30 0.511157, test_mae 0.014454, test_rmse 0.027006, test_mape 121.793236, test_acc 0.662683
Epoch 84, train_loss 0.001095, train_ic 0.013502, train_icir 0.178027, train_ric 0.035780, train_ricir 0.350391, train_mae 0.023788, train_rmse 0.028906, train_mape 219.492477, train_acc 0.216467, valid_loss 0.0014207005, valid_ic 0.005364, valid_icir 0.104510, valid_ric 0.035262, valid_ricir 0.404826, valid_prec@10 0.517695, valid_prec@30 0.525652, valid_mae 0.018664, valid_rmse 0.033434, valid_mape 234.201599, valid_acc 0.617087, test_loss 0.001350, ic 0.008106, icir 0.220444, ric 0.041120, ricir 0.401891, prec@10 0.498760, prec@30 0.505785, test_mae 0.014477, test_rmse 0.026085, test_mape 200.773651, test_acc 0.711819
Epoch 85, train_loss 0.001089, train_ic 0.034787, train_icir 0.418190, train_ric 0.032530, train_ricir 0.352971, train_mae 0.013783, train_rmse 0.018881, train_mape 77.789635, train_acc 0.978752, valid_loss 0.0021845374, valid_ic 0.010747, valid_icir 0.193735, valid_ric 0.017757, valid_ricir 0.234005, valid_prec@10 0.533745, valid_prec@30 0.534294, valid_mae 0.030747, valid_rmse 0.041251, valid_mape 582.309082, valid_acc 0.617087, test_loss 0.002178, ic 0.016548, icir 0.345987, ric 0.023420, ricir 0.276481, prec@10 0.519835, prec@30 0.523829, test_mae 0.026357, test_rmse 0.034221, test_mape 476.634888, test_acc 0.709163
Epoch 86, train_loss 0.001094, train_ic 0.045650, train_icir 0.605647, train_ric 0.021042, train_ricir 0.247949, train_mae 0.018329, train_rmse 0.027774, train_mape 126.550064, train_acc 0.454626, valid_loss 0.0013088650, valid_ic 0.008868, valid_icir 0.272389, valid_ric 0.002507, valid_ricir 0.038552, valid_prec@10 0.530041, valid_prec@30 0.523182, valid_mae 0.018100, valid_rmse 0.033897, valid_mape 141.945129, valid_acc 0.451970, test_loss 0.001216, ic 0.011272, icir 0.452824, ric 0.003570, ricir 0.050035, prec@10 0.516942, prec@30 0.500275, test_mae 0.015747, test_rmse 0.027638, test_mape 132.405060, test_acc 0.441346
Epoch 87, train_loss 0.001073, train_ic 0.023235, train_icir 0.297000, train_ric -0.000899, train_ricir -0.008804, train_mae 0.027280, train_rmse 0.035768, train_mape 137.912827, train_acc 0.211598, valid_loss 0.0013423639, valid_ic 0.006858, valid_icir 0.171204, valid_ric -0.002846, valid_ricir -0.035842, valid_prec@10 0.554733, valid_prec@30 0.526749, valid_mae 0.019925, valid_rmse 0.035282, valid_mape 177.970932, valid_acc 0.362550, test_loss 0.001243, ic 0.006976, icir 0.216049, ric -0.005975, ricir -0.069398, prec@10 0.541322, prec@30 0.503306, test_mae 0.017878, test_rmse 0.029241, test_mape 164.852432, test_acc 0.281541
Epoch 88, train_loss 0.001085, train_ic 0.045091, train_icir 0.540020, train_ric 0.025840, train_ricir 0.264894, train_mae 0.016043, train_rmse 0.027823, train_mape 187.557724, train_acc 0.490483, valid_loss 0.0013543051, valid_ic 0.012656, valid_icir 0.346210, valid_ric 0.017549, valid_ricir 0.210118, valid_prec@10 0.506584, valid_prec@30 0.543484, valid_mae 0.020536, valid_rmse 0.035481, valid_mape 207.835648, valid_acc 0.361664, test_loss 0.001256, ic 0.016567, icir 0.574372, ric 0.022510, ricir 0.249822, prec@10 0.500000, prec@30 0.530303, test_mae 0.019451, test_rmse 0.030214, test_mape 199.624115, test_acc 0.272687
Epoch 89, train_loss 0.001075, train_ic 0.041675, train_icir 0.459782, train_ric 0.030787, train_ricir 0.274700, train_mae 0.020666, train_rmse 0.030079, train_mape 217.888000, train_acc 0.580345, valid_loss 0.0014964905, valid_ic 0.015528, valid_icir 0.246696, valid_ric 0.018257, valid_ricir 0.165257, valid_prec@10 0.580247, valid_prec@30 0.570645, valid_mae 0.019604, valid_rmse 0.034462, valid_mape 242.749359, valid_acc 0.616645, test_loss 0.001401, ic 0.020748, icir 0.440469, ric 0.028634, ricir 0.268807, prec@10 0.564876, prec@30 0.562397, test_mae 0.015031, test_rmse 0.027254, test_mape 189.575775, test_acc 0.714033
Epoch 90, train_loss 0.001064, train_ic 0.042461, train_icir 0.544979, train_ric 0.008926, train_ricir 0.101181, train_mae 0.016947, train_rmse 0.022844, train_mape 286.579468, train_acc 0.648960, valid_loss 0.0014416072, valid_ic 0.010073, valid_icir 0.240422, valid_ric -0.002517, valid_ricir -0.043514, valid_prec@10 0.562551, valid_prec@30 0.541152, valid_mae 0.020188, valid_rmse 0.034127, valid_mape 312.196991, valid_acc 0.613103, test_loss 0.001391, ic 0.013457, icir 0.428853, ric -0.001628, ricir -0.022486, prec@10 0.556198, prec@30 0.524793, test_mae 0.015554, test_rmse 0.026607, test_mape 232.801147, test_acc 0.710491
Epoch 91, train_loss 0.001073, train_ic 0.040583, train_icir 0.430349, train_ric 0.019467, train_ricir 0.166140, train_mae 0.016911, train_rmse 0.024314, train_mape 242.130692, train_acc 0.272687, valid_loss 0.0013495081, valid_ic 0.009283, valid_icir 0.269674, valid_ric -0.004964, valid_ricir -0.043096, valid_prec@10 0.511111, valid_prec@30 0.518793, valid_mae 0.020300, valid_rmse 0.034869, valid_mape 200.993866, valid_acc 0.392209, test_loss 0.001255, ic 0.009852, icir 0.238038, ric -0.007503, ricir -0.056105, prec@10 0.478512, prec@30 0.493802, test_mae 0.019543, test_rmse 0.030298, test_mape 185.245163, test_acc 0.278442
Epoch 92, train_loss 0.001070, train_ic 0.033308, train_icir 0.343548, train_ric 0.001679, train_ricir 0.014272, train_mae 0.033074, train_rmse 0.039815, train_mape 370.068420, train_acc 0.156264, valid_loss 0.0017179026, valid_ic 0.009308, valid_icir 0.260154, valid_ric -0.014796, valid_ricir -0.134562, valid_prec@10 0.541152, valid_prec@30 0.533608, valid_mae 0.029264, valid_rmse 0.041228, valid_mape 384.581299, valid_acc 0.334219, test_loss 0.001588, ic 0.006813, icir 0.144701, ric -0.021101, ricir -0.160620, prec@10 0.506198, prec@30 0.512948, test_mae 0.029894, test_rmse 0.039064, test_mape 362.476837, test_acc 0.244799
Epoch 93, train_loss 0.001082, train_ic 0.047998, train_icir 0.578478, train_ric 0.008735, train_ricir 0.099952, train_mae 0.023114, train_rmse 0.028948, train_mape 397.704285, train_acc 0.441788, valid_loss 0.0013379297, valid_ic 0.013501, valid_icir 0.244394, valid_ric 0.001458, valid_ricir 0.021880, valid_prec@10 0.570370, valid_prec@30 0.549794, valid_mae 0.018364, valid_rmse 0.033627, valid_mape 210.968231, valid_acc 0.615317, test_loss 0.001274, ic 0.015487, icir 0.389254, ric -0.002291, ricir -0.036445, prec@10 0.542562, prec@30 0.520661, test_mae 0.014007, test_rmse 0.025980, test_mape 157.811081, test_acc 0.715361
Epoch 94, train_loss 0.001070, train_ic 0.054176, train_icir 0.638473, train_ric 0.027771, train_ricir 0.286555, train_mae 0.017434, train_rmse 0.024430, train_mape 114.766632, train_acc 0.392652, valid_loss 0.0012624680, valid_ic 0.012281, valid_icir 0.334921, valid_ric 0.009759, valid_ricir 0.140674, valid_prec@10 0.544033, valid_prec@30 0.538272, valid_mae 0.017541, valid_rmse 0.032863, valid_mape 143.417328, valid_acc 0.562196, test_loss 0.001194, ic 0.015524, icir 0.526138, ric 0.009403, ricir 0.126132, prec@10 0.526033, prec@30 0.520110, test_mae 0.014862, test_rmse 0.026676, test_mape 126.213058, test_acc 0.602922
Epoch 95, train_loss 0.001072, train_ic 0.054106, train_icir 0.651172, train_ric 0.012014, train_ricir 0.138236, train_mae 0.026957, train_rmse 0.034956, train_mape 218.240219, train_acc 0.243471, valid_loss 0.0013602955, valid_ic 0.012228, valid_icir 0.379189, valid_ric -0.004420, valid_ricir -0.082973, valid_prec@10 0.530864, valid_prec@30 0.537174, valid_mae 0.018846, valid_rmse 0.033182, valid_mape 244.282715, valid_acc 0.614874, test_loss 0.001327, ic 0.015452, icir 0.589682, ric -0.000218, ricir -0.003767, prec@10 0.503306, prec@30 0.511570, test_mae 0.014216, test_rmse 0.025864, test_mape 184.310150, test_acc 0.708278
Epoch 96, train_loss 0.001090, train_ic 0.049930, train_icir 0.666083, train_ric 0.041849, train_ricir 0.496802, train_mae 0.011097, train_rmse 0.015881, train_mape 118.036560, train_acc 0.687030, valid_loss 0.0013093814, valid_ic 0.010805, valid_icir 0.256169, valid_ric 0.022685, valid_ricir 0.345481, valid_prec@10 0.528807, valid_prec@30 0.532099, valid_mae 0.019147, valid_rmse 0.034682, valid_mape 189.388824, valid_acc 0.362107, test_loss 0.001215, ic 0.013815, icir 0.541380, ric 0.026978, ricir 0.423942, prec@10 0.488430, prec@30 0.511019, test_mae 0.016901, test_rmse 0.028315, test_mape 153.172165, test_acc 0.281098
Epoch 97, train_loss 0.001058, train_ic 0.047456, train_icir 0.499846, train_ric 0.019159, train_ricir 0.172673, train_mae 0.013257, train_rmse 0.019182, train_mape 186.862106, train_acc 0.308101, valid_loss 0.0012693188, valid_ic 0.013050, valid_icir 0.256232, valid_ric 0.015527, valid_ricir 0.141551, valid_prec@10 0.568313, valid_prec@30 0.554733, valid_mae 0.018972, valid_rmse 0.034020, valid_mape 163.689346, valid_acc 0.416556, test_loss 0.001195, ic 0.017243, icir 0.417784, ric 0.022103, ricir 0.187638, prec@10 0.547521, prec@30 0.524105, test_mae 0.016730, test_rmse 0.027880, test_mape 153.445633, test_acc 0.378929
Epoch 98, train_loss 0.001067, train_ic 0.046404, train_icir 0.434887, train_ric 0.030249, train_ricir 0.244005, train_mae 0.075016, train_rmse 0.082152, train_mape 117.315880, train_acc 0.404161, valid_loss 0.0013388289, valid_ic 0.016331, valid_icir 0.243032, valid_ric 0.020625, valid_ricir 0.166360, valid_prec@10 0.568313, valid_prec@30 0.542798, valid_mae 0.018809, valid_rmse 0.033120, valid_mape 207.868622, valid_acc 0.598052, test_loss 0.001282, ic 0.025439, icir 0.455294, ric 0.031565, ricir 0.249208, prec@10 0.558678, prec@30 0.529339, test_mae 0.013957, test_rmse 0.025339, test_mape 153.991653, test_acc 0.708278
Epoch 99, train_loss 0.001077, train_ic 0.039981, train_icir 0.448102, train_ric 0.036772, train_ricir 0.348752, train_mae 0.014143, train_rmse 0.021854, train_mape 141.596176, train_acc 0.486498, valid_loss 0.0012806291, valid_ic 0.013164, valid_icir 0.260425, valid_ric 0.029098, valid_ricir 0.282506, valid_prec@10 0.540741, valid_prec@30 0.552126, valid_mae 0.019969, valid_rmse 0.034629, valid_mape 189.915558, valid_acc 0.380699, test_loss 0.001204, ic 0.018009, icir 0.449776, ric 0.036793, ricir 0.327129, prec@10 0.536777, prec@30 0.549862, test_mae 0.017220, test_rmse 0.028058, test_mape 169.541031, test_acc 0.343072
Epoch 100, train_loss 0.001061, train_ic 0.053600, train_icir 0.631454, train_ric 0.014156, train_ricir 0.152509, train_mae 0.012846, train_rmse 0.020034, train_mape 155.443832, train_acc 0.669323, valid_loss 0.0012595209, valid_ic 0.012887, valid_icir 0.291925, valid_ric 0.001193, valid_ricir 0.016842, valid_prec@10 0.552675, valid_prec@30 0.551578, valid_mae 0.017630, valid_rmse 0.032601, valid_mape 173.118011, valid_acc 0.612218, test_loss 0.001208, ic 0.016997, icir 0.517309, ric 0.006058, ricir 0.084478, prec@10 0.544215, prec@30 0.527961, test_mae 0.013775, test_rmse 0.025486, test_mape 134.695099, test_acc 0.700310
Epoch 101, train_loss 0.001067, train_ic 0.033599, train_icir 0.522071, train_ric 0.032213, train_ricir 0.427476, train_mae 0.021995, train_rmse 0.030736, train_mape 222.897385, train_acc 0.334661, valid_loss 0.0013909146, valid_ic 0.009032, valid_icir 0.267415, valid_ric 0.021369, valid_ricir 0.408764, valid_prec@10 0.541152, valid_prec@30 0.545816, valid_mae 0.023379, valid_rmse 0.036925, valid_mape 291.929901, valid_acc 0.336875, test_loss 0.001298, ic 0.010477, icir 0.471275, ric 0.018429, ricir 0.297078, prec@10 0.516942, prec@30 0.529614, test_mae 0.021980, test_rmse 0.031965, test_mape 237.814667, test_acc 0.247897
Epoch 102, train_loss 0.001058, train_ic 0.048341, train_icir 0.606629, train_ric 0.012432, train_ricir 0.140324, train_mae 0.016028, train_rmse 0.022800, train_mape 111.162628, train_acc 0.550686, valid_loss 0.0012404770, valid_ic 0.012583, valid_icir 0.478894, valid_ric -0.001491, valid_ricir -0.021753, valid_prec@10 0.530864, valid_prec@30 0.536214, valid_mae 0.018247, valid_rmse 0.033305, valid_mape 157.851318, valid_acc 0.447986, test_loss 0.001187, ic 0.012247, icir 0.473581, ric -0.009240, ricir -0.107333, prec@10 0.510331, prec@30 0.504821, test_mae 0.016648, test_rmse 0.027597, test_mape 144.710526, test_acc 0.362107
Epoch 103, train_loss 0.001047, train_ic 0.052318, train_icir 0.577671, train_ric 0.011590, train_ricir 0.112357, train_mae 0.012429, train_rmse 0.021758, train_mape 136.953812, train_acc 0.548915, valid_loss 0.0012691564, valid_ic 0.019040, valid_icir 0.400984, valid_ric 0.005585, valid_ricir 0.057360, valid_prec@10 0.562963, valid_prec@30 0.552675, valid_mae 0.019596, valid_rmse 0.034736, valid_mape 176.659576, valid_acc 0.382027, test_loss 0.001202, ic 0.021364, icir 0.509660, ric 0.009572, ricir 0.096177, prec@10 0.544628, prec@30 0.530854, test_mae 0.017228, test_rmse 0.027895, test_mape 161.934067, test_acc 0.301018
Epoch 104, train_loss 0.001053, train_ic 0.059155, train_icir 0.700946, train_ric 0.019936, train_ricir 0.217679, train_mae 0.018921, train_rmse 0.024950, train_mape 205.525970, train_acc 0.167773, valid_loss 0.0012781917, valid_ic 0.016570, valid_icir 0.431473, valid_ric 0.001312, valid_ricir 0.020440, valid_prec@10 0.558025, valid_prec@30 0.550754, valid_mae 0.020359, valid_rmse 0.034592, valid_mape 191.534348, valid_acc 0.350598, test_loss 0.001210, ic 0.019457, icir 0.651418, ric 0.001411, ricir 0.020938, prec@10 0.538017, prec@30 0.524656, test_mae 0.019507, test_rmse 0.029634, test_mape 190.129379, test_acc 0.262948
Epoch 105, train_loss 0.001047, train_ic 0.038396, train_icir 0.351784, train_ric 0.020907, train_ricir 0.163288, train_mae 0.016380, train_rmse 0.022663, train_mape 194.794647, train_acc 0.419212, valid_loss 0.0013365103, valid_ic 0.013824, valid_icir 0.213812, valid_ric 0.017355, valid_ricir 0.138618, valid_prec@10 0.555556, valid_prec@30 0.556516, valid_mae 0.021957, valid_rmse 0.035952, valid_mape 243.879776, valid_acc 0.373617, test_loss 0.001267, ic 0.021338, icir 0.364794, ric 0.025306, ricir 0.190305, prec@10 0.549587, prec@30 0.540496, test_mae 0.020581, test_rmse 0.030462, test_mape 233.435913, test_acc 0.300133
Epoch 106, train_loss 0.001048, train_ic 0.033078, train_icir 0.352633, train_ric 0.031552, train_ricir 0.265251, train_mae 0.022428, train_rmse 0.030749, train_mape 303.784454, train_acc 0.306330, valid_loss 0.0014008863, valid_ic 0.006505, valid_icir 0.153430, valid_ric 0.004792, valid_ricir 0.039668, valid_prec@10 0.503704, valid_prec@30 0.509328, valid_mae 0.023283, valid_rmse 0.036462, valid_mape 264.516876, valid_acc 0.364320, test_loss 0.001312, ic 0.009085, icir 0.185232, ric 0.005582, ricir 0.041029, prec@10 0.469421, prec@30 0.486639, test_mae 0.022105, test_rmse 0.031971, test_mape 230.577713, test_acc 0.253209
Epoch 107, train_loss 0.001050, train_ic 0.057137, train_icir 0.647077, train_ric 0.019033, train_ricir 0.184694, train_mae 0.016672, train_rmse 0.027732, train_mape 164.462021, train_acc 0.638336, valid_loss 0.0013516651, valid_ic 0.014735, valid_icir 0.418010, valid_ric 0.000519, valid_ricir 0.006890, valid_prec@10 0.550206, valid_prec@30 0.548285, valid_mae 0.023008, valid_rmse 0.036132, valid_mape 273.033386, valid_acc 0.336432, test_loss 0.001276, ic 0.019118, icir 0.687007, ric 0.002559, ricir 0.031865, prec@10 0.525207, prec@30 0.529477, test_mae 0.022909, test_rmse 0.032228, test_mape 255.610077, test_acc 0.250111
Epoch 108, train_loss 0.001060, train_ic 0.041584, train_icir 0.470257, train_ric 0.006263, train_ricir 0.060628, train_mae 0.012669, train_rmse 0.018688, train_mape 136.246643, train_acc 0.638336, valid_loss 0.0013034305, valid_ic 0.012600, valid_icir 0.375352, valid_ric -0.006808, valid_ricir -0.081065, valid_prec@10 0.560494, valid_prec@30 0.545816, valid_mae 0.021987, valid_rmse 0.035523, valid_mape 219.136856, valid_acc 0.349270, test_loss 0.001234, ic 0.011075, icir 0.309370, ric -0.013430, ricir -0.124756, prec@10 0.543388, prec@30 0.518733, test_mae 0.020909, test_rmse 0.030559, test_mape 211.509674, test_acc 0.249668
Epoch 109, train_loss 0.001044, train_ic 0.035735, train_icir 0.496443, train_ric 0.030934, train_ricir 0.389789, train_mae 0.022389, train_rmse 0.033120, train_mape 127.606155, train_acc 0.498008, valid_loss 0.0012254066, valid_ic 0.009564, valid_icir 0.222793, valid_ric 0.023480, valid_ricir 0.361258, valid_prec@10 0.537449, valid_prec@30 0.532785, valid_mae 0.017820, valid_rmse 0.032805, valid_mape 170.207870, valid_acc 0.566180, test_loss 0.001179, ic 0.013198, icir 0.374659, ric 0.026531, ricir 0.363440, prec@10 0.513636, prec@30 0.508815, test_mae 0.014359, test_rmse 0.025698, test_mape 126.011086, test_acc 0.681275
Epoch 110, train_loss 0.001048, train_ic 0.054167, train_icir 0.635616, train_ric 0.005662, train_ricir 0.058200, train_mae 0.027923, train_rmse 0.032785, train_mape 233.216690, train_acc 0.225764, valid_loss 0.0013805633, valid_ic 0.011715, valid_icir 0.311026, valid_ric -0.011891, valid_ricir -0.165037, valid_prec@10 0.572840, valid_prec@30 0.545130, valid_mae 0.019849, valid_rmse 0.033240, valid_mape 328.755798, valid_acc 0.618858, test_loss 0.001354, ic 0.015123, icir 0.503532, ric -0.013127, ricir -0.154373, prec@10 0.551240, prec@30 0.530716, test_mae 0.015133, test_rmse 0.025874, test_mape 224.936295, test_acc 0.715803
Epoch 111, train_loss 0.001051, train_ic 0.034301, train_icir 0.417622, train_ric 0.022113, train_ricir 0.213909, train_mae 0.017871, train_rmse 0.023942, train_mape 199.713654, train_acc 0.389996, valid_loss 0.0013038379, valid_ic 0.008759, valid_icir 0.215460, valid_ric 0.004241, valid_ricir 0.049848, valid_prec@10 0.531687, valid_prec@30 0.522085, valid_mae 0.018760, valid_rmse 0.032799, valid_mape 254.981705, valid_acc 0.614431, test_loss 0.001284, ic 0.010569, icir 0.294778, ric 0.003274, ricir 0.031897, prec@10 0.499587, prec@30 0.500689, test_mae 0.014994, test_rmse 0.025873, test_mape 203.249832, test_acc 0.712262
Epoch 112, train_loss 0.001039, train_ic 0.051252, train_icir 0.628136, train_ric 0.014654, train_ricir 0.161202, train_mae 0.016455, train_rmse 0.022456, train_mape 141.044266, train_acc 0.414785, valid_loss 0.0012073327, valid_ic 0.012250, valid_icir 0.364770, valid_ric 0.002906, valid_ricir 0.048609, valid_prec@10 0.548971, valid_prec@30 0.535665, valid_mae 0.017250, valid_rmse 0.031924, valid_mape 169.218536, valid_acc 0.620186, test_loss 0.001175, ic 0.014764, icir 0.529047, ric 0.001235, ricir 0.016728, prec@10 0.521074, prec@30 0.505785, test_mae 0.014057, test_rmse 0.025270, test_mape 132.721985, test_acc 0.710491
Epoch 113, train_loss 0.001049, train_ic 0.057684, train_icir 0.662278, train_ric 0.013280, train_ricir 0.137660, train_mae 0.018223, train_rmse 0.030475, train_mape 214.214615, train_acc 0.475432, valid_loss 0.0012785038, valid_ic 0.013370, valid_icir 0.345774, valid_ric 0.003638, valid_ricir 0.053350, valid_prec@10 0.549794, valid_prec@30 0.542250, valid_mae 0.021203, valid_rmse 0.034831, valid_mape 215.749527, valid_acc 0.332891, test_loss 0.001215, ic 0.018284, icir 0.581425, ric 0.004159, ricir 0.059647, prec@10 0.528926, prec@30 0.529890, test_mae 0.020188, test_rmse 0.029858, test_mape 209.182861, test_acc 0.247012
Epoch 114, train_loss 0.001054, train_ic 0.054536, train_icir 0.683068, train_ric 0.032401, train_ricir 0.372856, train_mae 0.013863, train_rmse 0.020778, train_mape 177.339127, train_acc 0.340416, valid_loss 0.0012136616, valid_ic 0.013334, valid_icir 0.341026, valid_ric 0.015241, valid_ricir 0.228880, valid_prec@10 0.548148, valid_prec@30 0.554870, valid_mae 0.019373, valid_rmse 0.033622, valid_mape 178.456436, valid_acc 0.349712, test_loss 0.001158, ic 0.017228, icir 0.643456, ric 0.019211, ricir 0.308932, prec@10 0.536777, prec@30 0.534022, test_mae 0.017551, test_rmse 0.027885, test_mape 159.621628, test_acc 0.289066
Epoch 115, train_loss 0.001045, train_ic 0.038673, train_icir 0.491728, train_ric 0.011535, train_ricir 0.118071, train_mae 0.016914, train_rmse 0.023674, train_mape 112.268768, train_acc 0.474989, valid_loss 0.0012272186, valid_ic 0.011335, valid_icir 0.270383, valid_ric -0.003413, valid_ricir -0.045100, valid_prec@10 0.569547, valid_prec@30 0.538409, valid_mae 0.019429, valid_rmse 0.033805, valid_mape 173.400024, valid_acc 0.387340, test_loss 0.001172, ic 0.012399, icir 0.359969, ric -0.007035, ricir -0.073815, prec@10 0.559091, prec@30 0.517906, test_mae 0.017891, test_rmse 0.028260, test_mape 158.466156, test_acc 0.307658
Epoch 116, train_loss 0.001059, train_ic 0.032826, train_icir 0.376344, train_ric -0.000495, train_ricir -0.004805, train_mae 0.012297, train_rmse 0.017312, train_mape 129.848679, train_acc 0.513059, valid_loss 0.0012772191, valid_ic 0.009444, valid_icir 0.255606, valid_ric -0.011915, valid_ricir -0.150737, valid_prec@10 0.552675, valid_prec@30 0.532510, valid_mae 0.020645, valid_rmse 0.034774, valid_mape 198.214310, valid_acc 0.387782, test_loss 0.001211, ic 0.007897, icir 0.207343, ric -0.019364, ricir -0.198879, prec@10 0.533471, prec@30 0.518320, test_mae 0.019257, test_rmse 0.029468, test_mape 178.598602, test_acc 0.307658
Epoch 117, train_loss 0.001040, train_ic 0.049093, train_icir 0.630274, train_ric 0.025420, train_ricir 0.294216, train_mae 0.014686, train_rmse 0.018367, train_mape 266.805359, train_acc 0.314741, valid_loss 0.0012723353, valid_ic 0.012761, valid_icir 0.256961, valid_ric 0.004210, valid_ricir 0.073270, valid_prec@10 0.541975, valid_prec@30 0.539232, valid_mae 0.018910, valid_rmse 0.032858, valid_mape 245.938034, valid_acc 0.617087, test_loss 0.001250, ic 0.019446, icir 0.501100, ric 0.010731, ricir 0.165096, prec@10 0.540496, prec@30 0.519008, test_mae 0.014572, test_rmse 0.025271, test_mape 186.435242, test_acc 0.709606
Epoch 118, train_loss 0.001049, train_ic 0.048433, train_icir 0.571334, train_ric 0.001851, train_ricir 0.018944, train_mae 0.028336, train_rmse 0.037556, train_mape 146.153015, train_acc 0.405932, valid_loss 0.0012015187, valid_ic 0.012966, valid_icir 0.356625, valid_ric -0.010288, valid_ricir -0.166549, valid_prec@10 0.544033, valid_prec@30 0.540466, valid_mae 0.017796, valid_rmse 0.032384, valid_mape 155.581604, valid_acc 0.554670, test_loss 0.001165, ic 0.015651, icir 0.478528, ric -0.012677, ricir -0.171060, prec@10 0.519421, prec@30 0.519697, test_mae 0.015490, test_rmse 0.026326, test_mape 135.725357, test_acc 0.543161
Epoch 119, train_loss 0.001034, train_ic 0.023076, train_icir 0.247302, train_ric 0.014956, train_ricir 0.133239, train_mae 0.015159, train_rmse 0.023185, train_mape 6460.124023, train_acc 0.431607, valid_loss 0.0012531602, valid_ic 0.008580, valid_icir 0.198866, valid_ric -0.000194, valid_ricir -0.001883, valid_prec@10 0.537860, valid_prec@30 0.526886, valid_mae 0.019810, valid_rmse 0.033696, valid_mape 205.413437, valid_acc 0.447986, test_loss 0.001203, ic 0.005778, icir 0.120318, ric -0.006224, ricir -0.049412, prec@10 0.526860, prec@30 0.498760, test_mae 0.018014, test_rmse 0.028372, test_mape 168.346451, test_acc 0.393980
Epoch 120, train_loss 0.001041, train_ic 0.042640, train_icir 0.594685, train_ric 0.033435, train_ricir 0.416620, train_mae 0.015691, train_rmse 0.020982, train_mape 143.834335, train_acc 0.316954, valid_loss 0.0012010964, valid_ic 0.011406, valid_icir 0.219995, valid_ric 0.018796, valid_ricir 0.312972, valid_prec@10 0.579835, valid_prec@30 0.546228, valid_mae 0.017556, valid_rmse 0.032230, valid_mape 179.872772, valid_acc 0.612660, test_loss 0.001171, ic 0.014557, icir 0.414789, ric 0.017018, ricir 0.269238, prec@10 0.544215, prec@30 0.529477, test_mae 0.013837, test_rmse 0.025020, test_mape 131.682770, test_acc 0.713147
Epoch 121, train_loss 0.001039, train_ic 0.041770, train_icir 0.432371, train_ric 0.027624, train_ricir 0.227162, train_mae 0.022536, train_rmse 0.029394, train_mape 313.015350, train_acc 0.241700, valid_loss 0.0013034450, valid_ic 0.011332, valid_icir 0.298833, valid_ric 0.005351, valid_ricir 0.047478, valid_prec@10 0.541975, valid_prec@30 0.529492, valid_mae 0.022696, valid_rmse 0.035557, valid_mape 235.967346, valid_acc 0.336875, test_loss 0.001236, ic 0.013808, icir 0.345957, ric 0.002849, ricir 0.022277, prec@10 0.510331, prec@30 0.508815, test_mae 0.021152, test_rmse 0.030557, test_mape 217.822220, test_acc 0.246127
