Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 8,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 163, train_loss 0.001022, train_ic 0.056534, train_icir 0.722318, train_ric 0.028716, train_ricir 0.343603, train_mae 0.011999, train_rmse 0.019808, train_mape 137.477844, train_acc 0.364763, valid_loss 0.0011445362, valid_ic 0.015029, valid_icir 0.321438, valid_ric 0.006781, valid_ricir 0.131810, valid_prec@10 0.555556, valid_prec@30 0.548422, valid_mae 0.018571, valid_rmse 0.032731, valid_mape 168.854935, valid_acc 0.428066, test_loss 0.001102, ic 0.019884, icir 0.601045, ric 0.005278, ricir 0.084086, prec@10 0.548347, prec@30 0.531956, test_mae 0.016023, test_rmse 0.025863, test_mape 133.426605, test_acc 0.378486
Epoch 164, train_loss 0.001005, train_ic 0.058870, train_icir 0.694814, train_ric 0.011972, train_ricir 0.130796, train_mae 0.014830, train_rmse 0.021235, train_mape 115.772537, train_acc 0.432050, valid_loss 0.0011409024, valid_ic 0.017540, valid_icir 0.351919, valid_ric -0.001558, valid_ricir -0.025347, valid_prec@10 0.572016, valid_prec@30 0.551440, valid_mae 0.018066, valid_rmse 0.031812, valid_mape 140.855377, valid_acc 0.489597, test_loss 0.001105, ic 0.022345, icir 0.567734, ric -0.002020, ricir -0.030420, prec@10 0.538843, prec@30 0.533333, test_mae 0.015743, test_rmse 0.025699, test_mape 131.409958, test_acc 0.425409
Epoch 165, train_loss 0.001028, train_ic 0.050130, train_icir 0.707267, train_ric 0.025210, train_ricir 0.338944, train_mae 0.050282, train_rmse 0.055562, train_mape 95.749512, train_acc 0.602036, valid_loss 0.0011477981, valid_ic 0.012856, valid_icir 0.473955, valid_ric 0.014897, valid_ricir 0.338167, valid_prec@10 0.524691, valid_prec@30 0.530453, valid_mae 0.017784, valid_rmse 0.031158, valid_mape 191.927643, valid_acc 0.606906, test_loss 0.001148, ic 0.016976, icir 0.720258, ric 0.016639, ricir 0.325028, prec@10 0.502893, prec@30 0.495868, test_mae 0.013618, test_rmse 0.023580, test_mape 150.785965, test_acc 0.715803
Epoch 166, train_loss 0.001010, train_ic 0.038833, train_icir 0.521617, train_ric 0.044994, train_ricir 0.511990, train_mae 0.016307, train_rmse 0.024761, train_mape 158.347397, train_acc 0.732625, valid_loss 0.0012248869, valid_ic 0.008621, valid_icir 0.235179, valid_ric 0.030061, valid_ricir 0.458053, valid_prec@10 0.525926, valid_prec@30 0.522497, valid_mae 0.018708, valid_rmse 0.031268, valid_mape 244.407608, valid_acc 0.619743, test_loss 0.001234, ic 0.013189, icir 0.423748, ric 0.031546, ricir 0.425133, prec@10 0.493802, prec@30 0.502204, test_mae 0.014200, test_rmse 0.023650, test_mape 191.137878, test_acc 0.712705
Epoch 167, train_loss 0.001017, train_ic 0.047045, train_icir 0.694360, train_ric 0.040128, train_ricir 0.546951, train_mae 0.013538, train_rmse 0.017875, train_mape 119.977547, train_acc 0.315184, valid_loss 0.0011061453, valid_ic 0.010064, valid_icir 0.318816, valid_ric 0.024854, valid_ricir 0.480002, valid_prec@10 0.525514, valid_prec@30 0.537449, valid_mae 0.017234, valid_rmse 0.030896, valid_mape 143.543152, valid_acc 0.569721, test_loss 0.001092, ic 0.013096, icir 0.565629, ric 0.024458, ricir 0.480808, prec@10 0.506198, prec@30 0.510468, test_mae 0.014109, test_rmse 0.024298, test_mape 113.174202, test_acc 0.666224
Epoch 168, train_loss 0.001017, train_ic 0.049583, train_icir 0.630949, train_ric 0.017079, train_ricir 0.222370, train_mae 0.016168, train_rmse 0.026586, train_mape 141.242630, train_acc 0.545817, valid_loss 0.0011396457, valid_ic 0.015914, valid_icir 0.311018, valid_ric 0.006371, valid_ricir 0.104000, valid_prec@10 0.559259, valid_prec@30 0.552675, valid_mae 0.019314, valid_rmse 0.032789, valid_mape 168.256622, valid_acc 0.360779, test_loss 0.001107, ic 0.019660, icir 0.491305, ric 0.006590, ricir 0.112731, prec@10 0.548760, prec@30 0.525482, test_mae 0.017447, test_rmse 0.026721, test_mape 162.152145, test_acc 0.269588
Epoch 169, train_loss 0.001015, train_ic 0.055260, train_icir 0.690495, train_ric 0.023717, train_ricir 0.260724, train_mae 0.011567, train_rmse 0.017624, train_mape 132.974426, train_acc 0.463037, valid_loss 0.0011551180, valid_ic 0.012485, valid_icir 0.403100, valid_ric 0.003541, valid_ricir 0.055175, valid_prec@10 0.528395, valid_prec@30 0.554184, valid_mae 0.018120, valid_rmse 0.032129, valid_mape 159.514099, valid_acc 0.425852, test_loss 0.001109, ic 0.014990, icir 0.527442, ric -0.000159, ricir -0.002026, prec@10 0.530992, prec@30 0.527548, test_mae 0.015637, test_rmse 0.025374, test_mape 121.482048, test_acc 0.384241
Epoch 170, train_loss 0.001009, train_ic 0.051037, train_icir 0.682061, train_ric 0.044113, train_ricir 0.529449, train_mae 0.016001, train_rmse 0.025041, train_mape 153.582916, train_acc 0.408145, valid_loss 0.0011154569, valid_ic 0.013074, valid_icir 0.368924, valid_ric 0.026248, valid_ricir 0.416630, valid_prec@10 0.532922, valid_prec@30 0.549108, valid_mae 0.017290, valid_rmse 0.030740, valid_mape 146.614365, valid_acc 0.592740, test_loss 0.001106, ic 0.016778, icir 0.651646, ric 0.029569, ricir 0.457917, prec@10 0.521488, prec@30 0.538567, test_mae 0.013752, test_rmse 0.023802, test_mape 120.032585, test_acc 0.702081
Epoch 171, train_loss 0.001010, train_ic 0.052922, train_icir 0.654954, train_ric 0.015192, train_ricir 0.160624, train_mae 0.019589, train_rmse 0.027152, train_mape 163.961487, train_acc 0.275786, valid_loss 0.0011375504, valid_ic 0.012583, valid_icir 0.412984, valid_ric -0.004449, valid_ricir -0.058079, valid_prec@10 0.553909, valid_prec@30 0.535802, valid_mae 0.019328, valid_rmse 0.032298, valid_mape 162.111420, valid_acc 0.361664, test_loss 0.001110, ic 0.016365, icir 0.514916, ric -0.003875, ricir -0.042755, prec@10 0.532645, prec@30 0.510468, test_mae 0.017942, test_rmse 0.027108, test_mape 156.027298, test_acc 0.256308
Epoch 172, train_loss 0.001012, train_ic 0.052567, train_icir 0.616005, train_ric 0.023502, train_ricir 0.248264, train_mae 0.011844, train_rmse 0.019818, train_mape 138.067474, train_acc 0.445772, valid_loss 0.0010945800, valid_ic 0.014451, valid_icir 0.393802, valid_ric 0.015972, valid_ricir 0.209551, valid_prec@10 0.547325, valid_prec@30 0.529767, valid_mae 0.017601, valid_rmse 0.031233, valid_mape 139.859085, valid_acc 0.523240, test_loss 0.001084, ic 0.017513, icir 0.537409, ric 0.019045, ricir 0.217478, prec@10 0.518182, prec@30 0.501240, test_mae 0.014460, test_rmse 0.024352, test_mape 118.272911, test_acc 0.599380
Epoch 173, train_loss 0.001004, train_ic 0.046679, train_icir 0.528131, train_ric 0.015029, train_ricir 0.139733, train_mae 0.024345, train_rmse 0.031255, train_mape 134.912415, train_acc 0.347942, valid_loss 0.0011599516, valid_ic 0.013407, valid_icir 0.334856, valid_ric -0.005790, valid_ricir -0.067089, valid_prec@10 0.558848, valid_prec@30 0.536077, valid_mae 0.018017, valid_rmse 0.030970, valid_mape 209.037689, valid_acc 0.594954, test_loss 0.001161, ic 0.015138, icir 0.370611, ric -0.009133, ricir -0.083970, prec@10 0.526860, prec@30 0.508815, test_mae 0.015060, test_rmse 0.024942, test_mape 168.245300, test_acc 0.671536
Epoch 174, train_loss 0.001010, train_ic 0.050510, train_icir 0.638893, train_ric 0.036777, train_ricir 0.410187, train_mae 0.011922, train_rmse 0.017880, train_mape 141.884689, train_acc 0.391324, valid_loss 0.0011226919, valid_ic 0.012929, valid_icir 0.340195, valid_ric 0.014383, valid_ricir 0.205611, valid_prec@10 0.556790, valid_prec@30 0.539643, valid_mae 0.018700, valid_rmse 0.031906, valid_mape 152.976959, valid_acc 0.410359, test_loss 0.001094, ic 0.016751, icir 0.494008, ric 0.013504, ricir 0.169156, prec@10 0.541736, prec@30 0.508953, test_mae 0.016346, test_rmse 0.025950, test_mape 137.435516, test_acc 0.384241
Epoch 175, train_loss 0.000996, train_ic 0.064463, train_icir 0.763278, train_ric 0.020632, train_ricir 0.214147, train_mae 0.025264, train_rmse 0.031416, train_mape 239.438004, train_acc 0.330677, valid_loss 0.0012459897, valid_ic 0.015787, valid_icir 0.436488, valid_ric -0.005508, valid_ricir -0.085389, valid_prec@10 0.568313, valid_prec@30 0.546365, valid_mae 0.019589, valid_rmse 0.031333, valid_mape 291.050293, valid_acc 0.619743, test_loss 0.001264, ic 0.021064, icir 0.667882, ric -0.004058, ricir -0.053922, prec@10 0.532231, prec@30 0.533333, test_mae 0.014918, test_rmse 0.024085, test_mape 209.213379, test_acc 0.716246
Epoch 176, train_loss 0.001018, train_ic 0.054438, train_icir 0.761537, train_ric 0.030236, train_ricir 0.418138, train_mae 0.011060, train_rmse 0.017546, train_mape 138.638611, train_acc 0.456839, valid_loss 0.0011066365, valid_ic 0.014122, valid_icir 0.419891, valid_ric 0.010799, valid_ricir 0.254683, valid_prec@10 0.541152, valid_prec@30 0.550069, valid_mae 0.017237, valid_rmse 0.030750, valid_mape 143.270294, valid_acc 0.585657, test_loss 0.001093, ic 0.017121, icir 0.666676, ric 0.009398, ricir 0.192909, prec@10 0.513636, prec@30 0.537466, test_mae 0.014142, test_rmse 0.024229, test_mape 114.762375, test_acc 0.678176
Epoch 177, train_loss 0.001003, train_ic 0.047418, train_icir 0.611074, train_ric 0.032385, train_ricir 0.375961, train_mae 0.018124, train_rmse 0.024514, train_mape 165.038269, train_acc 0.158035, valid_loss 0.0011368835, valid_ic 0.012539, valid_icir 0.393495, valid_ric 0.021637, valid_ricir 0.340059, valid_prec@10 0.526337, valid_prec@30 0.525103, valid_mae 0.020062, valid_rmse 0.032819, valid_mape 216.480927, valid_acc 0.361222, test_loss 0.001108, ic 0.016292, icir 0.632196, ric 0.023630, ricir 0.311680, prec@10 0.489256, prec@30 0.493939, test_mae 0.017890, test_rmse 0.027025, test_mape 170.079910, test_acc 0.290837
Epoch 178, train_loss 0.001000, train_ic 0.047814, train_icir 0.695184, train_ric 0.040529, train_ricir 0.544929, train_mae 0.020646, train_rmse 0.032100, train_mape 152.852509, train_acc 0.434263, valid_loss 0.0011033068, valid_ic 0.013420, valid_icir 0.432055, valid_ric 0.021805, valid_ricir 0.420903, valid_prec@10 0.535802, valid_prec@30 0.545542, valid_mae 0.018381, valid_rmse 0.031556, valid_mape 156.880585, valid_acc 0.427623, test_loss 0.001081, ic 0.016836, icir 0.699911, ric 0.022101, ricir 0.434206, prec@10 0.511983, prec@30 0.515427, test_mae 0.016087, test_rmse 0.025583, test_mape 134.997208, test_acc 0.372731
Epoch 179, train_loss 0.001005, train_ic 0.060107, train_icir 0.706975, train_ric 0.030460, train_ricir 0.310898, train_mae 0.025323, train_rmse 0.033750, train_mape 122.537407, train_acc 0.272687, valid_loss 0.0011174282, valid_ic 0.016804, valid_icir 0.416616, valid_ric 0.007412, valid_ricir 0.106694, valid_prec@10 0.538683, valid_prec@30 0.540466, valid_mae 0.018114, valid_rmse 0.031363, valid_mape 157.989807, valid_acc 0.457725, test_loss 0.001090, ic 0.022533, icir 0.705328, ric 0.010006, ricir 0.123340, prec@10 0.509091, prec@30 0.520523, test_mae 0.015820, test_rmse 0.025483, test_mape 130.018051, test_acc 0.402390
Epoch 180, train_loss 0.000999, train_ic 0.043143, train_icir 0.454679, train_ric 0.039378, train_ricir 0.371121, train_mae 0.014805, train_rmse 0.020528, train_mape 123.927429, train_acc 0.693227, valid_loss 0.0011501402, valid_ic 0.015606, valid_icir 0.227704, valid_ric 0.031143, valid_ricir 0.276762, valid_prec@10 0.575720, valid_prec@30 0.563237, valid_mae 0.020134, valid_rmse 0.033310, valid_mape 199.654999, valid_acc 0.382470, test_loss 0.001115, ic 0.023956, icir 0.402534, ric 0.038548, ricir 0.328523, prec@10 0.550000, prec@30 0.553030, test_mae 0.017132, test_rmse 0.026490, test_mape 164.928741, test_acc 0.354582
Epoch 181, train_loss 0.001002, train_ic 0.047986, train_icir 0.591000, train_ric 0.049550, train_ricir 0.523867, train_mae 0.012107, train_rmse 0.018244, train_mape 120.446220, train_acc 0.663568, valid_loss 0.0011183865, valid_ic 0.013555, valid_icir 0.328950, valid_ric 0.031091, valid_ricir 0.421958, valid_prec@10 0.543621, valid_prec@30 0.544582, valid_mae 0.019508, valid_rmse 0.032428, valid_mape 176.291962, valid_acc 0.369190, test_loss 0.001092, ic 0.018940, icir 0.630551, ric 0.034816, ricir 0.477687, prec@10 0.514050, prec@30 0.519284, test_mae 0.016705, test_rmse 0.026077, test_mape 150.976807, test_acc 0.346614
Epoch 182, train_loss 0.000997, train_ic 0.045523, train_icir 0.510809, train_ric 0.012370, train_ricir 0.114836, train_mae 0.013052, train_rmse 0.020943, train_mape 136.252914, train_acc 0.466578, valid_loss 0.0011118113, valid_ic 0.012783, valid_icir 0.391496, valid_ric -0.007706, valid_ricir -0.078440, valid_prec@10 0.546502, valid_prec@30 0.545130, valid_mae 0.017530, valid_rmse 0.030488, valid_mape 188.403137, valid_acc 0.581673, test_loss 0.001109, ic 0.012562, icir 0.322736, ric -0.014934, ricir -0.126637, prec@10 0.522727, prec@30 0.522314, test_mae 0.015102, test_rmse 0.024697, test_mape 145.898514, test_acc 0.599380
Epoch 183, train_loss 0.001000, train_ic 0.047819, train_icir 0.673533, train_ric 0.028186, train_ricir 0.378102, train_mae 0.014244, train_rmse 0.021085, train_mape 118.079445, train_acc 0.520584, valid_loss 0.0011079818, valid_ic 0.013228, valid_icir 0.296024, valid_ric 0.015316, valid_ricir 0.295208, valid_prec@10 0.569959, valid_prec@30 0.546228, valid_mae 0.017366, valid_rmse 0.030790, valid_mape 147.951447, valid_acc 0.578575, test_loss 0.001093, ic 0.016485, icir 0.504269, ric 0.017647, ricir 0.332252, prec@10 0.515289, prec@30 0.519284, test_mae 0.014346, test_rmse 0.024373, test_mape 115.020706, test_acc 0.649402
Epoch 184, train_loss 0.001000, train_ic 0.042182, train_icir 0.565056, train_ric 0.040058, train_ricir 0.460702, train_mae 0.015037, train_rmse 0.020781, train_mape 102.202354, train_acc 0.651616, valid_loss 0.0010965719, valid_ic 0.010619, valid_icir 0.280545, valid_ric 0.022335, valid_ricir 0.310656, valid_prec@10 0.530453, valid_prec@30 0.527298, valid_mae 0.018235, valid_rmse 0.031301, valid_mape 152.463882, valid_acc 0.437362, test_loss 0.001076, ic 0.015379, icir 0.488219, ric 0.023960, ricir 0.316624, prec@10 0.514463, prec@30 0.506887, test_mae 0.015544, test_rmse 0.025211, test_mape 127.350174, test_acc 0.467463
Epoch 185, train_loss 0.000994, train_ic 0.051199, train_icir 0.677921, train_ric 0.037800, train_ricir 0.468978, train_mae 0.019684, train_rmse 0.023332, train_mape 301.791840, train_acc 0.096503, valid_loss 0.0011921980, valid_ic 0.015482, valid_icir 0.342502, valid_ric 0.021610, valid_ricir 0.333979, valid_prec@10 0.544856, valid_prec@30 0.553498, valid_mae 0.022252, valid_rmse 0.034344, valid_mape 241.354416, valid_acc 0.329792, test_loss 0.001148, ic 0.021151, icir 0.662735, ric 0.024020, ricir 0.411413, prec@10 0.534711, prec@30 0.541736, test_mae 0.020461, test_rmse 0.028848, test_mape 218.111343, test_acc 0.251439
Epoch 186, train_loss 0.001017, train_ic 0.059084, train_icir 0.773672, train_ric 0.036465, train_ricir 0.466718, train_mae 0.020204, train_rmse 0.028512, train_mape 140.031387, train_acc 0.282869, valid_loss 0.0011166146, valid_ic 0.017293, valid_icir 0.457653, valid_ric 0.017348, valid_ricir 0.338449, valid_prec@10 0.551029, valid_prec@30 0.555007, valid_mae 0.018415, valid_rmse 0.031563, valid_mape 148.789459, valid_acc 0.425409, test_loss 0.001087, ic 0.022309, icir 0.892478, ric 0.019021, ricir 0.392162, prec@10 0.519835, prec@30 0.533884, test_mae 0.016275, test_rmse 0.025836, test_mape 139.511642, test_acc 0.354139
Epoch 187, train_loss 0.001007, train_ic 0.058901, train_icir 0.698305, train_ric 0.018616, train_ricir 0.197409, train_mae 0.011434, train_rmse 0.016961, train_mape 169.561890, train_acc 0.515272, valid_loss 0.0011104253, valid_ic 0.016403, valid_icir 0.499017, valid_ric -0.002971, valid_ricir -0.046956, valid_prec@10 0.540329, valid_prec@30 0.542250, valid_mae 0.017555, valid_rmse 0.030514, valid_mape 184.854813, valid_acc 0.602922, test_loss 0.001118, ic 0.018496, icir 0.577276, ric -0.006647, ricir -0.081885, prec@10 0.511983, prec@30 0.514050, test_mae 0.014398, test_rmse 0.024061, test_mape 146.377457, test_acc 0.672421
Epoch 188, train_loss 0.000992, train_ic 0.058737, train_icir 0.712076, train_ric 0.037392, train_ricir 0.437032, train_mae 0.013636, train_rmse 0.020987, train_mape 126.072716, train_acc 0.479858, valid_loss 0.0011041174, valid_ic 0.019526, valid_icir 0.389750, valid_ric 0.020629, valid_ricir 0.304851, valid_prec@10 0.564609, valid_prec@30 0.557613, valid_mae 0.017661, valid_rmse 0.030950, valid_mape 163.970825, valid_acc 0.563524, test_loss 0.001091, ic 0.027408, icir 0.646799, ric 0.021619, ricir 0.331631, prec@10 0.532645, prec@30 0.546006, test_mae 0.014592, test_rmse 0.024442, test_mape 126.591614, test_acc 0.629482
Epoch 189, train_loss 0.000991, train_ic 0.052038, train_icir 0.675131, train_ric 0.026646, train_ricir 0.313134, train_mae 0.018446, train_rmse 0.023367, train_mape 119.302498, train_acc 0.380257, valid_loss 0.0010965529, valid_ic 0.014946, valid_icir 0.580962, valid_ric 0.008378, valid_ricir 0.131249, valid_prec@10 0.536214, valid_prec@30 0.548971, valid_mae 0.017580, valid_rmse 0.030704, valid_mape 158.632401, valid_acc 0.540505, test_loss 0.001090, ic 0.015518, icir 0.591792, ric 0.002799, ricir 0.035942, prec@10 0.512397, prec@30 0.534848, test_mae 0.015431, test_rmse 0.024847, test_mape 132.773514, test_acc 0.523240
Epoch 190, train_loss 0.000998, train_ic 0.046856, train_icir 0.550991, train_ric 0.013047, train_ricir 0.130248, train_mae 0.023921, train_rmse 0.033578, train_mape 125.404549, train_acc 0.600708, valid_loss 0.0011187954, valid_ic 0.013399, valid_icir 0.411071, valid_ric -0.006073, valid_ricir -0.076675, valid_prec@10 0.544033, valid_prec@30 0.537997, valid_mae 0.017775, valid_rmse 0.030791, valid_mape 180.527054, valid_acc 0.550243, test_loss 0.001109, ic 0.014159, icir 0.371543, ric -0.013539, ricir -0.130957, prec@10 0.532645, prec@30 0.517493, test_mae 0.015442, test_rmse 0.024887, test_mape 145.203552, test_acc 0.523683
Epoch 191, train_loss 0.000993, train_ic 0.049574, train_icir 0.641714, train_ric 0.035770, train_ricir 0.430279, train_mae 0.017119, train_rmse 0.023396, train_mape 139.359467, train_acc 0.331120, valid_loss 0.0010943164, valid_ic 0.016139, valid_icir 0.416666, valid_ric 0.024122, valid_ricir 0.438373, valid_prec@10 0.569959, valid_prec@30 0.554870, valid_mae 0.017661, valid_rmse 0.030726, valid_mape 143.924576, valid_acc 0.479416, test_loss 0.001082, ic 0.021802, icir 0.761635, ric 0.027450, ricir 0.438222, prec@10 0.534711, prec@30 0.531818, test_mae 0.014342, test_rmse 0.023869, test_mape 117.372597, test_acc 0.582116
Epoch 192, train_loss 0.001012, train_ic 0.042013, train_icir 0.501145, train_ric 0.023867, train_ricir 0.233801, train_mae 0.017294, train_rmse 0.024850, train_mape 168.828644, train_acc 0.606020, valid_loss 0.0011968628, valid_ic 0.010658, valid_icir 0.309054, valid_ric 0.004140, valid_ricir 0.043724, valid_prec@10 0.525926, valid_prec@30 0.529218, valid_mae 0.018465, valid_rmse 0.030420, valid_mape 248.539261, valid_acc 0.617530, test_loss 0.001221, ic 0.009918, icir 0.260339, ric -0.003389, ricir -0.031429, prec@10 0.504132, prec@30 0.494904, test_mae 0.014871, test_rmse 0.024046, test_mape 203.484085, test_acc 0.710934
Epoch 193, train_loss 0.001007, train_ic 0.049006, train_icir 0.563781, train_ric 0.036778, train_ricir 0.381604, train_mae 0.036677, train_rmse 0.042893, train_mape 209.086517, train_acc 0.186366, valid_loss 0.0012658659, valid_ic 0.016506, valid_icir 0.300909, valid_ric 0.026575, valid_ricir 0.292576, valid_prec@10 0.554733, valid_prec@30 0.561043, valid_mae 0.019989, valid_rmse 0.031317, valid_mape 288.140900, valid_acc 0.619301, test_loss 0.001278, ic 0.022758, icir 0.525468, ric 0.030637, ricir 0.320380, prec@10 0.533471, prec@30 0.539118, test_mae 0.015026, test_rmse 0.023546, test_mape 215.764160, test_acc 0.714033
Epoch 194, train_loss 0.001000, train_ic 0.045757, train_icir 0.660953, train_ric 0.017636, train_ricir 0.263446, train_mae 0.014655, train_rmse 0.020867, train_mape 129.630508, train_acc 0.828243, valid_loss 0.0013145671, valid_ic 0.014164, valid_icir 0.333639, valid_ric 0.006972, valid_ricir 0.174502, valid_prec@10 0.548148, valid_prec@30 0.552126, valid_mae 0.025439, valid_rmse 0.036639, valid_mape 329.040131, valid_acc 0.334219, test_loss 0.001255, ic 0.016818, icir 0.536640, ric 0.005630, ricir 0.140793, prec@10 0.519835, prec@30 0.526171, test_mae 0.024443, test_rmse 0.032138, test_mape 296.429565, test_acc 0.247012
Epoch 195, train_loss 0.000994, train_ic 0.058701, train_icir 0.677394, train_ric 0.009095, train_ricir 0.095525, train_mae 0.025107, train_rmse 0.030166, train_mape 176.385284, train_acc 0.167331, valid_loss 0.0011629974, valid_ic 0.018918, valid_icir 0.572833, valid_ric -0.007540, valid_ricir -0.119997, valid_prec@10 0.545679, valid_prec@30 0.551440, valid_mae 0.018077, valid_rmse 0.030675, valid_mape 242.244431, valid_acc 0.614874, test_loss 0.001170, ic 0.019151, icir 0.576189, ric -0.014681, ricir -0.192789, prec@10 0.517769, prec@30 0.524793, test_mae 0.014675, test_rmse 0.024334, test_mape 161.943146, test_acc 0.676848
Epoch 196, train_loss 0.001008, train_ic 0.040462, train_icir 0.529931, train_ric 0.017903, train_ricir 0.196709, train_mae 0.024250, train_rmse 0.030592, train_mape 88.774208, train_acc 0.764940, valid_loss 0.0011588434, valid_ic 0.011735, valid_icir 0.330420, valid_ric 0.001776, valid_ricir 0.025746, valid_prec@10 0.564198, valid_prec@30 0.552675, valid_mae 0.021018, valid_rmse 0.033404, valid_mape 207.975693, valid_acc 0.361664, test_loss 0.001126, ic 0.012013, icir 0.339738, ric -0.001773, ricir -0.020471, prec@10 0.542149, prec@30 0.533196, test_mae 0.019292, test_rmse 0.028060, test_mape 182.648849, test_acc 0.270474
Epoch 197, train_loss 0.001010, train_ic 0.057422, train_icir 0.725864, train_ric 0.020042, train_ricir 0.242504, train_mae 0.013972, train_rmse 0.020750, train_mape 112.263832, train_acc 0.569278, valid_loss 0.0011167268, valid_ic 0.016035, valid_icir 0.510944, valid_ric 0.000199, valid_ricir 0.003813, valid_prec@10 0.532510, valid_prec@30 0.530178, valid_mae 0.018970, valid_rmse 0.031754, valid_mape 179.224121, valid_acc 0.400177, test_loss 0.001096, ic 0.021050, icir 0.702255, ric 0.001893, ricir 0.032428, prec@10 0.492975, prec@30 0.508815, test_mae 0.017482, test_rmse 0.026676, test_mape 157.566101, test_acc 0.316954
Epoch 198, train_loss 0.001003, train_ic 0.047137, train_icir 0.624511, train_ric 0.036808, train_ricir 0.435288, train_mae 0.013408, train_rmse 0.020678, train_mape 131.005005, train_acc 0.512174, valid_loss 0.0011164095, valid_ic 0.013569, valid_icir 0.377142, valid_ric 0.016962, valid_ricir 0.257311, valid_prec@10 0.539506, valid_prec@30 0.531687, valid_mae 0.019503, valid_rmse 0.032077, valid_mape 184.733093, valid_acc 0.356352, test_loss 0.001088, ic 0.017921, icir 0.565529, ric 0.018207, ricir 0.254802, prec@10 0.504545, prec@30 0.513085, test_mae 0.017219, test_rmse 0.026316, test_mape 151.390427, test_acc 0.291722
Epoch 199, train_loss 0.001002, train_ic 0.051541, train_icir 0.664102, train_ric 0.017848, train_ricir 0.220723, train_mae 0.013037, train_rmse 0.017748, train_mape 208.809708, train_acc 0.337760, valid_loss 0.0011154031, valid_ic 0.016958, valid_icir 0.313576, valid_ric 0.005768, valid_ricir 0.110198, valid_prec@10 0.582305, valid_prec@30 0.571056, valid_mae 0.017811, valid_rmse 0.030816, valid_mape 172.975952, valid_acc 0.605135, test_loss 0.001105, ic 0.020525, icir 0.488816, ric 0.002792, ricir 0.055502, prec@10 0.553719, prec@30 0.555647, test_mae 0.014176, test_rmse 0.023930, test_mape 141.938461, test_acc 0.695440
Epoch 200, train_loss 0.000992, train_ic 0.040830, train_icir 0.500855, train_ric 0.028801, train_ricir 0.284520, train_mae 0.010286, train_rmse 0.015547, train_mape 143.186874, train_acc 0.424081, valid_loss 0.0011010346, valid_ic 0.011063, valid_icir 0.284670, valid_ric 0.007690, valid_ricir 0.088040, valid_prec@10 0.528395, valid_prec@30 0.528944, valid_mae 0.018101, valid_rmse 0.030775, valid_mape 174.790955, valid_acc 0.458610, test_loss 0.001079, ic 0.013587, icir 0.351747, ric 0.006167, ricir 0.057843, prec@10 0.509504, prec@30 0.521212, test_mae 0.015766, test_rmse 0.025230, test_mape 136.339157, test_acc 0.442231
Best valid loss: 0
Best valid loss epoch: 191
Model saved to:  ../saved_models/LSTM/LSTM-CSI2259-2026-04-17-00-45-32
------- Test -----
{'IC': np.float64(0.013586967539460046), 'ICIR': np.float64(0.35174726090372044), 'RIC': np.float64(0.006166891887674292), 'RICIR': np.float64(0.0578426791370099), 'Prec@10': np.float64(0.509504132231405), 'Prec@30': np.float64(0.5212121212121211), 'MAE': np.float32(0.01576637), 'MAPE': np.float32(136.33916), 'RMSE': np.float32(0.025230492), 'ACC': np.float64(0.44223107569721115)}
