Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 72, train_loss 0.001161, train_ic 0.015603, train_icir 0.190443, train_ric 0.031313, train_ricir 0.297794, train_mae 0.016840, train_rmse 0.022902, train_mape 235.555359, train_acc 0.369834, valid_loss 0.0015443769, valid_ic 0.004450, valid_icir 0.115127, valid_ric 0.016702, valid_ricir 0.172395, valid_prec@10 0.504115, valid_prec@30 0.517147, valid_mae 0.020237, valid_rmse 0.041369, valid_mape 180.730835, valid_acc 0.647044, test_loss 0.002335, ic 0.005741, icir 0.104582, ric 0.019732, ricir 0.232171, prec@10 0.506173, prec@30 0.514129, test_mae 0.020125, test_rmse 0.044447, test_mape 265.039246, test_acc 0.534873
Epoch 73, train_loss 0.001156, train_ic 0.027572, train_icir 0.312671, train_ric -0.000461, train_ricir -0.004594, train_mae 0.015544, train_rmse 0.022791, train_mape 195.702423, train_acc 0.393884, valid_loss 0.0015694830, valid_ic 0.007664, valid_icir 0.233745, valid_ric -0.000230, valid_ricir -0.003202, valid_prec@10 0.576543, valid_prec@30 0.567627, valid_mae 0.025020, valid_rmse 0.043554, valid_mape 210.272034, valid_acc 0.360069, test_loss 0.002338, ic 0.005230, icir 0.133262, ric -0.009913, ricir -0.129457, prec@10 0.529630, prec@30 0.535802, test_mae 0.021714, test_rmse 0.045023, test_mape 276.410492, test_acc 0.441804
Epoch 74, train_loss 0.001149, train_ic 0.028351, train_icir 0.291293, train_ric 0.004145, train_ricir 0.035304, train_mae 0.025892, train_rmse 0.032549, train_mape 460.244415, train_acc 0.643291, valid_loss 0.0022437768, valid_ic 0.014158, valid_icir 0.312949, valid_ric 0.006392, valid_ricir 0.051069, valid_prec@10 0.586831, valid_prec@30 0.550343, valid_mae 0.042164, valid_rmse 0.055096, valid_mape 463.944183, valid_acc 0.195977, test_loss 0.002988, ic 0.005455, icir 0.152214, ric -0.012994, ricir -0.109188, prec@10 0.531276, prec@30 0.526749, test_mae 0.035752, test_rmse 0.053347, test_mape 618.100281, test_acc 0.365897
Epoch 75, train_loss 0.001154, train_ic 0.032371, train_icir 0.354033, train_ric -0.010840, train_ricir -0.102362, train_mae 0.026711, train_rmse 0.033740, train_mape 86.111847, train_acc 0.909836, valid_loss 0.0017074702, valid_ic 0.006394, valid_icir 0.125095, valid_ric -0.011564, valid_ricir -0.142140, valid_prec@10 0.593827, valid_prec@30 0.555556, valid_mae 0.032019, valid_rmse 0.048375, valid_mape 307.103607, valid_acc 0.192298, test_loss 0.002464, ic 0.006488, icir 0.101857, ric -0.009758, ricir -0.120695, prec@10 0.565432, prec@30 0.546091, test_mae 0.026208, test_rmse 0.047548, test_mape 400.434021, test_acc 0.368537
Epoch 76, train_loss 0.001164, train_ic 0.031957, train_icir 0.491382, train_ric 0.023772, train_ricir 0.344094, train_mae 0.035532, train_rmse 0.045206, train_mape 164.568512, train_acc 0.326508, valid_loss 0.0017666090, valid_ic -0.001834, valid_icir -0.051759, valid_ric 0.004345, valid_ricir 0.105666, valid_prec@10 0.660494, valid_prec@30 0.600000, valid_mae 0.032952, valid_rmse 0.048549, valid_mape 329.591736, valid_acc 0.204072, test_loss 0.002491, ic 0.006220, icir 0.123363, ric 0.012235, ricir 0.319191, prec@10 0.593416, prec@30 0.593827, test_mae 0.026792, test_rmse 0.047501, test_mape 430.650757, test_acc 0.381298
Epoch 77, train_loss 0.001134, train_ic 0.046922, train_icir 0.536340, train_ric 0.016293, train_ricir 0.160288, train_mae 0.012020, train_rmse 0.019280, train_mape 166.686264, train_acc 0.433681, valid_loss 0.0014779013, valid_ic 0.012230, valid_icir 0.337321, valid_ric 0.006601, valid_ricir 0.101183, valid_prec@10 0.569959, valid_prec@30 0.558848, valid_mae 0.022709, valid_rmse 0.041542, valid_mape 181.185745, valid_acc 0.447878, test_loss 0.002223, ic 0.008355, icir 0.163809, ric 0.000210, ricir 0.003421, prec@10 0.525103, prec@30 0.532647, test_mae 0.019874, test_rmse 0.043393, test_mape 232.585876, test_acc 0.482728
Epoch 78, train_loss 0.001128, train_ic 0.012970, train_icir 0.181179, train_ric 0.028298, train_ricir 0.329399, train_mae 0.012606, train_rmse 0.018446, train_mape 2537.478027, train_acc 0.575854, valid_loss 0.0015149851, valid_ic -0.002553, valid_icir -0.066403, valid_ric 0.007888, valid_ricir 0.114955, valid_prec@10 0.498765, valid_prec@30 0.493964, valid_mae 0.020650, valid_rmse 0.040196, valid_mape 172.176498, valid_acc 0.622517, test_loss 0.002230, ic 0.004788, icir 0.092724, ric 0.025411, ricir 0.395058, prec@10 0.509877, prec@30 0.513032, test_mae 0.019406, test_rmse 0.042769, test_mape 258.187317, test_acc 0.556876
Epoch 79, train_loss 0.001133, train_ic 0.024103, train_icir 0.323048, train_ric 0.033828, train_ricir 0.373299, train_mae 0.025481, train_rmse 0.033088, train_mape 118.026711, train_acc 0.448907, valid_loss 0.0014971811, valid_ic 0.003445, valid_icir 0.114309, valid_ric 0.015540, valid_ricir 0.207531, valid_prec@10 0.583539, valid_prec@30 0.583128, valid_mae 0.022041, valid_rmse 0.040882, valid_mape 176.273895, valid_acc 0.521707, test_loss 0.002212, ic 0.005526, icir 0.132148, ric 0.016966, ricir 0.229909, prec@10 0.525514, prec@30 0.539781, test_mae 0.020665, test_rmse 0.043693, test_mape 254.277710, test_acc 0.449945
Epoch 80, train_loss 0.001145, train_ic 0.033318, train_icir 0.311615, train_ric 0.019205, train_ricir 0.153766, train_mae 0.026200, train_rmse 0.032750, train_mape 119.770554, train_acc 0.452390, valid_loss 0.0015059079, valid_ic 0.000498, valid_icir 0.008336, valid_ric -0.001047, valid_ricir -0.008109, valid_prec@10 0.578189, valid_prec@30 0.540329, valid_mae 0.025034, valid_rmse 0.043107, valid_mape 202.389786, valid_acc 0.331616, test_loss 0.002216, ic 0.007514, icir 0.109621, ric 0.015659, ricir 0.124512, prec@10 0.540741, prec@30 0.542112, test_mae 0.021294, test_rmse 0.044004, test_mape 277.376038, test_acc 0.450605
Epoch 81, train_loss 0.001145, train_ic 0.042705, train_icir 0.555233, train_ric 0.016810, train_ricir 0.202721, train_mae 0.022777, train_rmse 0.030244, train_mape 218.701050, train_acc 0.344610, valid_loss 0.0014976859, valid_ic 0.011696, valid_icir 0.401379, valid_ric 0.009485, valid_ricir 0.194688, valid_prec@10 0.571605, valid_prec@30 0.562551, valid_mae 0.018752, valid_rmse 0.038189, valid_mape 180.706467, valid_acc 0.709100, test_loss 0.002204, ic 0.007509, icir 0.178665, ric 0.002352, ricir 0.051685, prec@10 0.531687, prec@30 0.534019, test_mae 0.020278, test_rmse 0.042512, test_mape 317.742767, test_acc 0.573597
Epoch 82, train_loss 0.001136, train_ic 0.036943, train_icir 0.520798, train_ric 0.017808, train_ricir 0.241030, train_mae 0.024749, train_rmse 0.033374, train_mape 83.235481, train_acc 0.787716, valid_loss 0.0014670875, valid_ic 0.004514, valid_icir 0.147077, valid_ric 0.004298, valid_ricir 0.099199, valid_prec@10 0.583128, valid_prec@30 0.537174, valid_mae 0.020212, valid_rmse 0.039066, valid_mape 169.755478, valid_acc 0.650478, test_loss 0.002152, ic 0.005989, icir 0.122298, ric 0.007576, ricir 0.202154, prec@10 0.542798, prec@30 0.541701, test_mae 0.019452, test_rmse 0.042008, test_mape 256.661652, test_acc 0.559296
Epoch 83, train_loss 0.001137, train_ic 0.045349, train_icir 0.592540, train_ric 0.026262, train_ricir 0.321342, train_mae 0.021299, train_rmse 0.028688, train_mape 163.498093, train_acc 0.331205, valid_loss 0.0014354807, valid_ic 0.007613, valid_icir 0.210706, valid_ric 0.009669, valid_ricir 0.154641, valid_prec@10 0.593416, valid_prec@30 0.593278, valid_mae 0.019762, valid_rmse 0.038996, valid_mape 159.131241, valid_acc 0.641158, test_loss 0.002121, ic 0.007675, icir 0.141756, ric 0.011303, ricir 0.173269, prec@10 0.548971, prec@30 0.547325, test_mae 0.019452, test_rmse 0.042101, test_mape 238.146973, test_acc 0.549395
Epoch 84, train_loss 0.001139, train_ic 0.023526, train_icir 0.279789, train_ric 0.022916, train_ricir 0.217361, train_mae 0.014729, train_rmse 0.021982, train_mape 125.797722, train_acc 0.509300, valid_loss 0.0014514791, valid_ic 0.009712, valid_icir 0.240601, valid_ric 0.010057, valid_ricir 0.089019, valid_prec@10 0.544856, valid_prec@30 0.540329, valid_mae 0.021539, valid_rmse 0.039924, valid_mape 170.785751, valid_acc 0.565612, test_loss 0.002134, ic 0.005593, icir 0.142208, ric 0.005553, ricir 0.058670, prec@10 0.513580, prec@30 0.516872, test_mae 0.020117, test_rmse 0.042479, test_mape 234.933609, test_acc 0.496590
Epoch 85, train_loss 0.001129, train_ic 0.042978, train_icir 0.544375, train_ric 0.016728, train_ricir 0.182727, train_mae 0.010978, train_rmse 0.016874, train_mape 152.038101, train_acc 0.614783, valid_loss 0.0014119884, valid_ic 0.013977, valid_icir 0.403754, valid_ric 0.005786, valid_ricir 0.086308, valid_prec@10 0.585185, valid_prec@30 0.564060, valid_mae 0.020757, valid_rmse 0.039091, valid_mape 161.611023, valid_acc 0.571008, test_loss 0.002087, ic 0.007928, icir 0.169078, ric -0.000627, ricir -0.010249, prec@10 0.544444, prec@30 0.538683, test_mae 0.019235, test_rmse 0.041627, test_mape 237.284714, test_acc 0.543894
Epoch 86, train_loss 0.001127, train_ic 0.034999, train_icir 0.430500, train_ric 0.001376, train_ricir 0.014395, train_mae 0.036116, train_rmse 0.045912, train_mape 115.421974, train_acc 0.569375, valid_loss 0.0014610924, valid_ic 0.015942, valid_icir 0.393515, valid_ric -0.000161, valid_ricir -0.002055, valid_prec@10 0.594239, valid_prec@30 0.553498, valid_mae 0.024227, valid_rmse 0.041473, valid_mape 183.734818, valid_acc 0.332843, test_loss 0.002116, ic 0.007332, icir 0.159208, ric -0.009281, ricir -0.141941, prec@10 0.555556, prec@30 0.540741, test_mae 0.020512, test_rmse 0.042533, test_mape 239.024109, test_acc 0.445985
Epoch 87, train_loss 0.001142, train_ic 0.039727, train_icir 0.506296, train_ric 0.017060, train_ricir 0.200766, train_mae 0.033978, train_rmse 0.043842, train_mape 152.936203, train_acc 0.484222, valid_loss 0.0014327479, valid_ic 0.014000, valid_icir 0.352542, valid_ric 0.007798, valid_ricir 0.128176, valid_prec@10 0.581481, valid_prec@30 0.555967, valid_mae 0.020022, valid_rmse 0.038667, valid_mape 175.491257, valid_acc 0.632082, test_loss 0.002097, ic 0.007564, icir 0.135055, ric 0.002711, ricir 0.048837, prec@10 0.541564, prec@30 0.531550, test_mae 0.020056, test_rmse 0.041793, test_mape 272.918243, test_acc 0.535754
Epoch 88, train_loss 0.001128, train_ic 0.036234, train_icir 0.500028, train_ric 0.029457, train_ricir 0.354129, train_mae 0.015032, train_rmse 0.022887, train_mape 141.028137, train_acc 0.436458, valid_loss 0.0014189605, valid_ic 0.010177, valid_icir 0.365247, valid_ric 0.016776, valid_ricir 0.267573, valid_prec@10 0.545679, valid_prec@30 0.554458, valid_mae 0.020030, valid_rmse 0.038259, valid_mape 160.857010, valid_acc 0.612215, test_loss 0.002076, ic 0.007796, icir 0.206874, ric 0.012122, ricir 0.183978, prec@10 0.502469, prec@30 0.518519, test_mae 0.019629, test_rmse 0.041573, test_mape 245.041824, test_acc 0.527833
Epoch 89, train_loss 0.001130, train_ic 0.031265, train_icir 0.426498, train_ric 0.008022, train_ricir 0.098919, train_mae 0.024941, train_rmse 0.034179, train_mape 134.698975, train_acc 0.408699, valid_loss 0.0013948370, valid_ic 0.005513, valid_icir 0.160516, valid_ric -0.002101, valid_ricir -0.039386, valid_prec@10 0.584774, valid_prec@30 0.551715, valid_mae 0.020650, valid_rmse 0.038836, valid_mape 148.144226, valid_acc 0.568310, test_loss 0.002035, ic 0.005455, icir 0.108700, ric 0.002874, ricir 0.057628, prec@10 0.554321, prec@30 0.528532, test_mae 0.019223, test_rmse 0.041181, test_mape 229.016495, test_acc 0.533113
Epoch 90, train_loss 0.001113, train_ic 0.033334, train_icir 0.367462, train_ric 0.021679, train_ricir 0.194621, train_mae 0.022652, train_rmse 0.030887, train_mape 2642.725098, train_acc 0.573935, valid_loss 0.0014128293, valid_ic 0.014612, valid_icir 0.377110, valid_ric 0.013697, valid_ricir 0.123881, valid_prec@10 0.553909, valid_prec@30 0.544856, valid_mae 0.022098, valid_rmse 0.039530, valid_mape 171.374115, valid_acc 0.499387, test_loss 0.002059, ic 0.007004, icir 0.187839, ric -0.000123, ricir -0.001196, prec@10 0.513992, prec@30 0.512757, test_mae 0.020500, test_rmse 0.041841, test_mape 236.050751, test_acc 0.450165
Epoch 91, train_loss 0.001110, train_ic 0.038338, train_icir 0.392281, train_ric 0.029994, train_ricir 0.250701, train_mae 0.017004, train_rmse 0.023170, train_mape 140.805710, train_acc 0.395898, valid_loss 0.0013827850, valid_ic 0.011614, valid_icir 0.290960, valid_ric 0.011258, valid_ricir 0.104916, valid_prec@10 0.547325, valid_prec@30 0.534568, valid_mae 0.019765, valid_rmse 0.037852, valid_mape 157.282623, valid_acc 0.610498, test_loss 0.002015, ic 0.007840, icir 0.168599, ric 0.008328, ricir 0.092437, prec@10 0.515638, prec@30 0.521125, test_mae 0.019175, test_rmse 0.040938, test_mape 225.991791, test_acc 0.521892
Epoch 92, train_loss 0.001128, train_ic 0.046962, train_icir 0.508963, train_ric -0.002604, train_ricir -0.025077, train_mae 0.058177, train_rmse 0.063238, train_mape 80.738533, train_acc 0.938230, valid_loss 0.0017099478, valid_ic 0.018645, valid_icir 0.453535, valid_ric 0.001092, valid_ricir 0.016872, valid_prec@10 0.572428, valid_prec@30 0.562140, valid_mae 0.034245, valid_rmse 0.047739, valid_mape 337.798370, valid_acc 0.204317, test_loss 0.002339, ic 0.009435, icir 0.211219, ric -0.013473, ricir -0.228128, prec@10 0.516049, prec@30 0.533608, test_mae 0.027998, test_rmse 0.046151, test_mape 448.796082, test_acc 0.372497
Epoch 93, train_loss 0.001120, train_ic 0.027019, train_icir 0.373405, train_ric 0.013070, train_ricir 0.158455, train_mae 0.011665, train_rmse 0.018360, train_mape 168.802094, train_acc 0.488329, valid_loss 0.0014569586, valid_ic 0.005798, valid_icir 0.130123, valid_ric -0.001302, valid_ricir -0.020388, valid_prec@10 0.560082, valid_prec@30 0.529767, valid_mae 0.026163, valid_rmse 0.042457, valid_mape 213.090775, valid_acc 0.272995, test_loss 0.002080, ic 0.006774, icir 0.109505, ric 0.004963, ricir 0.079225, prec@10 0.544444, prec@30 0.525789, test_mae 0.022079, test_rmse 0.042888, test_mape 277.297943, test_acc 0.416502
Epoch 94, train_loss 0.001118, train_ic 0.046451, train_icir 0.532188, train_ric 0.005869, train_ricir 0.060098, train_mae 0.015385, train_rmse 0.022220, train_mape 193.970749, train_acc 0.479103, valid_loss 0.0014254128, valid_ic 0.014625, valid_icir 0.409760, valid_ric 0.002728, valid_ricir 0.044933, valid_prec@10 0.575720, valid_prec@30 0.565569, valid_mae 0.025182, valid_rmse 0.041041, valid_mape 202.217407, valid_acc 0.270787, test_loss 0.002039, ic 0.008236, icir 0.204069, ric -0.009728, ricir -0.160739, prec@10 0.539095, prec@30 0.544582, test_mae 0.021542, test_rmse 0.042056, test_mape 254.421158, test_acc 0.388999
Epoch 95, train_loss 0.001105, train_ic 0.023221, train_icir 0.274693, train_ric -0.010701, train_ricir -0.107584, train_mae 0.015695, train_rmse 0.022373, train_mape 252.288864, train_acc 0.371429, valid_loss 0.0014583870, valid_ic 0.008869, valid_icir 0.215555, valid_ric -0.007353, valid_ricir -0.080523, valid_prec@10 0.575309, valid_prec@30 0.537037, valid_mae 0.027824, valid_rmse 0.042652, valid_mape 232.602768, valid_acc 0.222468, test_loss 0.002055, ic 0.004261, icir 0.104427, ric -0.016966, ricir -0.207436, prec@10 0.547325, prec@30 0.518656, test_mae 0.022804, test_rmse 0.042545, test_mape 286.060455, test_acc 0.369857
Epoch 96, train_loss 0.001125, train_ic 0.051781, train_icir 0.597314, train_ric 0.022422, train_ricir 0.223684, train_mae 0.020168, train_rmse 0.028639, train_mape 144.971649, train_acc 0.784659, valid_loss 0.0017211393, valid_ic 0.012814, valid_icir 0.336885, valid_ric 0.007857, valid_ricir 0.126019, valid_prec@10 0.593004, valid_prec@30 0.590261, valid_mae 0.034930, valid_rmse 0.047750, valid_mape 350.746155, valid_acc 0.193279, test_loss 0.002318, ic 0.008401, icir 0.174777, ric 0.003266, ricir 0.055410, prec@10 0.532922, prec@30 0.534842, test_mae 0.028359, test_rmse 0.045999, test_mape 454.341949, test_acc 0.366117
Epoch 97, train_loss 0.001123, train_ic 0.035046, train_icir 0.416728, train_ric 0.007960, train_ricir 0.082728, train_mae 0.014244, train_rmse 0.020748, train_mape 138.614349, train_acc 0.494379, valid_loss 0.0013453776, valid_ic 0.012828, valid_icir 0.365191, valid_ric 0.004707, valid_ricir 0.052887, valid_prec@10 0.598354, valid_prec@30 0.559122, valid_mae 0.020853, valid_rmse 0.037804, valid_mape 148.206894, valid_acc 0.558008, test_loss 0.001939, ic 0.005978, icir 0.146186, ric -0.008048, ricir -0.101478, prec@10 0.548148, prec@30 0.524417, test_mae 0.019509, test_rmse 0.040376, test_mape 215.109222, test_acc 0.503850
Epoch 98, train_loss 0.001115, train_ic 0.035289, train_icir 0.472311, train_ric 0.033721, train_ricir 0.392173, train_mae 0.047218, train_rmse 0.054308, train_mape 105.746933, train_acc 0.835199, valid_loss 0.0014313796, valid_ic 0.007502, valid_icir 0.254556, valid_ric 0.017577, valid_ricir 0.275298, valid_prec@10 0.576955, valid_prec@30 0.572428, valid_mae 0.025244, valid_rmse 0.040719, valid_mape 202.309540, valid_acc 0.275938, test_loss 0.002014, ic 0.006212, icir 0.155212, ric 0.015761, ricir 0.246349, prec@10 0.547737, prec@30 0.519479, test_mae 0.021931, test_rmse 0.042001, test_mape 273.294525, test_acc 0.390319
Epoch 99, train_loss 0.001127, train_ic 0.035205, train_icir 0.373842, train_ric -0.011168, train_ricir -0.097902, train_mae 0.014904, train_rmse 0.023178, train_mape 190.107117, train_acc 0.439271, valid_loss 0.0014480528, valid_ic 0.019266, valid_icir 0.395202, valid_ric -0.002160, valid_ricir -0.021993, valid_prec@10 0.586008, valid_prec@30 0.556790, valid_mae 0.025959, valid_rmse 0.041185, valid_mape 210.933441, valid_acc 0.270297, test_loss 0.002037, ic 0.007951, icir 0.213650, ric -0.021027, ricir -0.247742, prec@10 0.509465, prec@30 0.519890, test_mae 0.022245, test_rmse 0.042177, test_mape 264.410461, test_acc 0.381958
Epoch 100, train_loss 0.001100, train_ic 0.032670, train_icir 0.393204, train_ric 0.019122, train_ricir 0.197002, train_mae 0.015843, train_rmse 0.023527, train_mape 164.824326, train_acc 0.467410, valid_loss 0.0014264692, valid_ic 0.012052, valid_icir 0.358207, valid_ric 0.011428, valid_ricir 0.141612, valid_prec@10 0.558848, valid_prec@30 0.536214, valid_mae 0.025394, valid_rmse 0.040822, valid_mape 203.240845, valid_acc 0.306843, test_loss 0.002004, ic 0.006829, icir 0.165300, ric 0.001762, ricir 0.025375, prec@10 0.530453, prec@30 0.517695, test_mae 0.022596, test_rmse 0.041979, test_mape 281.109253, test_acc 0.375578
Epoch 101, train_loss 0.001119, train_ic 0.018228, train_icir 0.263566, train_ric 0.004194, train_ricir 0.053745, train_mae 0.025177, train_rmse 0.032215, train_mape 409.936371, train_acc 0.393169, valid_loss 0.0017292875, valid_ic 0.010266, valid_icir 0.273494, valid_ric -0.000647, valid_ricir -0.010307, valid_prec@10 0.567490, valid_prec@30 0.542936, valid_mae 0.035338, valid_rmse 0.047664, valid_mape 357.028687, valid_acc 0.195487, test_loss 0.002270, ic 0.005579, icir 0.143871, ric 0.000297, ricir 0.005467, prec@10 0.523868, prec@30 0.522085, test_mae 0.029023, test_rmse 0.045951, test_mape 459.045349, test_acc 0.368317
Epoch 102, train_loss 0.001109, train_ic 0.047802, train_icir 0.622848, train_ric 0.023441, train_ricir 0.272844, train_mae 0.013855, train_rmse 0.020477, train_mape 219.767899, train_acc 0.493943, valid_loss 0.0014168871, valid_ic 0.018817, valid_icir 0.546579, valid_ric 0.011502, valid_ricir 0.194934, valid_prec@10 0.589712, valid_prec@30 0.569822, valid_mae 0.026575, valid_rmse 0.041254, valid_mape 215.737198, valid_acc 0.242826, test_loss 0.001978, ic 0.009853, icir 0.219297, ric 0.004335, ricir 0.077523, prec@10 0.526749, prec@30 0.535117, test_mae 0.022065, test_rmse 0.041491, test_mape 267.419617, test_acc 0.377118
Epoch 103, train_loss 0.001108, train_ic 0.040362, train_icir 0.562654, train_ric 0.037795, train_ricir 0.449692, train_mae 0.013154, train_rmse 0.020013, train_mape 116.979706, train_acc 0.700239, valid_loss 0.0013371497, valid_ic 0.009359, valid_icir 0.303935, valid_ric 0.018523, valid_ricir 0.292279, valid_prec@10 0.570370, valid_prec@30 0.547325, valid_mae 0.018990, valid_rmse 0.036068, valid_mape 156.661850, valid_acc 0.667157, test_loss 0.001894, ic 0.006966, icir 0.150177, ric 0.016251, ricir 0.271139, prec@10 0.530041, prec@30 0.525789, test_mae 0.019289, test_rmse 0.039392, test_mape 233.934143, test_acc 0.547635
Epoch 104, train_loss 0.001119, train_ic 0.040338, train_icir 0.468898, train_ric 0.012799, train_ricir 0.129030, train_mae 0.011005, train_rmse 0.016618, train_mape 238.878891, train_acc 0.487712, valid_loss 0.0013414241, valid_ic 0.014233, valid_icir 0.400370, valid_ric 0.007095, valid_ricir 0.107500, valid_prec@10 0.572840, valid_prec@30 0.556104, valid_mae 0.019980, valid_rmse 0.036799, valid_mape 155.912262, valid_acc 0.610988, test_loss 0.001896, ic 0.008145, icir 0.168677, ric -0.002155, ricir -0.033554, prec@10 0.564198, prec@30 0.547325, test_mae 0.019781, test_rmse 0.039693, test_mape 241.322296, test_acc 0.515292
Epoch 105, train_loss 0.001119, train_ic 0.032636, train_icir 0.448507, train_ric 0.032398, train_ricir 0.365735, train_mae 0.014383, train_rmse 0.020506, train_mape 199.680252, train_acc 0.272848, valid_loss 0.0013648583, valid_ic 0.008874, valid_icir 0.265461, valid_ric 0.013776, valid_ricir 0.182043, valid_prec@10 0.556379, valid_prec@30 0.539918, valid_mae 0.023959, valid_rmse 0.039693, valid_mape 178.033661, valid_acc 0.311994, test_loss 0.001917, ic 0.007503, icir 0.162109, ric 0.014954, ricir 0.215460, prec@10 0.527984, prec@30 0.517147, test_mae 0.020744, test_rmse 0.040509, test_mape 229.556686, test_acc 0.405721
Epoch 106, train_loss 0.001088, train_ic 0.034063, train_icir 0.513447, train_ric 0.022525, train_ricir 0.313912, train_mae 0.029867, train_rmse 0.035063, train_mape 362.065277, train_acc 0.188567, valid_loss 0.0015877707, valid_ic 0.008568, valid_icir 0.333948, valid_ric 0.010031, valid_ricir 0.171391, valid_prec@10 0.577366, valid_prec@30 0.546365, valid_mae 0.033196, valid_rmse 0.045481, valid_mape 328.349762, valid_acc 0.199902, test_loss 0.002121, ic 0.005463, icir 0.154757, ric 0.009008, ricir 0.180192, prec@10 0.516461, prec@30 0.522908, test_mae 0.027615, test_rmse 0.044352, test_mape 420.097168, test_acc 0.365237
Epoch 107, train_loss 0.001099, train_ic 0.024120, train_icir 0.257518, train_ric 0.020600, train_ricir 0.178027, train_mae 0.015360, train_rmse 0.021958, train_mape 199.238174, train_acc 0.496314, valid_loss 0.0013715676, valid_ic 0.017116, valid_icir 0.345065, valid_ric 0.013674, valid_ricir 0.112461, valid_prec@10 0.551029, valid_prec@30 0.535940, valid_mae 0.020104, valid_rmse 0.036247, valid_mape 176.394943, valid_acc 0.608045, test_loss 0.001900, ic 0.007188, icir 0.186209, ric 0.002423, ricir 0.022337, prec@10 0.519753, prec@30 0.509602, test_mae 0.020455, test_rmse 0.039586, test_mape 271.387848, test_acc 0.516612
Epoch 108, train_loss 0.001092, train_ic 0.029833, train_icir 0.329793, train_ric 0.020107, train_ricir 0.188169, train_mae 0.016273, train_rmse 0.022754, train_mape 134.510651, train_acc 0.502331, valid_loss 0.0013761708, valid_ic 0.018560, valid_icir 0.390581, valid_ric 0.013599, valid_ricir 0.119187, valid_prec@10 0.567901, valid_prec@30 0.539643, valid_mae 0.023344, valid_rmse 0.038353, valid_mape 178.523178, valid_acc 0.448369, test_loss 0.001895, ic 0.006788, icir 0.194897, ric -0.000445, ricir -0.004231, prec@10 0.509053, prec@30 0.512894, test_mae 0.020731, test_rmse 0.039925, test_mape 231.819336, test_acc 0.463586
Epoch 109, train_loss 0.001108, train_ic 0.051812, train_icir 0.621887, train_ric 0.022033, train_ricir 0.238762, train_mae 0.030480, train_rmse 0.036061, train_mape 492.891510, train_acc 0.291009, valid_loss 0.0020375424, valid_ic 0.017374, valid_icir 0.427939, valid_ric 0.005487, valid_ricir 0.089176, valid_prec@10 0.583951, valid_prec@30 0.565021, valid_mae 0.042361, valid_rmse 0.052771, valid_mape 464.499329, valid_acc 0.192298, test_loss 0.002572, ic 0.010348, icir 0.207040, ric 0.005296, ricir 0.090424, prec@10 0.517284, prec@30 0.529767, test_mae 0.035524, test_rmse 0.049696, test_mape 637.827942, test_acc 0.364796
Epoch 110, train_loss 0.001100, train_ic 0.020219, train_icir 0.281476, train_ric 0.014103, train_ricir 0.176627, train_mae 0.018209, train_rmse 0.025375, train_mape 117.546272, train_acc 0.561856, valid_loss 0.0013247016, valid_ic 0.004005, valid_icir 0.112695, valid_ric 0.001984, valid_ricir 0.030651, valid_prec@10 0.573663, valid_prec@30 0.533471, valid_mae 0.022446, valid_rmse 0.037963, valid_mape 160.189194, valid_acc 0.426539, test_loss 0.001835, ic 0.005691, icir 0.126787, ric 0.009741, ricir 0.171876, prec@10 0.539095, prec@30 0.527572, test_mae 0.020007, test_rmse 0.039404, test_mape 206.724472, test_acc 0.447305
Epoch 111, train_loss 0.001098, train_ic 0.037925, train_icir 0.448913, train_ric 0.002804, train_ricir 0.029531, train_mae 0.011639, train_rmse 0.018769, train_mape 161.550064, train_acc 0.468320, valid_loss 0.0013904082, valid_ic 0.003708, valid_icir 0.087151, valid_ric -0.005320, valid_ricir -0.077519, valid_prec@10 0.641975, valid_prec@30 0.606996, valid_mae 0.024875, valid_rmse 0.039711, valid_mape 185.446930, valid_acc 0.247486, test_loss 0.001872, ic 0.006292, icir 0.115659, ric 0.000534, ricir 0.007948, prec@10 0.563786, prec@30 0.571468, test_mae 0.020469, test_rmse 0.039762, test_mape 223.244934, test_acc 0.405281
Epoch 112, train_loss 0.001119, train_ic 0.035647, train_icir 0.446755, train_ric 0.040704, train_ricir 0.415670, train_mae 0.021162, train_rmse 0.026795, train_mape 116.916977, train_acc 0.448244, valid_loss 0.0012992929, valid_ic 0.010904, valid_icir 0.308106, valid_ric 0.016987, valid_ricir 0.191044, valid_prec@10 0.549794, valid_prec@30 0.534568, valid_mae 0.020305, valid_rmse 0.036041, valid_mape 145.448624, valid_acc 0.563650, test_loss 0.001805, ic 0.007772, icir 0.202213, ric 0.021096, ricir 0.258124, prec@10 0.511523, prec@30 0.514129, test_mae 0.019076, test_rmse 0.038549, test_mape 201.661179, test_acc 0.512211
