Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 119, train_loss 0.001155, train_ic 0.057370, train_icir 0.702864, train_ric 0.037464, train_ricir 0.411282, train_mae 0.013218, train_rmse 0.019000, train_mape 6078.376953, train_acc 0.576235, valid_loss 0.0010257556, valid_ic 0.022270, valid_icir 0.668093, valid_ric 0.017428, valid_ricir 0.379989, valid_prec@10 0.550820, valid_prec@30 0.553552, valid_mae 0.018702, valid_rmse 0.028920, valid_mape 249.553650, valid_acc 0.350625, test_loss 0.001635, ic 0.015461, icir 0.474574, ric 0.017824, ricir 0.321026, prec@10 0.562140, prec@30 0.558573, test_mae 0.027720, test_rmse 0.044770, test_mape 235.868408, test_acc 0.206065
Epoch 120, train_loss 0.001135, train_ic 0.045192, train_icir 0.504805, train_ric 0.052176, train_ricir 0.490603, train_mae 0.019637, train_rmse 0.025753, train_mape 204.826324, train_acc 0.435762, valid_loss 0.0010113235, valid_ic 0.009316, valid_icir 0.220753, valid_ric 0.015682, valid_ricir 0.217771, valid_prec@10 0.515164, valid_prec@30 0.512978, valid_mae 0.016301, valid_rmse 0.024793, valid_mape 277.570312, valid_acc 0.589897, test_loss 0.001573, ic 0.003357, icir 0.074445, ric 0.014634, ricir 0.177961, prec@10 0.544033, prec@30 0.521262, test_mae 0.019585, test_rmse 0.039212, test_mape 205.664993, test_acc 0.710664
Epoch 121, train_loss 0.001146, train_ic 0.060823, train_icir 0.650293, train_ric 0.026048, train_ricir 0.239057, train_mae 0.014854, train_rmse 0.022156, train_mape 184.103836, train_acc 0.598195, valid_loss 0.0009666786, valid_ic 0.020614, valid_icir 0.520738, valid_ric 0.003529, valid_ricir 0.058783, valid_prec@10 0.570902, valid_prec@30 0.584973, valid_mae 0.017847, valid_rmse 0.027490, valid_mape 238.887070, valid_acc 0.355785, test_loss 0.001532, ic 0.009386, icir 0.252378, ric 0.009547, ricir 0.143009, prec@10 0.565432, prec@30 0.566529, test_mae 0.026796, test_rmse 0.043970, test_mape 228.224426, test_acc 0.211782
Epoch 122, train_loss 0.001124, train_ic 0.045694, train_icir 0.394660, train_ric 0.027990, train_ricir 0.208101, train_mae 0.030695, train_rmse 0.035335, train_mape 423.116455, train_acc 0.158301, valid_loss 0.0012120631, valid_ic 0.004848, valid_icir 0.075811, valid_ric -0.003753, valid_ricir -0.036777, valid_prec@10 0.631148, valid_prec@30 0.599180, valid_mae 0.023453, valid_rmse 0.032850, valid_mape 396.720642, valid_acc 0.379413, test_loss 0.001865, ic -0.003671, icir -0.056915, ric -0.000030, ricir -0.000215, prec@10 0.629630, prec@30 0.596982, test_mae 0.034769, test_rmse 0.050164, test_mape 353.554932, test_acc 0.212528
Epoch 123, train_loss 0.001116, train_ic 0.056412, train_icir 0.641432, train_ric 0.025208, train_ricir 0.251907, train_mae 0.019468, train_rmse 0.028040, train_mape 172.042755, train_acc 0.534508, valid_loss 0.0009941261, valid_ic 0.015061, valid_icir 0.411507, valid_ric -0.000422, valid_ricir -0.008992, valid_prec@10 0.631967, valid_prec@30 0.602049, valid_mae 0.018127, valid_rmse 0.027669, valid_mape 241.164734, valid_acc 0.375883, test_loss 0.001546, ic 0.007488, icir 0.216044, ric 0.005046, ricir 0.104393, prec@10 0.583951, prec@30 0.600412, test_mae 0.027506, test_rmse 0.044207, test_mape 235.239746, test_acc 0.232662
Epoch 124, train_loss 0.001137, train_ic 0.047873, train_icir 0.626393, train_ric 0.038122, train_ricir 0.468020, train_mae 0.013891, train_rmse 0.019779, train_mape 168.368500, train_acc 0.363968, valid_loss 0.0009134731, valid_ic 0.009388, valid_icir 0.239937, valid_ric 0.015858, valid_ricir 0.303831, valid_prec@10 0.601230, valid_prec@30 0.582787, valid_mae 0.013774, valid_rmse 0.024324, valid_mape 159.406296, valid_acc 0.591798, test_loss 0.001515, ic 0.000177, icir 0.005251, ric 0.007839, ricir 0.135111, prec@10 0.585597, prec@30 0.595610, test_mae 0.019455, test_rmse 0.038938, test_mape 155.101700, test_acc 0.707432
Epoch 125, train_loss 0.001146, train_ic 0.049550, train_icir 0.543190, train_ric 0.010885, train_ricir 0.104338, train_mae 0.020740, train_rmse 0.025964, train_mape 200.194839, train_acc 0.388999, valid_loss 0.0009560372, valid_ic 0.018399, valid_icir 0.527315, valid_ric -0.005794, valid_ricir -0.093239, valid_prec@10 0.575410, valid_prec@30 0.549590, valid_mae 0.015238, valid_rmse 0.024273, valid_mape 252.365570, valid_acc 0.593971, test_loss 0.001510, ic 0.014230, icir 0.412650, ric 0.005872, ricir 0.077229, prec@10 0.586420, prec@30 0.548011, test_mae 0.018026, test_rmse 0.037872, test_mape 179.261795, test_acc 0.743475
Early stopping -----
Epoch 126, train_loss 0.001146, train_ic 0.045893, train_icir 0.526701, train_ric 0.034646, train_ricir 0.332662, train_mae 0.025133, train_rmse 0.032578, train_mape 129.437881, train_acc 0.377426, valid_loss 0.0008839674, valid_ic 0.012962, valid_icir 0.402447, valid_ric 0.015333, valid_ricir 0.224722, valid_prec@10 0.525000, valid_prec@30 0.528142, valid_mae 0.013735, valid_rmse 0.023736, valid_mape 164.582718, valid_acc 0.554047, test_loss 0.001431, ic 0.007980, icir 0.242410, ric 0.012566, ricir 0.143062, prec@10 0.539506, prec@30 0.535254, test_mae 0.019521, test_rmse 0.038969, test_mape 153.987930, test_acc 0.641810
Epoch 127, train_loss 0.001157, train_ic 0.044214, train_icir 0.446143, train_ric 0.026796, train_ricir 0.226730, train_mae 0.026610, train_rmse 0.033739, train_mape 124.253342, train_acc 0.709561, valid_loss 0.0010296709, valid_ic 0.018518, valid_icir 0.433713, valid_ric 0.009057, valid_ricir 0.107557, valid_prec@10 0.559016, valid_prec@30 0.538798, valid_mae 0.019151, valid_rmse 0.028195, valid_mape 255.941010, valid_acc 0.361488, test_loss 0.001556, ic 0.015443, icir 0.373529, ric 0.015032, ricir 0.124726, prec@10 0.556790, prec@30 0.547737, test_mae 0.028302, test_rmse 0.043958, test_mape 249.540634, test_acc 0.240368
Epoch 128, train_loss 0.001150, train_ic 0.067007, train_icir 0.689731, train_ric 0.050196, train_ricir 0.442169, train_mae 0.014690, train_rmse 0.020937, train_mape 150.849564, train_acc 0.707288, valid_loss 0.0009230697, valid_ic 0.015571, valid_icir 0.368418, valid_ric 0.010855, valid_ricir 0.147250, valid_prec@10 0.553689, valid_prec@30 0.539481, valid_mae 0.015528, valid_rmse 0.025764, valid_mape 176.700409, valid_acc 0.351983, test_loss 0.001473, ic 0.007412, icir 0.171152, ric 0.016091, ricir 0.171945, prec@10 0.576543, prec@30 0.558848, test_mae 0.025583, test_rmse 0.042838, test_mape 203.216858, test_acc 0.228436
Epoch 129, train_loss 0.001128, train_ic 0.043850, train_icir 0.536269, train_ric 0.029480, train_ricir 0.342585, train_mae 0.042991, train_rmse 0.049306, train_mape 117.938957, train_acc 0.186556, valid_loss 0.0009977997, valid_ic 0.008926, valid_icir 0.209631, valid_ric 0.011174, valid_ricir 0.208826, valid_prec@10 0.645492, valid_prec@30 0.600000, valid_mae 0.017319, valid_rmse 0.028015, valid_mape 227.055267, valid_acc 0.391907, test_loss 0.001620, ic -0.001243, icir -0.034675, ric 0.008753, ricir 0.148302, prec@10 0.640741, prec@30 0.596571, test_mae 0.026430, test_rmse 0.043103, test_mape 221.157532, test_acc 0.251305
Epoch 130, train_loss 0.001142, train_ic 0.050926, train_icir 0.577561, train_ric 0.016850, train_ricir 0.170809, train_mae 0.011082, train_rmse 0.017037, train_mape 177.561844, train_acc 0.564805, valid_loss 0.0008890398, valid_ic 0.025976, valid_icir 0.651426, valid_ric 0.006624, valid_ricir 0.106495, valid_prec@10 0.566393, valid_prec@30 0.552869, valid_mae 0.013796, valid_rmse 0.023783, valid_mape 156.140320, valid_acc 0.531776, test_loss 0.001432, ic 0.020082, icir 0.559439, ric 0.014855, ricir 0.170432, prec@10 0.579835, prec@30 0.563237, test_mae 0.019562, test_rmse 0.038562, test_mape 153.456116, test_acc 0.637087
Epoch 131, train_loss 0.001156, train_ic 0.056670, train_icir 0.600785, train_ric 0.001890, train_ricir 0.016551, train_mae 0.023493, train_rmse 0.031030, train_mape 112.250397, train_acc 0.668487, valid_loss 0.0009394277, valid_ic 0.015707, valid_icir 0.341483, valid_ric -0.017263, valid_ricir -0.254698, valid_prec@10 0.583607, valid_prec@30 0.546585, valid_mae 0.015677, valid_rmse 0.026059, valid_mape 171.439377, valid_acc 0.375611, test_loss 0.001534, ic 0.011378, icir 0.259152, ric -0.003737, ricir -0.050446, prec@10 0.580247, prec@30 0.560768, test_mae 0.026225, test_rmse 0.043856, test_mape 211.969711, test_acc 0.256028
Epoch 132, train_loss 0.001149, train_ic 0.068238, train_icir 0.688428, train_ric 0.032130, train_ricir 0.271062, train_mae 0.010702, train_rmse 0.016802, train_mape 130.214294, train_acc 0.428906, valid_loss 0.0008865324, valid_ic 0.018396, valid_icir 0.436244, valid_ric 0.002118, valid_ricir 0.028534, valid_prec@10 0.625410, valid_prec@30 0.597131, valid_mae 0.013851, valid_rmse 0.024675, valid_mape 132.308441, valid_acc 0.439163, test_loss 0.001454, ic 0.008608, icir 0.216848, ric 0.010950, ricir 0.122200, prec@10 0.585597, prec@30 0.587791, test_mae 0.022337, test_rmse 0.040238, test_mape 161.421341, test_acc 0.367388
Epoch 133, train_loss 0.001132, train_ic 0.056750, train_icir 0.561951, train_ric 0.041806, train_ricir 0.358307, train_mae 0.034754, train_rmse 0.045234, train_mape 97.976730, train_acc 0.540320, valid_loss 0.0009002227, valid_ic 0.012097, valid_icir 0.228143, valid_ric 0.003325, valid_ricir 0.038840, valid_prec@10 0.577869, valid_prec@30 0.565847, valid_mae 0.014088, valid_rmse 0.024085, valid_mape 152.309341, valid_acc 0.571972, test_loss 0.001444, ic 0.003714, icir 0.076276, ric 0.008655, ricir 0.080552, prec@10 0.583128, prec@30 0.541289, test_mae 0.021883, test_rmse 0.039902, test_mape 163.279465, test_acc 0.541387
Epoch 134, train_loss 0.001125, train_ic 0.047568, train_icir 0.609983, train_ric 0.039438, train_ricir 0.456442, train_mae 0.025864, train_rmse 0.031641, train_mape 153.394989, train_acc 0.162955, valid_loss 0.0008791674, valid_ic 0.014193, valid_icir 0.462324, valid_ric 0.023767, valid_ricir 0.432824, valid_prec@10 0.563934, valid_prec@30 0.542486, valid_mae 0.013376, valid_rmse 0.023184, valid_mape 152.116501, valid_acc 0.591798, test_loss 0.001405, ic 0.003802, icir 0.121682, ric 0.012748, ricir 0.199490, prec@10 0.558848, prec@30 0.545953, test_mae 0.018949, test_rmse 0.037842, test_mape 140.773743, test_acc 0.711658
Epoch 135, train_loss 0.001134, train_ic 0.048752, train_icir 0.573593, train_ric 0.036500, train_ricir 0.366857, train_mae 0.018611, train_rmse 0.027985, train_mape 3175.991455, train_acc 0.463673, valid_loss 0.0009671714, valid_ic 0.013545, valid_icir 0.372687, valid_ric 0.013103, valid_ricir 0.201156, valid_prec@10 0.541393, valid_prec@30 0.537158, valid_mae 0.016314, valid_rmse 0.027099, valid_mape 191.292709, valid_acc 0.380771, test_loss 0.001579, ic 0.007388, icir 0.206468, ric 0.015966, ricir 0.190342, prec@10 0.551440, prec@30 0.542936, test_mae 0.024599, test_rmse 0.041375, test_mape 196.345993, test_acc 0.329108
Epoch 136, train_loss 0.001135, train_ic 0.056862, train_icir 0.545934, train_ric 0.028174, train_ricir 0.243191, train_mae 0.013856, train_rmse 0.019767, train_mape 119.887352, train_acc 0.592606, valid_loss 0.0008897325, valid_ic 0.019877, valid_icir 0.391033, valid_ric -0.000591, valid_ricir -0.008031, valid_prec@10 0.577459, valid_prec@30 0.550273, valid_mae 0.013758, valid_rmse 0.023762, valid_mape 157.167557, valid_acc 0.555948, test_loss 0.001415, ic 0.011501, icir 0.221475, ric 0.008911, ricir 0.088384, prec@10 0.579835, prec@30 0.561317, test_mae 0.020924, test_rmse 0.039619, test_mape 160.136368, test_acc 0.576933
Epoch 137, train_loss 0.001132, train_ic 0.048459, train_icir 0.556946, train_ric 0.055669, train_ricir 0.516535, train_mae 0.012574, train_rmse 0.020398, train_mape 153.624771, train_acc 0.625894, valid_loss 0.0010189310, valid_ic 0.006755, valid_icir 0.140301, valid_ric 0.030948, valid_ricir 0.415388, valid_prec@10 0.633607, valid_prec@30 0.591530, valid_mae 0.014911, valid_rmse 0.026245, valid_mape 189.951248, valid_acc 0.594785, test_loss 0.001666, ic -0.004182, icir -0.093602, ric 0.017715, ricir 0.232828, prec@10 0.642387, prec@30 0.593964, test_mae 0.019862, test_rmse 0.038771, test_mape 184.383575, test_acc 0.725329
Epoch 138, train_loss 0.001127, train_ic 0.073179, train_icir 0.794112, train_ric 0.032492, train_ricir 0.306582, train_mae 0.025460, train_rmse 0.035115, train_mape 197.407211, train_acc 0.619921, valid_loss 0.0009835228, valid_ic 0.022430, valid_icir 0.574549, valid_ric -0.000770, valid_ricir -0.014157, valid_prec@10 0.578689, valid_prec@30 0.580738, valid_mae 0.018376, valid_rmse 0.027391, valid_mape 249.864227, valid_acc 0.355242, test_loss 0.001483, ic 0.014806, icir 0.428258, ric 0.009554, ricir 0.147502, prec@10 0.580658, prec@30 0.568313, test_mae 0.027666, test_rmse 0.043077, test_mape 237.829727, test_acc 0.204574
Epoch 139, train_loss 0.001120, train_ic 0.047155, train_icir 0.598881, train_ric 0.041473, train_ricir 0.417733, train_mae 0.023065, train_rmse 0.031691, train_mape 152.152008, train_acc 0.317577, valid_loss 0.0010207984, valid_ic 0.004542, valid_icir 0.118068, valid_ric 0.016629, valid_ricir 0.312193, valid_prec@10 0.647131, valid_prec@30 0.605055, valid_mae 0.015461, valid_rmse 0.028003, valid_mape 153.646820, valid_acc 0.406573, test_loss 0.001696, ic -0.003805, icir -0.109734, ric 0.014473, ricir 0.201309, prec@10 0.654733, prec@30 0.597805, test_mae 0.023410, test_rmse 0.041521, test_mape 164.745911, test_acc 0.395725
Epoch 140, train_loss 0.001145, train_ic 0.047445, train_icir 0.488161, train_ric 0.017329, train_ricir 0.160047, train_mae 0.023117, train_rmse 0.028968, train_mape 189.344025, train_acc 0.228255, valid_loss 0.0009331656, valid_ic 0.016356, valid_icir 0.356856, valid_ric -0.007161, valid_ricir -0.107197, valid_prec@10 0.554918, valid_prec@30 0.555601, valid_mae 0.014603, valid_rmse 0.024175, valid_mape 198.131378, valid_acc 0.582835, test_loss 0.001454, ic 0.010452, icir 0.239496, ric 0.002211, ricir 0.023628, prec@10 0.543210, prec@30 0.549794, test_mae 0.019871, test_rmse 0.038245, test_mape 162.547363, test_acc 0.652498
Epoch 141, train_loss 0.001122, train_ic 0.047016, train_icir 0.522577, train_ric 0.028349, train_ricir 0.276109, train_mae 0.022576, train_rmse 0.030735, train_mape 119.803810, train_acc 0.384615, valid_loss 0.0008866271, valid_ic 0.019463, valid_icir 0.446421, valid_ric 0.009064, valid_ricir 0.119588, valid_prec@10 0.576230, valid_prec@30 0.543716, valid_mae 0.014849, valid_rmse 0.024389, valid_mape 152.720779, valid_acc 0.445682, test_loss 0.001388, ic 0.015427, icir 0.383645, ric 0.011670, ricir 0.115440, prec@10 0.578189, prec@30 0.555830, test_mae 0.022508, test_rmse 0.039552, test_mape 160.869080, test_acc 0.405667
Epoch 142, train_loss 0.001135, train_ic 0.044353, train_icir 0.560941, train_ric 0.029503, train_ricir 0.354495, train_mae 0.026424, train_rmse 0.035739, train_mape 164.546707, train_acc 0.592873, valid_loss 0.0009583301, valid_ic 0.010856, valid_icir 0.328610, valid_ric 0.014428, valid_ricir 0.356295, valid_prec@10 0.567213, valid_prec@30 0.543852, valid_mae 0.014820, valid_rmse 0.024267, valid_mape 229.797836, valid_acc 0.594514, test_loss 0.001515, ic 0.000688, icir 0.019731, ric 0.007292, ricir 0.157610, prec@10 0.574486, prec@30 0.547051, test_mae 0.018170, test_rmse 0.036632, test_mape 171.126846, test_acc 0.729804
Epoch 143, train_loss 0.001134, train_ic 0.055297, train_icir 0.628308, train_ric 0.055040, train_ricir 0.539391, train_mae 0.012904, train_rmse 0.018159, train_mape 114.076996, train_acc 0.444063, valid_loss 0.0008654478, valid_ic 0.017390, valid_icir 0.522305, valid_ric 0.033978, valid_ricir 0.530244, valid_prec@10 0.548770, valid_prec@30 0.540437, valid_mae 0.013862, valid_rmse 0.024037, valid_mape 134.785645, valid_acc 0.495926, test_loss 0.001366, ic 0.006669, icir 0.195936, ric 0.023560, ricir 0.287278, prec@10 0.545267, prec@30 0.545542, test_mae 0.020519, test_rmse 0.038783, test_mape 142.844482, test_acc 0.560776
Epoch 144, train_loss 0.001131, train_ic 0.046012, train_icir 0.546566, train_ric 0.041910, train_ricir 0.468378, train_mae 0.016257, train_rmse 0.023622, train_mape 144.747849, train_acc 0.486529, valid_loss 0.0008944194, valid_ic 0.011799, valid_icir 0.279043, valid_ric 0.014779, valid_ricir 0.273837, valid_prec@10 0.543852, valid_prec@30 0.539754, valid_mae 0.013952, valid_rmse 0.023781, valid_mape 168.667053, valid_acc 0.542911, test_loss 0.001409, ic 0.003929, icir 0.085372, ric 0.010444, ricir 0.151463, prec@10 0.560905, prec@30 0.535254, test_mae 0.020947, test_rmse 0.038984, test_mape 162.737244, test_acc 0.564504
Epoch 145, train_loss 0.001135, train_ic 0.069043, train_icir 0.744843, train_ric 0.027708, train_ricir 0.266299, train_mae 0.016955, train_rmse 0.022838, train_mape 114.321503, train_acc 0.636723, valid_loss 0.0008909738, valid_ic 0.026129, valid_icir 0.570740, valid_ric -0.001591, valid_ricir -0.028452, valid_prec@10 0.586066, valid_prec@30 0.558607, valid_mae 0.014617, valid_rmse 0.024743, valid_mape 153.634003, valid_acc 0.394351, test_loss 0.001397, ic 0.015690, icir 0.370839, ric 0.009948, ricir 0.140783, prec@10 0.569136, prec@30 0.565295, test_mae 0.022613, test_rmse 0.039887, test_mape 170.248001, test_acc 0.412379
Epoch 146, train_loss 0.001111, train_ic 0.034287, train_icir 0.401386, train_ric 0.014951, train_ricir 0.149094, train_mae 0.016348, train_rmse 0.022376, train_mape 110.052940, train_acc 0.474871, valid_loss 0.0008760920, valid_ic 0.014336, valid_icir 0.388549, valid_ric 0.009857, valid_ricir 0.125564, valid_prec@10 0.581148, valid_prec@30 0.548224, valid_mae 0.014398, valid_rmse 0.024151, valid_mape 150.762634, valid_acc 0.439163, test_loss 0.001385, ic 0.008468, icir 0.249024, ric 0.007929, ricir 0.079304, prec@10 0.560494, prec@30 0.549794, test_mae 0.021512, test_rmse 0.038631, test_mape 158.618927, test_acc 0.463087
Epoch 147, train_loss 0.001106, train_ic 0.054666, train_icir 0.577716, train_ric 0.045300, train_ricir 0.424369, train_mae 0.016562, train_rmse 0.023220, train_mape 136.804398, train_acc 0.509531, valid_loss 0.0009327710, valid_ic 0.010132, valid_icir 0.218457, valid_ric 0.009723, valid_ricir 0.123415, valid_prec@10 0.568852, valid_prec@30 0.567760, valid_mae 0.016267, valid_rmse 0.026373, valid_mape 202.687164, valid_acc 0.365562, test_loss 0.001458, ic 0.001315, icir 0.029582, ric 0.007740, ricir 0.079441, prec@10 0.562963, prec@30 0.552812, test_mae 0.026276, test_rmse 0.042378, test_mape 212.500244, test_acc 0.217002
Epoch 148, train_loss 0.001110, train_ic 0.045718, train_icir 0.546241, train_ric 0.023256, train_ricir 0.257738, train_mae 0.017052, train_rmse 0.025161, train_mape 159.041290, train_acc 0.316492, valid_loss 0.0008832087, valid_ic 0.017955, valid_icir 0.504419, valid_ric 0.010786, valid_ricir 0.189512, valid_prec@10 0.585246, valid_prec@30 0.554918, valid_mae 0.015035, valid_rmse 0.024833, valid_mape 161.074112, valid_acc 0.392993, test_loss 0.001390, ic 0.010564, icir 0.320938, ric 0.008073, ricir 0.100338, prec@10 0.577778, prec@30 0.559945, test_mae 0.022779, test_rmse 0.039435, test_mape 166.061050, test_acc 0.351479
Epoch 149, train_loss 0.001133, train_ic 0.056477, train_icir 0.705540, train_ric 0.043009, train_ricir 0.521147, train_mae 0.010965, train_rmse 0.016890, train_mape 103.761307, train_acc 0.743243, valid_loss 0.0008833214, valid_ic 0.012297, valid_icir 0.319825, valid_ric 0.017753, valid_ricir 0.380333, valid_prec@10 0.601639, valid_prec@30 0.598907, valid_mae 0.013576, valid_rmse 0.023629, valid_mape 146.696289, valid_acc 0.592341, test_loss 0.001401, ic 0.002421, icir 0.074206, ric 0.008427, ricir 0.182367, prec@10 0.566667, prec@30 0.574623, test_mae 0.019368, test_rmse 0.037320, test_mape 141.828018, test_acc 0.699975
Epoch 150, train_loss 0.001125, train_ic 0.062629, train_icir 0.715476, train_ric 0.026337, train_ricir 0.269528, train_mae 0.029250, train_rmse 0.038340, train_mape 867.178223, train_acc 0.430448, valid_loss 0.0008752105, valid_ic 0.017775, valid_icir 0.446696, valid_ric -0.003963, valid_ricir -0.076114, valid_prec@10 0.629508, valid_prec@30 0.603415, valid_mae 0.014017, valid_rmse 0.024020, valid_mape 137.856476, valid_acc 0.448941, test_loss 0.001380, ic 0.011714, icir 0.334156, ric 0.006240, ricir 0.084542, prec@10 0.581481, prec@30 0.597668, test_mae 0.021542, test_rmse 0.038404, test_mape 151.983276, test_acc 0.424559
Epoch 151, train_loss 0.001138, train_ic 0.062950, train_icir 0.725559, train_ric 0.028510, train_ricir 0.287471, train_mae 0.014892, train_rmse 0.019546, train_mape 247.386093, train_acc 0.371349, valid_loss 0.0009214870, valid_ic 0.020426, valid_icir 0.540760, valid_ric -0.003646, valid_ricir -0.066075, valid_prec@10 0.576639, valid_prec@30 0.556694, valid_mae 0.014994, valid_rmse 0.023602, valid_mape 233.263809, valid_acc 0.596143, test_loss 0.001410, ic 0.016964, icir 0.521410, ric 0.010608, ricir 0.164042, prec@10 0.593004, prec@30 0.551715, test_mae 0.018923, test_rmse 0.036393, test_mape 160.704376, test_acc 0.723092
Epoch 152, train_loss 0.001116, train_ic 0.056762, train_icir 0.664947, train_ric 0.029915, train_ricir 0.343879, train_mae 0.032335, train_rmse 0.038448, train_mape 118.379082, train_acc 0.199316, valid_loss 0.0008656644, valid_ic 0.015447, valid_icir 0.392013, valid_ric 0.012831, valid_ricir 0.285848, valid_prec@10 0.567213, valid_prec@30 0.578142, valid_mae 0.013348, valid_rmse 0.023575, valid_mape 133.171829, valid_acc 0.560293, test_loss 0.001381, ic 0.004132, icir 0.106429, ric 0.007550, ricir 0.145529, prec@10 0.573663, prec@30 0.558711, test_mae 0.019890, test_rmse 0.037726, test_mape 139.031754, test_acc 0.646035
Epoch 153, train_loss 0.001104, train_ic 0.045466, train_icir 0.482179, train_ric 0.019900, train_ricir 0.175518, train_mae 0.069433, train_rmse 0.075361, train_mape 91.717888, train_acc 0.812298, valid_loss 0.0009440232, valid_ic 0.021418, valid_icir 0.469266, valid_ric 0.008217, valid_ricir 0.097678, valid_prec@10 0.581557, valid_prec@30 0.549317, valid_mae 0.017536, valid_rmse 0.026368, valid_mape 216.424850, valid_acc 0.374525, test_loss 0.001412, ic 0.015829, icir 0.376563, ric 0.008756, ricir 0.078959, prec@10 0.574897, prec@30 0.554047, test_mae 0.025468, test_rmse 0.040819, test_mape 205.446793, test_acc 0.305991
Epoch 154, train_loss 0.001118, train_ic 0.042761, train_icir 0.486010, train_ric 0.012171, train_ricir 0.123216, train_mae 0.033578, train_rmse 0.044872, train_mape 166.773849, train_acc 0.297287, valid_loss 0.0008834052, valid_ic 0.017969, valid_icir 0.438648, valid_ric 0.002889, valid_ricir 0.042521, valid_prec@10 0.567623, valid_prec@30 0.547951, valid_mae 0.013795, valid_rmse 0.023284, valid_mape 164.329834, valid_acc 0.533677, test_loss 0.001378, ic 0.012544, icir 0.324657, ric 0.002763, ricir 0.032300, prec@10 0.571605, prec@30 0.548148, test_mae 0.018897, test_rmse 0.036683, test_mape 146.679443, test_acc 0.673378
Epoch 155, train_loss 0.001118, train_ic 0.045767, train_icir 0.470110, train_ric 0.039925, train_ricir 0.347142, train_mae 0.078353, train_rmse 0.084362, train_mape 97.353172, train_acc 0.620058, valid_loss 0.0009143017, valid_ic 0.013701, valid_icir 0.316384, valid_ric 0.017118, valid_ricir 0.212589, valid_prec@10 0.534836, valid_prec@30 0.524863, valid_mae 0.015309, valid_rmse 0.025145, valid_mape 169.095642, valid_acc 0.392178, test_loss 0.001408, ic 0.009118, icir 0.225566, ric 0.017500, ricir 0.163097, prec@10 0.545679, prec@30 0.530316, test_mae 0.022759, test_rmse 0.039011, test_mape 170.710999, test_acc 0.378573
Epoch 156, train_loss 0.001119, train_ic 0.067667, train_icir 0.705366, train_ric 0.017294, train_ricir 0.158642, train_mae 0.012502, train_rmse 0.018448, train_mape 176.611221, train_acc 0.275000, valid_loss 0.0008936456, valid_ic 0.027852, valid_icir 0.618741, valid_ric -0.004459, valid_ricir -0.075974, valid_prec@10 0.588525, valid_prec@30 0.556148, valid_mae 0.015344, valid_rmse 0.024965, valid_mape 164.725830, valid_acc 0.375339, test_loss 0.001374, ic 0.019475, icir 0.459798, ric 0.006448, ricir 0.082312, prec@10 0.580247, prec@30 0.565569, test_mae 0.022388, test_rmse 0.038923, test_mape 165.001862, test_acc 0.418345
Epoch 157, train_loss 0.001107, train_ic 0.042648, train_icir 0.556887, train_ric 0.047559, train_ricir 0.566923, train_mae 0.016164, train_rmse 0.024765, train_mape 113.692238, train_acc 0.548925, valid_loss 0.0008863501, valid_ic 0.007559, valid_icir 0.196160, valid_ric 0.019122, valid_ricir 0.352937, valid_prec@10 0.590574, valid_prec@30 0.563251, valid_mae 0.013739, valid_rmse 0.023653, valid_mape 160.728867, valid_acc 0.567355, test_loss 0.001396, ic -0.001954, icir -0.047299, ric 0.008585, ricir 0.129561, prec@10 0.556379, prec@30 0.564198, test_mae 0.020440, test_rmse 0.037936, test_mape 148.085358, test_acc 0.606264
Epoch 158, train_loss 0.001118, train_ic 0.042306, train_icir 0.416153, train_ric 0.008066, train_ricir 0.066005, train_mae 0.013220, train_rmse 0.019988, train_mape 165.629532, train_acc 0.434047, valid_loss 0.0009045285, valid_ic 0.020962, valid_icir 0.461832, valid_ric 0.001641, valid_ricir 0.018936, valid_prec@10 0.597951, valid_prec@30 0.566667, valid_mae 0.016034, valid_rmse 0.025326, valid_mape 183.184235, valid_acc 0.397882, test_loss 0.001382, ic 0.014440, icir 0.333079, ric 0.004425, ricir 0.039482, prec@10 0.585597, prec@30 0.562414, test_mae 0.022944, test_rmse 0.039083, test_mape 174.253937, test_acc 0.456376
Epoch 159, train_loss 0.001099, train_ic 0.057537, train_icir 0.717158, train_ric 0.024300, train_ricir 0.287398, train_mae 0.014257, train_rmse 0.019922, train_mape 169.317993, train_acc 0.374647, valid_loss 0.0008655703, valid_ic 0.022732, valid_icir 0.664064, valid_ric 0.004307, valid_ricir 0.112547, valid_prec@10 0.578279, valid_prec@30 0.552732, valid_mae 0.013584, valid_rmse 0.023114, valid_mape 150.010651, valid_acc 0.551059, test_loss 0.001330, ic 0.017153, icir 0.523926, ric 0.010573, ricir 0.207697, prec@10 0.577366, prec@30 0.558711, test_mae 0.019353, test_rmse 0.036544, test_mape 146.013351, test_acc 0.646781
