Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.133229, train_ic 0.004152, train_icir 0.040864, train_ric 0.018905, train_ricir 0.152978, train_mae 0.116596, train_rmse 0.221077, train_mape 2259.841797, train_acc 0.301153, valid_loss 0.0390436152, valid_ic -0.009084, valid_icir -0.108908, valid_ric 0.009242, valid_ricir 0.096698, valid_prec@10 0.434016, valid_prec@30 0.471995, valid_mae 0.112521, valid_rmse 0.225013, valid_mape 2620.552979, valid_acc 0.352297, test_loss 0.074540, ic -0.018244, icir -0.154022, ric -0.005337, ricir -0.041070, prec@10 0.437037, prec@30 0.450754, test_mae 0.158610, test_rmse 0.293701, test_mape 2672.343994, test_acc 0.204340
Epoch 40, train_loss 0.001308, train_ic 0.032115, train_icir 0.388144, train_ric 0.018817, train_ricir 0.186474, train_mae 0.032673, train_rmse 0.042405, train_mape 294.320435, train_acc 0.550485, valid_loss 0.0014958622, valid_ic 0.002212, valid_icir 0.053154, valid_ric -0.003905, valid_ricir -0.055613, valid_prec@10 0.561066, valid_prec@30 0.542486, valid_mae 0.025875, valid_rmse 0.038920, valid_mape 436.374756, valid_acc 0.350427, test_loss 0.002753, ic -0.003137, icir -0.076506, ric 0.000905, ricir 0.009889, prec@10 0.537449, prec@30 0.535391, test_mae 0.039099, test_rmse 0.064971, test_mape 435.396515, test_acc 0.193124
Epoch 41, train_loss 0.001305, train_ic 0.023119, train_icir 0.331575, train_ric 0.004322, train_ricir 0.045286, train_mae 0.016994, train_rmse 0.026344, train_mape 256.336792, train_acc 0.469200, valid_loss 0.0012200672, valid_ic 0.010242, valid_icir 0.368556, valid_ric 0.004753, valid_ricir 0.081268, valid_prec@10 0.572541, valid_prec@30 0.553279, valid_mae 0.020330, valid_rmse 0.035009, valid_mape 277.529297, valid_acc 0.349359, test_loss 0.002478, ic 0.003014, icir 0.099035, ric 0.006241, ricir 0.075710, prec@10 0.554321, prec@30 0.549931, test_mae 0.029465, test_rmse 0.059145, test_mape 275.210419, test_acc 0.253109
Epoch 42, train_loss 0.001280, train_ic 0.006840, train_icir 0.108646, train_ric 0.005578, train_ricir 0.064806, train_mae 0.019490, train_rmse 0.029125, train_mape 318.146332, train_acc 0.515455, valid_loss 0.0013273812, valid_ic -0.000973, valid_icir -0.044491, valid_ric 0.012215, valid_ricir 0.281901, valid_prec@10 0.590574, valid_prec@30 0.567350, valid_mae 0.023454, valid_rmse 0.036711, valid_mape 365.200104, valid_acc 0.347222, test_loss 0.002547, ic -0.006462, icir -0.226218, ric 0.002472, ricir 0.044695, prec@10 0.535802, prec@30 0.554595, test_mae 0.034811, test_rmse 0.061435, test_mape 362.893616, test_acc 0.200195
Epoch 43, train_loss 0.001301, train_ic 0.027183, train_icir 0.275625, train_ric 0.015345, train_ricir 0.117278, train_mae 0.016882, train_rmse 0.024236, train_mape 162.340088, train_acc 0.452958, valid_loss 0.0010990826, valid_ic 0.001183, valid_icir 0.023736, valid_ric -0.003897, valid_ricir -0.040044, valid_prec@10 0.540574, valid_prec@30 0.536339, valid_mae 0.016471, valid_rmse 0.031891, valid_mape 195.541168, valid_acc 0.415865, test_loss 0.002338, ic -0.006252, icir -0.130666, ric -0.005520, ricir -0.043254, prec@10 0.537449, prec@30 0.512483, test_mae 0.027942, test_rmse 0.057776, test_mape 260.238617, test_acc 0.263350
Epoch 44, train_loss 0.001287, train_ic 0.034940, train_icir 0.406791, train_ric 0.023203, train_ricir 0.205921, train_mae 0.014420, train_rmse 0.022972, train_mape 154.995880, train_acc 0.469027, valid_loss 0.0010612792, valid_ic 0.003171, valid_icir 0.078272, valid_ric -0.003017, valid_ricir -0.039676, valid_prec@10 0.561885, valid_prec@30 0.525683, valid_mae 0.014997, valid_rmse 0.030344, valid_mape 165.229614, valid_acc 0.515491, test_loss 0.002273, ic -0.003824, icir -0.094336, ric 0.000967, ricir 0.009171, prec@10 0.519342, prec@30 0.535528, test_mae 0.024274, test_rmse 0.055446, test_mape 210.484604, test_acc 0.452816
Epoch 45, train_loss 0.001310, train_ic 0.029965, train_icir 0.375277, train_ric 0.042822, train_ricir 0.407994, train_mae 0.012846, train_rmse 0.019630, train_mape 268.136139, train_acc 0.665330, valid_loss 0.0012175583, valid_ic 0.000939, valid_icir 0.023064, valid_ric 0.017568, valid_ricir 0.208532, valid_prec@10 0.586475, valid_prec@30 0.560109, valid_mae 0.017600, valid_rmse 0.031075, valid_mape 294.190491, valid_acc 0.593216, test_loss 0.002413, ic -0.006908, icir -0.157324, ric 0.009192, ricir 0.091632, prec@10 0.559259, prec@30 0.561454, test_mae 0.022329, test_rmse 0.053845, test_mape 274.030792, test_acc 0.732260
Epoch 46, train_loss 0.001243, train_ic 0.029334, train_icir 0.362436, train_ric -0.011359, train_ricir -0.108074, train_mae 0.041338, train_rmse 0.047051, train_mape 398.020599, train_acc 0.094709, valid_loss 0.0016879401, valid_ic 0.006682, valid_icir 0.217301, valid_ric -0.011310, valid_ricir -0.175489, valid_prec@10 0.531967, valid_prec@30 0.529372, valid_mae 0.032169, valid_rmse 0.042126, valid_mape 565.204956, valid_acc 0.348558, test_loss 0.002815, ic 0.000705, icir 0.022726, ric -0.005355, ricir -0.070535, prec@10 0.511523, prec@30 0.536214, test_mae 0.042817, test_rmse 0.064705, test_mape 487.940155, test_acc 0.196294
Epoch 47, train_loss 0.001268, train_ic 0.059046, train_icir 0.583654, train_ric 0.014582, train_ricir 0.109508, train_mae 0.028609, train_rmse 0.036913, train_mape 129.657745, train_acc 0.639238, valid_loss 0.0012744665, valid_ic 0.015860, valid_icir 0.341449, valid_ric -0.019784, valid_ricir -0.256144, valid_prec@10 0.565164, valid_prec@30 0.550273, valid_mae 0.020918, valid_rmse 0.033958, valid_mape 300.748047, valid_acc 0.344284, test_loss 0.002392, ic 0.010039, icir 0.245910, ric 0.001675, ricir 0.019131, prec@10 0.565844, prec@30 0.568999, test_mae 0.033913, test_rmse 0.059148, test_mape 343.683899, test_acc 0.199464
Epoch 48, train_loss 0.001262, train_ic 0.037847, train_icir 0.485577, train_ric 0.038245, train_ricir 0.355353, train_mae 0.014934, train_rmse 0.022644, train_mape 395.819916, train_acc 0.581738, valid_loss 0.0012109672, valid_ic 0.014258, valid_icir 0.384426, valid_ric 0.006480, valid_ricir 0.105990, valid_prec@10 0.553279, valid_prec@30 0.528689, valid_mae 0.017595, valid_rmse 0.031763, valid_mape 286.549988, valid_acc 0.576389, test_loss 0.002423, ic 0.008660, icir 0.228872, ric 0.014565, ricir 0.194314, prec@10 0.558025, prec@30 0.540878, test_mae 0.022438, test_rmse 0.053539, test_mape 253.949402, test_acc 0.712997
Epoch 49, train_loss 0.001268, train_ic 0.048691, train_icir 0.572397, train_ric 0.006072, train_ricir 0.052220, train_mae 0.015632, train_rmse 0.023759, train_mape 208.170654, train_acc 0.402504, valid_loss 0.0011144022, valid_ic 0.013317, valid_icir 0.344959, valid_ric -0.013236, valid_ricir -0.178619, valid_prec@10 0.588934, valid_prec@30 0.554918, valid_mae 0.018805, valid_rmse 0.032216, valid_mape 236.984604, valid_acc 0.347756, test_loss 0.002233, ic 0.007505, icir 0.210090, ric 0.001213, ricir 0.012567, prec@10 0.575309, prec@30 0.554733, test_mae 0.028632, test_rmse 0.055793, test_mape 260.885223, test_acc 0.236528
Epoch 50, train_loss 0.001312, train_ic 0.034342, train_icir 0.359560, train_ric 0.009930, train_ricir 0.078547, train_mae 0.015426, train_rmse 0.021214, train_mape 222.681046, train_acc 0.412587, valid_loss 0.0010686705, valid_ic 0.010002, valid_icir 0.267035, valid_ric -0.000019, valid_ricir -0.000211, valid_prec@10 0.561885, valid_prec@30 0.552596, valid_mae 0.015546, valid_rmse 0.029263, valid_mape 236.475494, valid_acc 0.549947, test_loss 0.002183, ic 0.003614, icir 0.106044, ric 0.005406, ricir 0.043092, prec@10 0.555556, prec@30 0.547462, test_mae 0.020216, test_rmse 0.051327, test_mape 229.446121, test_acc 0.690563
Epoch 51, train_loss 0.001251, train_ic 0.020805, train_icir 0.254294, train_ric 0.042217, train_ricir 0.420676, train_mae 0.014313, train_rmse 0.021952, train_mape 183.233566, train_acc 0.494043, valid_loss 0.0010900993, valid_ic 0.001178, valid_icir 0.030548, valid_ric 0.021364, valid_ricir 0.299542, valid_prec@10 0.503689, valid_prec@30 0.495219, valid_mae 0.017471, valid_rmse 0.031463, valid_mape 227.174301, valid_acc 0.391293, test_loss 0.002192, ic -0.006661, icir -0.154406, ric 0.012026, ricir 0.144156, prec@10 0.498765, prec@30 0.490535, test_mae 0.027544, test_rmse 0.055293, test_mape 258.328278, test_acc 0.281151
Epoch 52, train_loss 0.001255, train_ic 0.018383, train_icir 0.208435, train_ric 0.033709, train_ricir 0.293491, train_mae 0.015310, train_rmse 0.022866, train_mape 156.963547, train_acc 0.388172, valid_loss 0.0010277529, valid_ic -0.003181, valid_icir -0.066840, valid_ric 0.012529, valid_ricir 0.139042, valid_prec@10 0.504918, valid_prec@30 0.488798, valid_mae 0.014863, valid_rmse 0.029192, valid_mape 169.455048, valid_acc 0.556891, test_loss 0.002123, ic -0.010014, icir -0.199815, ric -0.001045, ricir -0.009281, prec@10 0.524280, prec@30 0.493690, test_mae 0.023626, test_rmse 0.053007, test_mape 208.902863, test_acc 0.572056
Epoch 53, train_loss 0.001263, train_ic 0.034318, train_icir 0.434840, train_ric 0.011263, train_ricir 0.121512, train_mae 0.038672, train_rmse 0.043685, train_mape 483.922302, train_acc 0.108165, valid_loss 0.0016291053, valid_ic 0.008753, valid_icir 0.259026, valid_ric 0.000749, valid_ricir 0.013801, valid_prec@10 0.556967, valid_prec@30 0.555055, valid_mae 0.031341, valid_rmse 0.040860, valid_mape 555.678406, valid_acc 0.350160, test_loss 0.002633, ic -0.000160, icir -0.005892, ric 0.003380, ricir 0.060358, prec@10 0.534568, prec@30 0.543896, test_mae 0.041177, test_rmse 0.061925, test_mape 474.697296, test_acc 0.199951
Epoch 54, train_loss 0.001248, train_ic 0.027220, train_icir 0.282134, train_ric -0.007057, train_ricir -0.057257, train_mae 0.028266, train_rmse 0.035122, train_mape 290.640167, train_acc 0.225131, valid_loss 0.0013122580, valid_ic 0.008370, valid_icir 0.225206, valid_ric -0.006901, valid_ricir -0.077118, valid_prec@10 0.568852, valid_prec@30 0.540984, valid_mae 0.024723, valid_rmse 0.035670, valid_mape 380.834137, valid_acc 0.347222, test_loss 0.002330, ic 0.002681, icir 0.081233, ric -0.002915, ricir -0.026079, prec@10 0.560494, prec@30 0.555418, test_mae 0.035225, test_rmse 0.057919, test_mape 362.454834, test_acc 0.193124
Epoch 55, train_loss 0.001239, train_ic 0.033647, train_icir 0.322605, train_ric 0.032130, train_ricir 0.249414, train_mae 0.016312, train_rmse 0.023928, train_mape 186.822998, train_acc 0.511641, valid_loss 0.0010502434, valid_ic 0.002752, valid_icir 0.049372, valid_ric 0.000337, valid_ricir 0.003516, valid_prec@10 0.542623, valid_prec@30 0.496721, valid_mae 0.016327, valid_rmse 0.029525, valid_mape 207.957626, valid_acc 0.477030, test_loss 0.002090, ic -0.004397, icir -0.080978, ric -0.000045, ricir -0.000348, prec@10 0.553909, prec@30 0.513992, test_mae 0.026479, test_rmse 0.053293, test_mape 239.447617, test_acc 0.340649
Epoch 56, train_loss 0.001216, train_ic 0.041552, train_icir 0.467255, train_ric 0.012678, train_ricir 0.113876, train_mae 0.043697, train_rmse 0.055798, train_mape 166.961075, train_acc 0.166419, valid_loss 0.0010750108, valid_ic 0.004740, valid_icir 0.111889, valid_ric -0.006389, valid_ricir -0.086864, valid_prec@10 0.650820, valid_prec@30 0.607240, valid_mae 0.017984, valid_rmse 0.031023, valid_mape 235.495972, valid_acc 0.371795, test_loss 0.002114, ic -0.004164, icir -0.103646, ric -0.000898, ricir -0.009731, prec@10 0.642387, prec@30 0.593964, test_mae 0.028590, test_rmse 0.054198, test_mape 258.067902, test_acc 0.211168
Epoch 57, train_loss 0.001253, train_ic 0.032664, train_icir 0.401835, train_ric 0.037653, train_ricir 0.372809, train_mae 0.020936, train_rmse 0.029977, train_mape 140.678711, train_acc 0.565316, valid_loss 0.0010828216, valid_ic 0.002422, valid_icir 0.060648, valid_ric 0.019886, valid_ricir 0.298821, valid_prec@10 0.628279, valid_prec@30 0.600820, valid_mae 0.015606, valid_rmse 0.029046, valid_mape 211.818619, valid_acc 0.595887, test_loss 0.002145, ic -0.007708, icir -0.190588, ric 0.010446, ricir 0.131404, prec@10 0.615638, prec@30 0.589575, test_mae 0.021284, test_rmse 0.050130, test_mape 220.714569, test_acc 0.732017
Epoch 58, train_loss 0.001221, train_ic 0.040375, train_icir 0.373767, train_ric 0.008280, train_ricir 0.061829, train_mae 0.021198, train_rmse 0.029944, train_mape 196.175995, train_acc 0.335584, valid_loss 0.0011431947, valid_ic 0.020562, valid_icir 0.417705, valid_ric -0.000531, valid_ricir -0.005908, valid_prec@10 0.549590, valid_prec@30 0.541803, valid_mae 0.017011, valid_rmse 0.029395, valid_mape 288.104095, valid_acc 0.554754, test_loss 0.002170, ic 0.015390, icir 0.361213, ric 0.009962, ricir 0.082497, prec@10 0.548971, prec@30 0.549520, test_mae 0.020777, test_rmse 0.049176, test_mape 280.389923, test_acc 0.718361
Epoch 59, train_loss 0.001269, train_ic 0.031215, train_icir 0.336678, train_ric 0.045051, train_ricir 0.392696, train_mae 0.038350, train_rmse 0.047716, train_mape 404.299866, train_acc 0.343885, valid_loss 0.0012772228, valid_ic 0.001904, valid_icir 0.047723, valid_ric 0.024276, valid_ricir 0.296086, valid_prec@10 0.572541, valid_prec@30 0.548770, valid_mae 0.019508, valid_rmse 0.030460, valid_mape 371.095673, valid_acc 0.596688, test_loss 0.002298, ic -0.005533, icir -0.134144, ric 0.014303, ricir 0.161969, prec@10 0.554733, prec@30 0.551166, test_mae 0.021947, test_rmse 0.049202, test_mape 308.791199, test_acc 0.745672
Epoch 60, train_loss 0.001238, train_ic 0.036175, train_icir 0.432883, train_ric 0.028788, train_ricir 0.252490, train_mae 0.060187, train_rmse 0.069447, train_mape 106.793701, train_acc 0.288897, valid_loss 0.0009894769, valid_ic 0.007658, valid_icir 0.262345, valid_ric 0.013589, valid_ricir 0.161746, valid_prec@10 0.547131, valid_prec@30 0.534563, valid_mae 0.014198, valid_rmse 0.027340, valid_mape 181.953735, valid_acc 0.593750, test_loss 0.001967, ic 0.001360, icir 0.043658, ric 0.011320, ricir 0.099569, prec@10 0.520988, prec@30 0.528807, test_mae 0.019907, test_rmse 0.048619, test_mape 199.338348, test_acc 0.721775
Epoch 61, train_loss 0.001225, train_ic 0.038177, train_icir 0.521479, train_ric 0.037360, train_ricir 0.381427, train_mae 0.057752, train_rmse 0.066064, train_mape 87.633095, train_acc 0.641035, valid_loss 0.0009843670, valid_ic 0.012299, valid_icir 0.462147, valid_ric 0.018992, valid_ricir 0.321571, valid_prec@10 0.576639, valid_prec@30 0.557787, valid_mae 0.014212, valid_rmse 0.027284, valid_mape 182.393494, valid_acc 0.585737, test_loss 0.001956, ic 0.003377, icir 0.111705, ric 0.016782, ricir 0.216885, prec@10 0.556379, prec@30 0.546639, test_mae 0.020554, test_rmse 0.048759, test_mape 195.065338, test_acc 0.687637
Epoch 62, train_loss 0.001215, train_ic 0.044852, train_icir 0.617284, train_ric 0.022095, train_ricir 0.259822, train_mae 0.019344, train_rmse 0.023983, train_mape 178.894897, train_acc 0.221461, valid_loss 0.0009929114, valid_ic 0.005747, valid_icir 0.172117, valid_ric 0.001746, valid_ricir 0.038920, valid_prec@10 0.561066, valid_prec@30 0.532377, valid_mae 0.014346, valid_rmse 0.027049, valid_mape 187.750977, valid_acc 0.594551, test_loss 0.001958, ic -0.001412, icir -0.038682, ric -0.001287, ricir -0.025950, prec@10 0.555556, prec@30 0.531824, test_mae 0.020636, test_rmse 0.048602, test_mape 192.624603, test_acc 0.722019
Epoch 63, train_loss 0.001229, train_ic 0.029583, train_icir 0.401803, train_ric 0.011363, train_ricir 0.129942, train_mae 0.034364, train_rmse 0.040762, train_mape 92.632256, train_acc 0.758647, valid_loss 0.0010249045, valid_ic 0.005680, valid_icir 0.211194, valid_ric 0.010449, valid_ricir 0.234536, valid_prec@10 0.572131, valid_prec@30 0.537158, valid_mae 0.017675, valid_rmse 0.029822, valid_mape 228.273254, valid_acc 0.356303, test_loss 0.001966, ic -0.002782, icir -0.090254, ric -0.001477, ricir -0.030352, prec@10 0.555967, prec@30 0.543621, test_mae 0.028027, test_rmse 0.052248, test_mape 255.761856, test_acc 0.210436
Epoch 64, train_loss 0.001215, train_ic 0.037021, train_icir 0.505595, train_ric 0.054384, train_ricir 0.568201, train_mae 0.026995, train_rmse 0.034698, train_mape 158.520432, train_acc 0.246434, valid_loss 0.0010561544, valid_ic 0.003981, valid_icir 0.118478, valid_ric 0.030166, valid_ricir 0.394465, valid_prec@10 0.597131, valid_prec@30 0.577732, valid_mae 0.018279, valid_rmse 0.030435, valid_mape 246.569183, valid_acc 0.350160, test_loss 0.001987, ic -0.004956, icir -0.134161, ric 0.016096, ricir 0.194294, prec@10 0.539506, prec@30 0.562826, test_mae 0.028674, test_rmse 0.052446, test_mape 266.599457, test_acc 0.202390
Epoch 65, train_loss 0.001232, train_ic 0.045399, train_icir 0.412166, train_ric 0.018215, train_ricir 0.135245, train_mae 0.024517, train_rmse 0.030180, train_mape 160.151688, train_acc 0.075584, valid_loss 0.0010862525, valid_ic 0.006589, valid_icir 0.120557, valid_ric -0.010088, valid_ricir -0.109540, valid_prec@10 0.579098, valid_prec@30 0.550410, valid_mae 0.018883, valid_rmse 0.031198, valid_mape 271.484711, valid_acc 0.358974, test_loss 0.002090, ic -0.002712, icir -0.044575, ric -0.002896, ricir -0.021450, prec@10 0.564609, prec@30 0.548834, test_mae 0.031238, test_rmse 0.054917, test_mape 311.415375, test_acc 0.191417
Epoch 66, train_loss 0.001235, train_ic 0.055144, train_icir 0.567281, train_ric 0.002551, train_ricir 0.020659, train_mae 0.020741, train_rmse 0.029227, train_mape 149.027039, train_acc 0.421619, valid_loss 0.0009972277, valid_ic 0.020055, valid_icir 0.463683, valid_ric -0.013758, valid_ricir -0.185469, valid_prec@10 0.592213, valid_prec@30 0.559290, valid_mae 0.014426, valid_rmse 0.026720, valid_mape 190.993301, valid_acc 0.582799, test_loss 0.001904, ic 0.011105, icir 0.288801, ric 0.000771, ricir 0.009068, prec@10 0.586008, prec@30 0.571056, test_mae 0.020004, test_rmse 0.047306, test_mape 208.630615, test_acc 0.705438
Epoch 67, train_loss 0.001214, train_ic 0.042422, train_icir 0.402818, train_ric 0.042583, train_ricir 0.337564, train_mae 0.032427, train_rmse 0.042956, train_mape 292.872162, train_acc 0.429993, valid_loss 0.0013597683, valid_ic 0.001157, valid_icir 0.018196, valid_ric 0.005352, valid_ricir 0.055925, valid_prec@10 0.634836, valid_prec@30 0.597951, valid_mae 0.024739, valid_rmse 0.036166, valid_mape 408.630127, valid_acc 0.372863, test_loss 0.002377, ic -0.008480, icir -0.134571, ric 0.004984, ricir 0.041225, prec@10 0.633333, prec@30 0.595473, test_mae 0.036120, test_rmse 0.057227, test_mape 384.005249, test_acc 0.212631
Epoch 68, train_loss 0.001231, train_ic 0.053928, train_icir 0.593974, train_ric 0.026297, train_ricir 0.242341, train_mae 0.012932, train_rmse 0.020573, train_mape 190.080704, train_acc 0.413793, valid_loss 0.0010352550, valid_ic 0.014080, valid_icir 0.329141, valid_ric 0.000924, valid_ricir 0.014858, valid_prec@10 0.581557, valid_prec@30 0.563251, valid_mae 0.017522, valid_rmse 0.029811, valid_mape 220.805115, valid_acc 0.346688, test_loss 0.001949, ic 0.002772, icir 0.066012, ric 0.007724, ricir 0.104171, prec@10 0.550617, prec@30 0.564609, test_mae 0.026422, test_rmse 0.050919, test_mape 243.088058, test_acc 0.294075
Epoch 69, train_loss 0.001202, train_ic 0.043310, train_icir 0.413082, train_ric 0.011315, train_ricir 0.087715, train_mae 0.016909, train_rmse 0.023989, train_mape 185.421204, train_acc 0.304724, valid_loss 0.0010693856, valid_ic 0.019445, valid_icir 0.439098, valid_ric 0.001516, valid_ricir 0.016933, valid_prec@10 0.568852, valid_prec@30 0.551093, valid_mae 0.018122, valid_rmse 0.029673, valid_mape 217.639420, valid_acc 0.395566, test_loss 0.001946, ic 0.014854, icir 0.383982, ric 0.011340, ricir 0.095949, prec@10 0.560494, prec@30 0.547599, test_mae 0.027267, test_rmse 0.050397, test_mape 245.410187, test_acc 0.330651
Epoch 70, train_loss 0.001194, train_ic 0.048737, train_icir 0.690204, train_ric 0.015304, train_ricir 0.216353, train_mae 0.027632, train_rmse 0.036417, train_mape 130.496582, train_acc 0.241917, valid_loss 0.0009416002, valid_ic 0.011560, valid_icir 0.299204, valid_ric -0.002305, valid_ricir -0.059863, valid_prec@10 0.588934, valid_prec@30 0.543033, valid_mae 0.013817, valid_rmse 0.026313, valid_mape 139.141998, valid_acc 0.526175, test_loss 0.001817, ic 0.001945, icir 0.052422, ric -0.003437, ricir -0.072904, prec@10 0.574486, prec@30 0.543073, test_mae 0.021386, test_rmse 0.047561, test_mape 168.620743, test_acc 0.630334
Epoch 71, train_loss 0.001222, train_ic 0.054402, train_icir 0.668077, train_ric 0.041941, train_ricir 0.422983, train_mae 0.021895, train_rmse 0.026370, train_mape 411.206116, train_acc 0.329272, valid_loss 0.0011843478, valid_ic 0.004846, valid_icir 0.134439, valid_ric 0.005194, valid_ricir 0.078025, valid_prec@10 0.572951, valid_prec@30 0.569126, valid_mae 0.018871, valid_rmse 0.028686, valid_mape 351.902954, valid_acc 0.597756, test_loss 0.002062, ic -0.001521, icir -0.041702, ric 0.005456, ricir 0.079422, prec@10 0.543621, prec@30 0.552401, test_mae 0.020999, test_rmse 0.046180, test_mape 290.111511, test_acc 0.744696
Epoch 72, train_loss 0.001194, train_ic 0.037715, train_icir 0.463583, train_ric 0.015183, train_ricir 0.143887, train_mae 0.030785, train_rmse 0.039307, train_mape 196.438187, train_acc 0.551563, valid_loss 0.0011936464, valid_ic 0.008235, valid_icir 0.294103, valid_ric 0.007462, valid_ricir 0.093368, valid_prec@10 0.578279, valid_prec@30 0.547131, valid_mae 0.019044, valid_rmse 0.028756, valid_mape 380.222534, valid_acc 0.596688, test_loss 0.002070, ic 0.001315, icir 0.043704, ric 0.002812, ricir 0.028329, prec@10 0.548148, prec@30 0.547599, test_mae 0.020094, test_rmse 0.045479, test_mape 292.273651, test_acc 0.748354
Epoch 73, train_loss 0.001212, train_ic 0.051534, train_icir 0.580225, train_ric 0.003475, train_ricir 0.034825, train_mae 0.015969, train_rmse 0.026551, train_mape 166.177063, train_acc 0.594345, valid_loss 0.0009689720, valid_ic 0.016717, valid_icir 0.422430, valid_ric -0.009202, valid_ricir -0.182420, valid_prec@10 0.590164, valid_prec@30 0.549863, valid_mae 0.014142, valid_rmse 0.026090, valid_mape 169.816422, valid_acc 0.563568, test_loss 0.001826, ic 0.008250, icir 0.223694, ric -0.003418, ricir -0.051617, prec@10 0.585185, prec@30 0.556516, test_mae 0.020797, test_rmse 0.046435, test_mape 182.387360, test_acc 0.653255
Epoch 74, train_loss 0.001199, train_ic 0.056003, train_icir 0.599650, train_ric 0.014040, train_ricir 0.127937, train_mae 0.022550, train_rmse 0.028997, train_mape 148.529251, train_acc 0.338012, valid_loss 0.0009737054, valid_ic 0.007570, valid_icir 0.160637, valid_ric -0.019083, valid_ricir -0.325618, valid_prec@10 0.560246, valid_prec@30 0.538251, valid_mae 0.014617, valid_rmse 0.026818, valid_mape 168.211700, valid_acc 0.518697, test_loss 0.001831, ic 0.003104, icir 0.065110, ric -0.009282, ricir -0.109505, prec@10 0.575309, prec@30 0.548422, test_mae 0.024178, test_rmse 0.048223, test_mape 203.636932, test_acc 0.402829
Epoch 75, train_loss 0.001189, train_ic 0.044935, train_icir 0.565661, train_ric 0.007580, train_ricir 0.088761, train_mae 0.017832, train_rmse 0.024371, train_mape 120.011391, train_acc 0.394466, valid_loss 0.0009370690, valid_ic 0.009904, valid_icir 0.297237, valid_ric -0.005487, valid_ricir -0.134010, valid_prec@10 0.567213, valid_prec@30 0.531694, valid_mae 0.014497, valid_rmse 0.026650, valid_mape 142.587677, valid_acc 0.447382, test_loss 0.001769, ic 0.003405, icir 0.102830, ric -0.002922, ricir -0.061138, prec@10 0.588066, prec@30 0.551303, test_mae 0.023247, test_rmse 0.047486, test_mape 181.519745, test_acc 0.425506
Epoch 76, train_loss 0.001186, train_ic 0.025908, train_icir 0.363756, train_ric 0.009690, train_ricir 0.109533, train_mae 0.039328, train_rmse 0.046515, train_mape 102.005302, train_acc 0.634897, valid_loss 0.0009762255, valid_ic 0.003455, valid_icir 0.108661, valid_ric 0.004614, valid_ricir 0.098466, valid_prec@10 0.601230, valid_prec@30 0.579508, valid_mae 0.016425, valid_rmse 0.028302, valid_mape 195.917755, valid_acc 0.374466, test_loss 0.001826, ic -0.004654, icir -0.127551, ric -0.006633, ricir -0.123859, prec@10 0.560082, prec@30 0.566804, test_mae 0.026502, test_rmse 0.049442, test_mape 231.682251, test_acc 0.247013
Epoch 77, train_loss 0.001187, train_ic 0.038204, train_icir 0.471172, train_ric 0.012130, train_ricir 0.131792, train_mae 0.018636, train_rmse 0.028681, train_mape 158.910812, train_acc 0.367589, valid_loss 0.0009674120, valid_ic 0.004548, valid_icir 0.156382, valid_ric 0.003077, valid_ricir 0.065788, valid_prec@10 0.595082, valid_prec@30 0.562568, valid_mae 0.015803, valid_rmse 0.027744, valid_mape 178.120728, valid_acc 0.392094, test_loss 0.001795, ic -0.001018, icir -0.034222, ric 0.000396, ricir 0.007152, prec@10 0.563374, prec@30 0.564060, test_mae 0.024915, test_rmse 0.047942, test_mape 207.630203, test_acc 0.289929
Epoch 78, train_loss 0.001189, train_ic 0.059360, train_icir 0.627423, train_ric 0.025539, train_ricir 0.223011, train_mae 0.014045, train_rmse 0.022210, train_mape 163.740784, train_acc 0.766968, valid_loss 0.0011321795, valid_ic 0.015552, valid_icir 0.403900, valid_ric -0.005033, valid_ricir -0.082907, valid_prec@10 0.584836, valid_prec@30 0.547131, valid_mae 0.020259, valid_rmse 0.030805, valid_mape 296.997559, valid_acc 0.348291, test_loss 0.001935, ic 0.007096, icir 0.188247, ric 0.005714, ricir 0.076051, prec@10 0.568724, prec@30 0.563237, test_mae 0.033149, test_rmse 0.052796, test_mape 330.255280, test_acc 0.192880
Epoch 79, train_loss 0.001211, train_ic 0.044952, train_icir 0.514467, train_ric 0.016628, train_ricir 0.161455, train_mae 0.023985, train_rmse 0.033057, train_mape 103.117561, train_acc 0.694087, valid_loss 0.0009705004, valid_ic 0.007787, valid_icir 0.249652, valid_ric 0.000429, valid_ricir 0.006805, valid_prec@10 0.559836, valid_prec@30 0.548087, valid_mae 0.016274, valid_rmse 0.027608, valid_mape 182.905457, valid_acc 0.381143, test_loss 0.001753, ic 0.003256, icir 0.114645, ric 0.005522, ricir 0.068775, prec@10 0.548148, prec@30 0.539781, test_mae 0.025288, test_rmse 0.047581, test_mape 213.116379, test_acc 0.295294
