Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 1, train_loss 0.142204, train_ic 0.004718, train_icir 0.045559, train_ric 0.019436, train_ricir 0.156504, train_mae 0.078078, train_rmse 0.175835, train_mape 1150.131836, train_acc 0.690791, valid_loss 0.0405928738, valid_ic -0.009756, valid_icir -0.115406, valid_ric 0.010507, valid_ricir 0.108146, valid_prec@10 0.511885, valid_prec@30 0.506831, valid_mae 0.108389, valid_rmse 0.228570, valid_mape 2547.985596, valid_acc 0.558302, test_loss 0.076690, ic -0.018243, icir -0.151868, ric -0.005329, ricir -0.039783, prec@10 0.499588, prec@30 0.505213, test_mae 0.154221, test_rmse 0.297375, test_mape 2533.550049, test_acc 0.528084
Epoch 40, train_loss 0.001313, train_ic 0.035330, train_icir 0.439541, train_ric 0.025678, train_ricir 0.239125, train_mae 0.054752, train_rmse 0.061547, train_mape 291.223083, train_acc 0.120767, valid_loss 0.0015289199, valid_ic 0.005726, valid_icir 0.176577, valid_ric 0.009535, valid_ricir 0.166524, valid_prec@10 0.538525, valid_prec@30 0.529645, valid_mae 0.023366, valid_rmse 0.034514, valid_mape 486.843506, valid_acc 0.596991, test_loss 0.002708, ic -0.001962, icir -0.052544, ric 0.010401, ricir 0.154415, prec@10 0.532099, prec@30 0.533196, test_mae 0.024543, test_rmse 0.054214, test_mape 386.487335, test_acc 0.746137
Epoch 41, train_loss 0.001296, train_ic 0.038291, train_icir 0.361061, train_ric 0.021063, train_ricir 0.155507, train_mae 0.020539, train_rmse 0.028957, train_mape 209.144348, train_acc 0.331457, valid_loss 0.0011170465, valid_ic 0.001831, valid_icir 0.036978, valid_ric -0.007993, valid_ricir -0.083672, valid_prec@10 0.534836, valid_prec@30 0.541120, valid_mae 0.015883, valid_rmse 0.030172, valid_mape 220.515656, valid_acc 0.583826, test_loss 0.002279, ic -0.003827, icir -0.079026, ric 0.003076, ricir 0.024901, prec@10 0.509465, prec@30 0.527160, test_mae 0.022580, test_rmse 0.053866, test_mape 226.861496, test_acc 0.665195
Epoch 42, train_loss 0.001248, train_ic 0.024342, train_icir 0.247536, train_ric 0.005918, train_ricir 0.045902, train_mae 0.017960, train_rmse 0.027814, train_mape 2730.686279, train_acc 0.435795, valid_loss 0.0010579293, valid_ic 0.008279, valid_icir 0.212803, valid_ric 0.002428, valid_ricir 0.025312, valid_prec@10 0.538934, valid_prec@30 0.535383, valid_mae 0.015914, valid_rmse 0.030189, valid_mape 190.530792, valid_acc 0.411607, test_loss 0.002201, ic 0.003968, icir 0.116915, ric 0.007628, ricir 0.055375, prec@10 0.527160, prec@30 0.546639, test_mae 0.022507, test_rmse 0.053326, test_mape 222.652191, test_acc 0.571744
Epoch 43, train_loss 0.001300, train_ic 0.021940, train_icir 0.274858, train_ric 0.019218, train_ricir 0.176163, train_mae 0.013393, train_rmse 0.022184, train_mape 107.913673, train_acc 0.716677, valid_loss 0.0010359786, valid_ic 0.001409, valid_icir 0.037251, valid_ric 0.002927, valid_ricir 0.042259, valid_prec@10 0.540574, valid_prec@30 0.506557, valid_mae 0.014448, valid_rmse 0.029147, valid_mape 164.752457, valid_acc 0.573079, test_loss 0.002168, ic -0.005495, icir -0.133388, ric 0.000307, ricir 0.003555, prec@10 0.548148, prec@30 0.521399, test_mae 0.022392, test_rmse 0.053248, test_mape 191.474808, test_acc 0.642875
Epoch 44, train_loss 0.001278, train_ic 0.027244, train_icir 0.329070, train_ric 0.057584, train_ricir 0.499700, train_mae 0.022928, train_rmse 0.027198, train_mape 262.079224, train_acc 0.243234, valid_loss 0.0011661837, valid_ic 0.001511, valid_icir 0.041070, valid_ric 0.030613, valid_ricir 0.365650, valid_prec@10 0.493033, valid_prec@30 0.505191, valid_mae 0.017204, valid_rmse 0.029952, valid_mape 294.459900, valid_acc 0.599678, test_loss 0.002286, ic -0.005671, icir -0.152558, ric 0.021190, ricir 0.241085, prec@10 0.511934, prec@30 0.509465, test_mae 0.020977, test_rmse 0.051443, test_mape 257.020416, test_acc 0.735099
Epoch 45, train_loss 0.001275, train_ic 0.008383, train_icir 0.079679, train_ric 0.020396, train_ricir 0.159426, train_mae 0.018604, train_rmse 0.024335, train_mape 316.679596, train_acc 0.801748, valid_loss 0.0015852085, valid_ic -0.007180, valid_icir -0.124907, valid_ric 0.004847, valid_ricir 0.052367, valid_prec@10 0.522951, valid_prec@30 0.503552, valid_mae 0.025137, valid_rmse 0.035378, valid_mape 483.498230, valid_acc 0.589737, test_loss 0.002673, ic -0.013949, icir -0.227466, ric -0.004039, ricir -0.031068, prec@10 0.502881, prec@30 0.494650, test_mae 0.025967, test_rmse 0.053348, test_mape 345.014160, test_acc 0.710571
Epoch 46, train_loss 0.001290, train_ic 0.037776, train_icir 0.455228, train_ric 0.029459, train_ricir 0.265638, train_mae 0.017039, train_rmse 0.026861, train_mape 174.970932, train_acc 0.550838, valid_loss 0.0010734936, valid_ic 0.003226, valid_icir 0.076288, valid_ric -0.004422, valid_ricir -0.062288, valid_prec@10 0.499590, valid_prec@30 0.503962, valid_mae 0.015902, valid_rmse 0.029987, valid_mape 180.682678, valid_acc 0.406771, test_loss 0.002173, ic -0.000306, icir -0.006674, ric 0.007837, ricir 0.097236, prec@10 0.507407, prec@30 0.508230, test_mae 0.028795, test_rmse 0.055572, test_mape 266.058868, test_acc 0.250675
Epoch 47, train_loss 0.001256, train_ic 0.044066, train_icir 0.495931, train_ric 0.035677, train_ricir 0.284612, train_mae 0.017295, train_rmse 0.021213, train_mape 417.970642, train_acc 0.413338, valid_loss 0.0011220566, valid_ic 0.009329, valid_icir 0.293302, valid_ric 0.008742, valid_ricir 0.114711, valid_prec@10 0.531557, valid_prec@30 0.535246, valid_mae 0.016590, valid_rmse 0.028893, valid_mape 291.462646, valid_acc 0.595648, test_loss 0.002172, ic 0.002363, icir 0.071584, ric 0.015936, ricir 0.163879, prec@10 0.521811, prec@30 0.541564, test_mae 0.020405, test_rmse 0.050009, test_mape 262.536469, test_acc 0.735099
Epoch 48, train_loss 0.001291, train_ic 0.032170, train_icir 0.352507, train_ric 0.045589, train_ricir 0.436613, train_mae 0.020547, train_rmse 0.025936, train_mape 5035.929688, train_acc 0.374616, valid_loss 0.0011730948, valid_ic 0.006588, valid_icir 0.146206, valid_ric 0.016939, valid_ricir 0.238206, valid_prec@10 0.529918, valid_prec@30 0.533470, valid_mae 0.017990, valid_rmse 0.029618, valid_mape 316.252197, valid_acc 0.587319, test_loss 0.002185, ic -0.002039, icir -0.041253, ric 0.017200, ricir 0.200598, prec@10 0.522634, prec@30 0.520302, test_mae 0.022313, test_rmse 0.050792, test_mape 267.494354, test_acc 0.693402
Epoch 49, train_loss 0.001289, train_ic 0.047156, train_icir 0.506407, train_ric 0.027009, train_ricir 0.232172, train_mae 0.032435, train_rmse 0.035950, train_mape 727.524353, train_acc 0.418590, valid_loss 0.0019086749, valid_ic 0.000925, valid_icir 0.018340, valid_ric -0.013050, valid_ricir -0.156019, valid_prec@10 0.632377, valid_prec@30 0.604372, valid_mae 0.030190, valid_rmse 0.039200, valid_mape 632.651123, valid_acc 0.597528, test_loss 0.003034, ic -0.005366, icir -0.112375, ric -0.002808, ricir -0.026051, prec@10 0.592181, prec@30 0.596159, test_mae 0.027855, test_rmse 0.052725, test_mape 445.187805, test_acc 0.747609
Epoch 50, train_loss 0.001272, train_ic 0.039181, train_icir 0.488098, train_ric 0.046125, train_ricir 0.445921, train_mae 0.031285, train_rmse 0.039935, train_mape 165.281433, train_acc 0.368005, valid_loss 0.0010968633, valid_ic 0.008985, valid_icir 0.243858, valid_ric 0.018857, valid_ricir 0.270380, valid_prec@10 0.527049, valid_prec@30 0.514481, valid_mae 0.016384, valid_rmse 0.028526, valid_mape 261.653381, valid_acc 0.594841, test_loss 0.002111, ic -0.000183, icir -0.004896, ric 0.017248, ricir 0.228985, prec@10 0.536214, prec@30 0.534568, test_mae 0.021019, test_rmse 0.049386, test_mape 249.368103, test_acc 0.729458
Epoch 51, train_loss 0.001257, train_ic 0.047934, train_icir 0.659633, train_ric 0.025179, train_ricir 0.290694, train_mae 0.013238, train_rmse 0.019367, train_mape 118.025291, train_acc 0.685193, valid_loss 0.0010412171, valid_ic 0.008004, valid_icir 0.249022, valid_ric -0.003059, valid_ricir -0.063422, valid_prec@10 0.554098, valid_prec@30 0.543716, valid_mae 0.017500, valid_rmse 0.030008, valid_mape 216.158752, valid_acc 0.348200, test_loss 0.002024, ic 0.000566, icir 0.016232, ric 0.005930, ricir 0.101624, prec@10 0.553498, prec@30 0.551029, test_mae 0.028681, test_rmse 0.053296, test_mape 262.350708, test_acc 0.206770
Epoch 52, train_loss 0.001219, train_ic 0.039307, train_icir 0.526426, train_ric 0.046330, train_ricir 0.482808, train_mae 0.011250, train_rmse 0.018518, train_mape 162.075089, train_acc 0.457912, valid_loss 0.0009873455, valid_ic 0.004419, valid_icir 0.125683, valid_ric 0.022120, valid_ricir 0.318257, valid_prec@10 0.525000, valid_prec@30 0.520628, valid_mae 0.015685, valid_rmse 0.028947, valid_mape 168.285782, valid_acc 0.348737, test_loss 0.001975, ic -0.004203, icir -0.109337, ric 0.012201, ricir 0.155281, prec@10 0.528395, prec@30 0.513032, test_mae 0.025141, test_rmse 0.051448, test_mape 209.210388, test_acc 0.296051
Epoch 53, train_loss 0.001255, train_ic 0.045198, train_icir 0.463726, train_ric 0.046968, train_ricir 0.380760, train_mae 0.013318, train_rmse 0.020581, train_mape 203.522141, train_acc 0.649251, valid_loss 0.0011280788, valid_ic 0.000689, valid_icir 0.013383, valid_ric 0.004269, valid_ricir 0.044501, valid_prec@10 0.604098, valid_prec@30 0.584016, valid_mae 0.017137, valid_rmse 0.029098, valid_mape 272.105164, valid_acc 0.592155, test_loss 0.002140, ic -0.005820, icir -0.120727, ric 0.010156, ricir 0.087148, prec@10 0.558025, prec@30 0.586008, test_mae 0.021829, test_rmse 0.048933, test_mape 234.536270, test_acc 0.715477
Epoch 54, train_loss 0.001247, train_ic 0.035377, train_icir 0.421702, train_ric 0.005584, train_ricir 0.052461, train_mae 0.012463, train_rmse 0.019388, train_mape 128.607834, train_acc 0.409512, valid_loss 0.0009742240, valid_ic 0.011396, valid_icir 0.339551, valid_ric -0.001040, valid_ricir -0.016614, valid_prec@10 0.568443, valid_prec@30 0.548361, valid_mae 0.014793, valid_rmse 0.027600, valid_mape 147.976974, valid_acc 0.482805, test_loss 0.001924, ic 0.004764, icir 0.150481, ric 0.004752, ricir 0.058476, prec@10 0.553498, prec@30 0.543347, test_mae 0.022642, test_rmse 0.049469, test_mape 187.040817, test_acc 0.569536
Epoch 55, train_loss 0.001232, train_ic 0.035388, train_icir 0.372173, train_ric 0.028987, train_ricir 0.233181, train_mae 0.015968, train_rmse 0.023011, train_mape 145.623901, train_acc 0.351703, valid_loss 0.0009991645, valid_ic 0.011706, valid_icir 0.360851, valid_ric 0.022302, valid_ricir 0.253980, valid_prec@10 0.507377, valid_prec@30 0.512842, valid_mae 0.016497, valid_rmse 0.028772, valid_mape 188.485641, valid_acc 0.380441, test_loss 0.001905, ic 0.003308, icir 0.106471, ric 0.018662, ricir 0.156056, prec@10 0.523045, prec@30 0.529630, test_mae 0.023775, test_rmse 0.049644, test_mape 202.403854, test_acc 0.468972
Epoch 56, train_loss 0.001221, train_ic 0.041116, train_icir 0.507313, train_ric 0.046669, train_ricir 0.455089, train_mae 0.023820, train_rmse 0.029661, train_mape 207.973389, train_acc 0.222771, valid_loss 0.0010390309, valid_ic 0.008256, valid_icir 0.244382, valid_ric 0.017011, valid_ricir 0.246766, valid_prec@10 0.496311, valid_prec@30 0.514617, valid_mae 0.015569, valid_rmse 0.027238, valid_mape 243.082047, valid_acc 0.597260, test_loss 0.001959, ic 0.002188, icir 0.068265, ric 0.020938, ricir 0.289328, prec@10 0.512346, prec@30 0.520850, test_mae 0.020272, test_rmse 0.047280, test_mape 227.382156, test_acc 0.735835
Epoch 57, train_loss 0.001251, train_ic 0.048013, train_icir 0.604854, train_ric 0.010080, train_ricir 0.094449, train_mae 0.018473, train_rmse 0.023367, train_mape 157.741653, train_acc 0.228760, valid_loss 0.0009691491, valid_ic 0.012576, valid_icir 0.369214, valid_ric -0.011985, valid_ricir -0.198435, valid_prec@10 0.580738, valid_prec@30 0.558470, valid_mae 0.014014, valid_rmse 0.026761, valid_mape 158.210907, valid_acc 0.567168, test_loss 0.001870, ic 0.007073, icir 0.203731, ric 0.001969, ricir 0.027380, prec@10 0.589300, prec@30 0.567078, test_mae 0.021549, test_rmse 0.048360, test_mape 175.796860, test_acc 0.679912
Epoch 58, train_loss 0.001222, train_ic 0.031686, train_icir 0.383930, train_ric 0.049482, train_ricir 0.470532, train_mae 0.042302, train_rmse 0.052621, train_mape 157.091949, train_acc 0.140137, valid_loss 0.0010307683, valid_ic 0.006922, valid_icir 0.207943, valid_ric 0.029089, valid_ricir 0.377625, valid_prec@10 0.529918, valid_prec@30 0.525956, valid_mae 0.017980, valid_rmse 0.029865, valid_mape 241.635254, valid_acc 0.357335, test_loss 0.001902, ic -0.002042, icir -0.068339, ric 0.018867, ricir 0.245481, prec@10 0.508230, prec@30 0.517284, test_mae 0.026838, test_rmse 0.050577, test_mape 237.836594, test_acc 0.230562
Epoch 59, train_loss 0.001244, train_ic 0.049311, train_icir 0.501021, train_ric 0.049280, train_ricir 0.407854, train_mae 0.051098, train_rmse 0.061134, train_mape 141.902130, train_acc 0.228826, valid_loss 0.0009903779, valid_ic 0.010283, valid_icir 0.201111, valid_ric 0.017457, valid_ricir 0.178180, valid_prec@10 0.528689, valid_prec@30 0.547404, valid_mae 0.014564, valid_rmse 0.026852, valid_mape 167.717041, valid_acc 0.578721, test_loss 0.001886, ic -0.001338, icir -0.029953, ric 0.016052, ricir 0.144809, prec@10 0.501646, prec@30 0.523045, test_mae 0.020872, test_rmse 0.047087, test_mape 190.074432, test_acc 0.678440
Epoch 60, train_loss 0.001245, train_ic 0.038736, train_icir 0.486183, train_ric 0.035028, train_ricir 0.341207, train_mae 0.012004, train_rmse 0.017236, train_mape 212.017410, train_acc 0.511430, valid_loss 0.0009741779, valid_ic 0.004174, valid_icir 0.136148, valid_ric 0.005566, valid_ricir 0.094432, valid_prec@10 0.513525, valid_prec@30 0.513798, valid_mae 0.014352, valid_rmse 0.026501, valid_mape 195.773941, valid_acc 0.597797, test_loss 0.001853, ic 0.000060, icir 0.001832, ric 0.012183, ricir 0.166143, prec@10 0.526337, prec@30 0.517147, test_mae 0.021028, test_rmse 0.046752, test_mape 189.886398, test_acc 0.651459
Epoch 61, train_loss 0.001207, train_ic 0.029868, train_icir 0.355920, train_ric -0.009187, train_ricir -0.081088, train_mae 0.020946, train_rmse 0.029268, train_mape 256.852173, train_acc 0.544877, valid_loss 0.0013511739, valid_ic 0.000588, valid_icir 0.014237, valid_ric -0.014022, valid_ricir -0.219680, valid_prec@10 0.638934, valid_prec@30 0.603279, valid_mae 0.023487, valid_rmse 0.035765, valid_mape 349.796143, valid_acc 0.358141, test_loss 0.002421, ic -0.005807, icir -0.147772, ric -0.007735, ricir -0.118272, prec@10 0.640741, prec@30 0.597668, test_mae 0.034347, test_rmse 0.054850, test_mape 341.252594, test_acc 0.201619
Epoch 62, train_loss 0.001206, train_ic 0.034871, train_icir 0.394398, train_ric 0.053918, train_ricir 0.454172, train_mae 0.011231, train_rmse 0.017047, train_mape 159.660294, train_acc 0.500327, valid_loss 0.0009449297, valid_ic 0.010155, valid_icir 0.309684, valid_ric 0.035555, valid_ricir 0.426411, valid_prec@10 0.533607, valid_prec@30 0.538388, valid_mae 0.013886, valid_rmse 0.026108, valid_mape 153.080658, valid_acc 0.561526, test_loss 0.001792, ic 0.000861, icir 0.024459, ric 0.022719, ricir 0.213395, prec@10 0.533333, prec@30 0.523182, test_mae 0.020323, test_rmse 0.046367, test_mape 175.806839, test_acc 0.687515
Epoch 63, train_loss 0.001230, train_ic 0.005969, train_icir 0.078936, train_ric 0.028700, train_ricir 0.295618, train_mae 0.015175, train_rmse 0.024493, train_mape 262.970673, train_acc 0.534473, valid_loss 0.0010582497, valid_ic -0.002782, valid_icir -0.093460, valid_ric 0.022394, valid_ricir 0.373403, valid_prec@10 0.545082, valid_prec@30 0.521311, valid_mae 0.018136, valid_rmse 0.029880, valid_mape 238.632385, valid_acc 0.353036, test_loss 0.001940, ic -0.007913, icir -0.253387, ric 0.009338, ricir 0.131308, prec@10 0.528395, prec@30 0.523320, test_mae 0.029108, test_rmse 0.050741, test_mape 272.194519, test_acc 0.212902
Epoch 64, train_loss 0.001219, train_ic 0.023238, train_icir 0.284047, train_ric 0.030837, train_ricir 0.293346, train_mae 0.012442, train_rmse 0.018170, train_mape 267.339874, train_acc 0.485395, valid_loss 0.0009737727, valid_ic 0.009971, valid_icir 0.300259, valid_ric 0.024249, valid_ricir 0.300011, valid_prec@10 0.529918, valid_prec@30 0.526366, valid_mae 0.014651, valid_rmse 0.026277, valid_mape 199.138443, valid_acc 0.545137, test_loss 0.001820, ic 0.002327, icir 0.069815, ric 0.015679, ricir 0.139709, prec@10 0.535802, prec@30 0.529630, test_mae 0.019864, test_rmse 0.045495, test_mape 189.628159, test_acc 0.686289
Epoch 65, train_loss 0.001210, train_ic 0.026404, train_icir 0.286439, train_ric 0.055053, train_ricir 0.481289, train_mae 0.054761, train_rmse 0.073838, train_mape 128.632812, train_acc 0.188144, valid_loss 0.0010367844, valid_ic 0.003604, valid_icir 0.084332, valid_ric 0.036152, valid_ricir 0.426081, valid_prec@10 0.492213, valid_prec@30 0.516940, valid_mae 0.017777, valid_rmse 0.029504, valid_mape 230.560898, valid_acc 0.357872, test_loss 0.001867, ic -0.006547, icir -0.155879, ric 0.022202, ricir 0.239801, prec@10 0.488477, prec@30 0.487517, test_mae 0.026238, test_rmse 0.048869, test_mape 227.058029, test_acc 0.270787
Epoch 66, train_loss 0.001222, train_ic 0.027580, train_icir 0.275384, train_ric -0.022706, train_ricir -0.180960, train_mae 0.024242, train_rmse 0.030520, train_mape 16574.570312, train_acc 0.527598, valid_loss 0.0016335043, valid_ic 0.009384, valid_icir 0.198021, valid_ric -0.024370, valid_ricir -0.263289, valid_prec@10 0.577459, valid_prec@30 0.537978, valid_mae 0.031176, valid_rmse 0.039464, valid_mape 527.809509, valid_acc 0.346051, test_loss 0.002454, ic 0.007913, icir 0.180782, ric -0.008591, ricir -0.084643, prec@10 0.583128, prec@30 0.553772, test_mae 0.043865, test_rmse 0.059959, test_mape 483.286682, test_acc 0.192789
Epoch 67, train_loss 0.001245, train_ic 0.033664, train_icir 0.497352, train_ric 0.039046, train_ricir 0.494965, train_mae 0.014093, train_rmse 0.021001, train_mape 176.549515, train_acc 0.373198, valid_loss 0.0009468933, valid_ic 0.007086, valid_icir 0.262610, valid_ric 0.021040, valid_ricir 0.436810, valid_prec@10 0.536475, valid_prec@30 0.535929, valid_mae 0.013946, valid_rmse 0.025639, valid_mape 166.463272, valid_acc 0.563675, test_loss 0.001751, ic 0.000630, icir 0.021092, ric 0.016231, ricir 0.252196, prec@10 0.536626, prec@30 0.537449, test_mae 0.020092, test_rmse 0.045009, test_mape 173.059067, test_acc 0.688006
Epoch 68, train_loss 0.001224, train_ic 0.045115, train_icir 0.535553, train_ric 0.040071, train_ricir 0.426072, train_mae 0.016822, train_rmse 0.026656, train_mape 170.400101, train_acc 0.328156, valid_loss 0.0009630203, valid_ic 0.004788, valid_icir 0.109829, valid_ric 0.010310, valid_ricir 0.151445, valid_prec@10 0.550000, valid_prec@30 0.549454, valid_mae 0.015043, valid_rmse 0.027257, valid_mape 158.987839, valid_acc 0.432563, test_loss 0.001794, ic -0.004139, icir -0.099851, ric 0.009927, ricir 0.117921, prec@10 0.519342, prec@30 0.528395, test_mae 0.023919, test_rmse 0.046976, test_mape 190.716431, test_acc 0.379936
Epoch 69, train_loss 0.001213, train_ic 0.037822, train_icir 0.369365, train_ric 0.017690, train_ricir 0.141884, train_mae 0.015481, train_rmse 0.022153, train_mape 175.854950, train_acc 0.446809, valid_loss 0.0009897439, valid_ic 0.003358, valid_icir 0.063716, valid_ric -0.005594, valid_ricir -0.060332, valid_prec@10 0.565164, valid_prec@30 0.541667, valid_mae 0.014971, valid_rmse 0.026396, valid_mape 180.107819, valid_acc 0.577378, test_loss 0.001807, ic -0.004273, icir -0.086151, ric -0.002087, ricir -0.016647, prec@10 0.553909, prec@30 0.531962, test_mae 0.022116, test_rmse 0.045579, test_mape 190.022034, test_acc 0.596026
Epoch 70, train_loss 0.001209, train_ic 0.038841, train_icir 0.490695, train_ric 0.031053, train_ricir 0.358862, train_mae 0.019376, train_rmse 0.027334, train_mape 157.551727, train_acc 0.333145, valid_loss 0.0009453924, valid_ic 0.009093, valid_icir 0.303441, valid_ric 0.009129, valid_ricir 0.228643, valid_prec@10 0.555738, valid_prec@30 0.543579, valid_mae 0.014546, valid_rmse 0.025941, valid_mape 179.514221, valid_acc 0.541107, test_loss 0.001741, ic 0.000961, icir 0.025540, ric 0.010636, ricir 0.200665, prec@10 0.564198, prec@30 0.545130, test_mae 0.021535, test_rmse 0.045322, test_mape 180.938828, test_acc 0.594064
Epoch 71, train_loss 0.001187, train_ic 0.033905, train_icir 0.362424, train_ric 0.001584, train_ricir 0.013345, train_mae 0.011939, train_rmse 0.019609, train_mape 5018.536621, train_acc 0.448254, valid_loss 0.0009450808, valid_ic 0.010685, valid_icir 0.274412, valid_ric -0.002062, valid_ricir -0.023396, valid_prec@10 0.563115, valid_prec@30 0.534836, valid_mae 0.015208, valid_rmse 0.026687, valid_mape 167.733612, valid_acc 0.441967, test_loss 0.001734, ic 0.004338, icir 0.119676, ric -0.000573, ricir -0.005150, prec@10 0.575309, prec@30 0.544856, test_mae 0.022517, test_rmse 0.045695, test_mape 183.167053, test_acc 0.511896
Epoch 72, train_loss 0.001219, train_ic 0.038904, train_icir 0.393514, train_ric 0.047835, train_ricir 0.404409, train_mae 0.019839, train_rmse 0.026100, train_mape 164.376907, train_acc 0.386661, valid_loss 0.0009670960, valid_ic 0.002244, valid_icir 0.041250, valid_ric 0.014119, valid_ricir 0.149177, valid_prec@10 0.495492, valid_prec@30 0.528142, valid_mae 0.014648, valid_rmse 0.026404, valid_mape 162.459488, valid_acc 0.547018, test_loss 0.001765, ic -0.006478, icir -0.118484, ric 0.010730, ricir 0.089089, prec@10 0.505350, prec@30 0.504527, test_mae 0.023014, test_rmse 0.046170, test_mape 187.571365, test_acc 0.528820
Epoch 73, train_loss 0.001186, train_ic 0.054607, train_icir 0.612835, train_ric 0.017129, train_ricir 0.160171, train_mae 0.017070, train_rmse 0.023500, train_mape 119.205704, train_acc 0.425222, valid_loss 0.0009323339, valid_ic 0.016401, valid_icir 0.475137, valid_ric 0.001669, valid_ricir 0.028076, valid_prec@10 0.576639, valid_prec@30 0.555055, valid_mae 0.013654, valid_rmse 0.025639, valid_mape 140.721741, valid_acc 0.555884, test_loss 0.001693, ic 0.006795, icir 0.193247, ric 0.006977, ricir 0.095377, prec@10 0.563786, prec@30 0.563100, test_mae 0.020727, test_rmse 0.044433, test_mape 165.835983, test_acc 0.633554
Epoch 74, train_loss 0.001183, train_ic 0.016708, train_icir 0.169999, train_ric -0.008745, train_ricir -0.072117, train_mae 0.020305, train_rmse 0.027659, train_mape 200.279495, train_acc 0.274891, valid_loss 0.0009668502, valid_ic 0.008407, valid_icir 0.202702, valid_ric -0.000519, valid_ricir -0.005745, valid_prec@10 0.558607, valid_prec@30 0.546721, valid_mae 0.014537, valid_rmse 0.026045, valid_mape 186.649139, valid_acc 0.542719, test_loss 0.001759, ic 0.002992, icir 0.078948, ric -0.002484, ricir -0.020401, prec@10 0.548560, prec@30 0.542661, test_mae 0.019762, test_rmse 0.043446, test_mape 186.777084, test_acc 0.636743
Epoch 75, train_loss 0.001195, train_ic 0.043358, train_icir 0.500814, train_ric 0.031209, train_ricir 0.333635, train_mae 0.068569, train_rmse 0.076281, train_mape 87.291420, train_acc 0.754222, valid_loss 0.0009379885, valid_ic 0.007781, valid_icir 0.183919, valid_ric 0.009835, valid_ricir 0.158756, valid_prec@10 0.559016, valid_prec@30 0.558333, valid_mae 0.014815, valid_rmse 0.026614, valid_mape 153.444366, valid_acc 0.449221, test_loss 0.001694, ic -0.002803, icir -0.065532, ric 0.007572, ricir 0.088386, prec@10 0.520576, prec@30 0.529355, test_mae 0.022789, test_rmse 0.045408, test_mape 179.046844, test_acc 0.486142
Epoch 76, train_loss 0.001201, train_ic 0.044081, train_icir 0.478471, train_ric 0.029671, train_ricir 0.257452, train_mae 0.015303, train_rmse 0.023521, train_mape 144.665543, train_acc 0.380266, valid_loss 0.0009423195, valid_ic 0.008794, valid_icir 0.241327, valid_ric 0.008663, valid_ricir 0.103190, valid_prec@10 0.536885, valid_prec@30 0.542896, valid_mae 0.015297, valid_rmse 0.026565, valid_mape 163.058609, valid_acc 0.394680, test_loss 0.001692, ic 0.002544, icir 0.072324, ric 0.009589, ricir 0.085349, prec@10 0.555144, prec@30 0.538820, test_mae 0.023158, test_rmse 0.044955, test_mape 187.190994, test_acc 0.423841
Epoch 77, train_loss 0.001189, train_ic 0.053043, train_icir 0.625728, train_ric 0.030820, train_ricir 0.306458, train_mae 0.039981, train_rmse 0.046196, train_mape 108.328560, train_acc 0.169329, valid_loss 0.0009171053, valid_ic 0.009872, valid_icir 0.314335, valid_ric 0.005204, valid_ricir 0.098490, valid_prec@10 0.552049, valid_prec@30 0.543852, valid_mae 0.014372, valid_rmse 0.025857, valid_mape 136.893936, valid_acc 0.394680, test_loss 0.001646, ic 0.002175, icir 0.065084, ric 0.008435, ricir 0.135167, prec@10 0.549794, prec@30 0.541427, test_mae 0.023404, test_rmse 0.045155, test_mape 178.363190, test_acc 0.329409
Epoch 78, train_loss 0.001223, train_ic 0.036417, train_icir 0.451380, train_ric 0.003653, train_ricir 0.038562, train_mae 0.016479, train_rmse 0.026533, train_mape 192.234619, train_acc 0.498438, valid_loss 0.0010060912, valid_ic 0.004312, valid_icir 0.129289, valid_ric -0.005174, valid_ricir -0.111302, valid_prec@10 0.572541, valid_prec@30 0.571721, valid_mae 0.017460, valid_rmse 0.028430, valid_mape 217.501495, valid_acc 0.356529, test_loss 0.001766, ic -0.001737, icir -0.053561, ric -0.003043, ricir -0.059596, prec@10 0.544033, prec@30 0.546639, test_mae 0.027610, test_rmse 0.047292, test_mape 239.389282, test_acc 0.214128
Epoch 79, train_loss 0.001179, train_ic 0.036491, train_icir 0.316771, train_ric 0.036632, train_ricir 0.272695, train_mae 0.024974, train_rmse 0.033366, train_mape 209.274887, train_acc 0.553719, valid_loss 0.0011128678, valid_ic -0.000699, valid_icir -0.010750, valid_ric 0.003538, valid_ricir 0.034315, valid_prec@10 0.554918, valid_prec@30 0.554508, valid_mae 0.019745, valid_rmse 0.030693, valid_mape 297.603516, valid_acc 0.397098, test_loss 0.001889, ic -0.007373, icir -0.121823, ric 0.002601, ricir 0.019524, prec@10 0.525103, prec@30 0.527709, test_mae 0.031500, test_rmse 0.050554, test_mape 310.716522, test_acc 0.223939
