Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 86, train_loss 0.001358, train_ic 0.050502, train_icir 0.623020, train_ric 0.026406, train_ricir 0.339373, train_mae 0.019477, train_rmse 0.028189, train_mape 225.854660, train_acc 0.687694, valid_loss 0.0031038329, valid_ic 0.004391, valid_icir 0.089433, valid_ric 0.011713, valid_ricir 0.250288, valid_mae 0.029226, valid_rmse 0.054374, valid_mape 495.473145, valid_acc 0.371591, test_loss 0.002542, ic 0.005507, icir 0.163126, ric 0.007110, ricir 0.129137, prec@10 0.547107, prec@30 0.550826, test_mae 0.027499, test_rmse 0.044227, test_mape 409.711304, test_acc 0.311388
Epoch 87, train_loss 0.001352, train_ic 0.026815, train_icir 0.338054, train_ric 0.013873, train_ricir 0.144899, train_mae 0.013704, train_rmse 0.020463, train_mape 144.118088, train_acc 0.631651, valid_loss 0.0028949156, valid_ic 0.002927, valid_icir 0.066855, valid_ric 0.007358, valid_ricir 0.081229, valid_mae 0.023601, valid_rmse 0.051575, valid_mape 331.712280, valid_acc 0.389701, test_loss 0.002358, ic 0.003932, icir 0.123608, ric 0.000790, ricir 0.006872, prec@10 0.482231, prec@30 0.473829, test_mae 0.019938, test_rmse 0.039412, test_mape 220.207504, test_acc 0.357391
Epoch 88, train_loss 0.001333, train_ic 0.051620, train_icir 0.586819, train_ric 0.000467, train_ricir 0.004700, train_mae 0.032597, train_rmse 0.039692, train_mape 118.413673, train_acc 0.380385, valid_loss 0.0028258777, valid_ic 0.004661, valid_icir 0.108194, valid_ric -0.012496, valid_ricir -0.151797, valid_mae 0.021600, valid_rmse 0.050243, valid_mape 297.111633, valid_acc 0.480471, test_loss 0.002303, ic 0.005666, icir 0.179347, ric -0.015913, ricir -0.142384, prec@10 0.490909, prec@30 0.484298, test_mae 0.018749, test_rmse 0.038570, test_mape 212.900665, test_acc 0.417502
Epoch 89, train_loss 0.001337, train_ic 0.049753, train_icir 0.541508, train_ric 0.020315, train_ricir 0.210490, train_mae 0.020454, train_rmse 0.028068, train_mape 715.717896, train_acc 0.303408, valid_loss 0.0028209806, valid_ic 0.005616, valid_icir 0.096635, valid_ric 0.013340, valid_ricir 0.156558, valid_mae 0.023037, valid_rmse 0.050987, valid_mape 326.197205, valid_acc 0.419158, test_loss 0.002297, ic 0.008118, icir 0.181697, ric 0.018264, ricir 0.204807, prec@10 0.505372, prec@30 0.503168, test_mae 0.019453, test_rmse 0.039003, test_mape 232.786270, test_acc 0.396034
Epoch 90, train_loss 0.001366, train_ic 0.048780, train_icir 0.541675, train_ric 0.008701, train_ricir 0.087627, train_mae 0.022333, train_rmse 0.027506, train_mape 470.244415, train_acc 0.331296, valid_loss 0.0030112505, valid_ic 0.005488, valid_icir 0.099682, valid_ric 0.003846, valid_ricir 0.052805, valid_mae 0.028241, valid_rmse 0.053407, valid_mape 467.135132, valid_acc 0.365699, test_loss 0.002479, ic 0.006102, icir 0.152634, ric -0.000204, ricir -0.003034, prec@10 0.574793, prec@30 0.548072, test_mae 0.027333, test_rmse 0.043754, test_mape 406.511627, test_acc 0.307095
Epoch 91, train_loss 0.001346, train_ic 0.024499, train_icir 0.282913, train_ric 0.013720, train_ricir 0.124898, train_mae 0.021671, train_rmse 0.030620, train_mape 109.424316, train_acc 0.733528, valid_loss 0.0029095905, valid_ic 0.002693, valid_icir 0.069987, valid_ric 0.001777, valid_ricir 0.015196, valid_mae 0.024824, valid_rmse 0.051462, valid_mape 352.456451, valid_acc 0.395156, test_loss 0.002374, ic 0.003420, icir 0.100344, ric -0.003089, ricir -0.021915, prec@10 0.478512, prec@30 0.473140, test_mae 0.021762, test_rmse 0.040282, test_mape 245.166779, test_acc 0.348395
Epoch 92, train_loss 0.001337, train_ic 0.041669, train_icir 0.557869, train_ric 0.025235, train_ricir 0.357794, train_mae 0.016337, train_rmse 0.023489, train_mape 156.775314, train_acc 0.576022, valid_loss 0.0028200843, valid_ic 0.003875, valid_icir 0.072001, valid_ric 0.019536, valid_ricir 0.358994, valid_mae 0.024796, valid_rmse 0.051380, valid_mape 381.346466, valid_acc 0.395592, test_loss 0.002301, ic 0.005974, icir 0.153301, ric 0.020326, ricir 0.371582, prec@10 0.507851, prec@30 0.498898, test_mae 0.021427, test_rmse 0.039818, test_mape 274.624939, test_acc 0.342057
Epoch 93, train_loss 0.001323, train_ic 0.042423, train_icir 0.512320, train_ric 0.022453, train_ricir 0.258787, train_mae 0.044368, train_rmse 0.049890, train_mape 177.899033, train_acc 0.045918, valid_loss 0.0029476433, valid_ic 0.004411, valid_icir 0.100262, valid_ric 0.009833, valid_ricir 0.146967, valid_mae 0.028539, valid_rmse 0.053003, valid_mape 468.789948, valid_acc 0.368536, test_loss 0.002415, ic 0.004814, icir 0.159231, ric 0.004836, ricir 0.055681, prec@10 0.504545, prec@30 0.468871, test_mae 0.025119, test_rmse 0.042012, test_mape 340.187347, test_acc 0.302597
Epoch 94, train_loss 0.001324, train_ic 0.053813, train_icir 0.620798, train_ric 0.013787, train_ricir 0.133944, train_mae 0.025105, train_rmse 0.032430, train_mape 171.097839, train_acc 0.342077, valid_loss 0.0027383015, valid_ic 0.005034, valid_icir 0.098521, valid_ric -0.009503, valid_ricir -0.150753, valid_mae 0.021009, valid_rmse 0.048856, valid_mape 322.486816, valid_acc 0.586952, test_loss 0.002272, ic 0.007587, icir 0.207546, ric -0.008186, ricir -0.096268, prec@10 0.505785, prec@30 0.507576, test_mae 0.017184, test_rmse 0.037347, test_mape 227.028152, test_acc 0.607238
Epoch 95, train_loss 0.001325, train_ic 0.042987, train_icir 0.490670, train_ric -0.012437, train_ricir -0.145071, train_mae 0.049125, train_rmse 0.056121, train_mape 100.734344, train_acc 0.742364, valid_loss 0.0031746454, valid_ic 0.004451, valid_icir 0.101337, valid_ric -0.017954, valid_ricir -0.282200, valid_mae 0.032567, valid_rmse 0.055036, valid_mape 567.734741, valid_acc 0.367009, test_loss 0.002649, ic 0.003313, icir 0.104517, ric -0.021494, ricir -0.285755, prec@10 0.518595, prec@30 0.497107, test_mae 0.031611, test_rmse 0.046212, test_mape 480.075989, test_acc 0.305459
Epoch 96, train_loss 0.001317, train_ic 0.042934, train_icir 0.574074, train_ric 0.025893, train_ricir 0.374242, train_mae 0.013076, train_rmse 0.021608, train_mape 142.014526, train_acc 0.579040, valid_loss 0.0026669353, valid_ic 0.004497, valid_icir 0.080293, valid_ric 0.019343, valid_ricir 0.321448, valid_mae 0.020328, valid_rmse 0.048474, valid_mape 256.541595, valid_acc 0.516474, test_loss 0.002191, ic 0.007077, icir 0.176978, ric 0.021603, ricir 0.329498, prec@10 0.524793, prec@30 0.507576, test_mae 0.016380, test_rmse 0.036419, test_mape 175.975342, test_acc 0.553874
Epoch 97, train_loss 0.001323, train_ic 0.051489, train_icir 0.534364, train_ric 0.003288, train_ricir 0.029882, train_mae 0.013478, train_rmse 0.021486, train_mape 183.216583, train_acc 0.521317, valid_loss 0.0027112764, valid_ic 0.004218, valid_icir 0.102592, valid_ric -0.016814, valid_ricir -0.172636, valid_mae 0.022503, valid_rmse 0.049254, valid_mape 311.194977, valid_acc 0.454069, test_loss 0.002219, ic 0.004143, icir 0.126051, ric -0.021765, ricir -0.169111, prec@10 0.511983, prec@30 0.486501, test_mae 0.019843, test_rmse 0.038382, test_mape 217.466095, test_acc 0.386424
Epoch 98, train_loss 0.001321, train_ic 0.033068, train_icir 0.411786, train_ric 0.001907, train_ricir 0.020960, train_mae 0.013264, train_rmse 0.018332, train_mape 228.568298, train_acc 0.427977, valid_loss 0.0027106289, valid_ic 0.003908, valid_icir 0.088708, valid_ric -0.008077, valid_ricir -0.131121, valid_mae 0.020899, valid_rmse 0.048081, valid_mape 312.661224, valid_acc 0.534148, test_loss 0.002256, ic 0.005666, icir 0.180591, ric -0.005243, ricir -0.067454, prec@10 0.497107, prec@30 0.481543, test_mae 0.017738, test_rmse 0.036799, test_mape 232.840637, test_acc 0.533633
Epoch 99, train_loss 0.001299, train_ic 0.041206, train_icir 0.539931, train_ric 0.014008, train_ricir 0.159215, train_mae 0.019586, train_rmse 0.028262, train_mape 140.366089, train_acc 0.442688, valid_loss 0.0026114631, valid_ic 0.003821, valid_icir 0.078177, valid_ric 0.001679, valid_ricir 0.025239, valid_mae 0.020321, valid_rmse 0.047880, valid_mape 276.897461, valid_acc 0.519529, test_loss 0.002159, ic 0.004568, icir 0.137364, ric -0.005209, ricir -0.058606, prec@10 0.526446, prec@30 0.490220, test_mae 0.017347, test_rmse 0.036660, test_mape 187.858109, test_acc 0.492946
Epoch 100, train_loss 0.001306, train_ic 0.036947, train_icir 0.417789, train_ric 0.019052, train_ricir 0.175929, train_mae 0.023628, train_rmse 0.029784, train_mape 174.322617, train_acc 0.160206, valid_loss 0.0026389004, valid_ic 0.005007, valid_icir 0.109230, valid_ric 0.001354, valid_ricir 0.014080, valid_mae 0.021506, valid_rmse 0.048278, valid_mape 289.380798, valid_acc 0.469780, test_loss 0.002179, ic 0.005819, icir 0.156596, ric -0.005017, ricir -0.038279, prec@10 0.501240, prec@30 0.503581, test_mae 0.019040, test_rmse 0.037743, test_mape 208.500534, test_acc 0.410141
Epoch 101, train_loss 0.001323, train_ic 0.060860, train_icir 0.726256, train_ric 0.022244, train_ricir 0.288383, train_mae 0.015000, train_rmse 0.020647, train_mape 121.786224, train_acc 0.625044, valid_loss 0.0026531895, valid_ic 0.005838, valid_icir 0.122815, valid_ric 0.005911, valid_ricir 0.133551, valid_mae 0.023127, valid_rmse 0.049139, valid_mape 321.798065, valid_acc 0.386210, test_loss 0.002179, ic 0.007232, icir 0.222487, ric 0.004982, ricir 0.095406, prec@10 0.518182, prec@30 0.504959, test_mae 0.021012, test_rmse 0.038788, test_mape 239.598724, test_acc 0.317726
Epoch 102, train_loss 0.001309, train_ic 0.042432, train_icir 0.495532, train_ric 0.006149, train_ricir 0.076060, train_mae 0.051606, train_rmse 0.059101, train_mape 103.165421, train_acc 0.390007, valid_loss 0.0026185655, valid_ic 0.004214, valid_icir 0.070993, valid_ric 0.008217, valid_ricir 0.131758, valid_mae 0.021085, valid_rmse 0.047979, valid_mape 263.457764, valid_acc 0.495527, test_loss 0.002172, ic 0.005099, icir 0.122122, ric 0.004610, ricir 0.081958, prec@10 0.588017, prec@30 0.561157, test_mae 0.017447, test_rmse 0.036467, test_mape 176.896210, test_acc 0.478634
Epoch 103, train_loss 0.001303, train_ic 0.052983, train_icir 0.588099, train_ric 0.005239, train_ricir 0.058691, train_mae 0.017623, train_rmse 0.025034, train_mape 215.461639, train_acc 0.590623, valid_loss 0.0027765357, valid_ic 0.006302, valid_icir 0.128047, valid_ric -0.001651, valid_ricir -0.034713, valid_mae 0.026622, valid_rmse 0.050755, valid_mape 424.032104, valid_acc 0.392319, test_loss 0.002322, ic 0.005783, icir 0.179611, ric -0.007809, ricir -0.131672, prec@10 0.545868, prec@30 0.522727, test_mae 0.025136, test_rmse 0.041295, test_mape 340.431061, test_acc 0.329789
Epoch 104, train_loss 0.001320, train_ic 0.052893, train_icir 0.647220, train_ric 0.019444, train_ricir 0.232510, train_mae 0.016613, train_rmse 0.024150, train_mape 187.389771, train_acc 0.626084, valid_loss 0.0026607767, valid_ic 0.005224, valid_icir 0.140746, valid_ric 0.002236, valid_ricir 0.036997, valid_mae 0.024568, valid_rmse 0.049373, valid_mape 361.850555, valid_acc 0.373118, test_loss 0.002200, ic 0.004907, icir 0.195088, ric -0.004760, ricir -0.062349, prec@10 0.483884, prec@30 0.468871, test_mae 0.023282, test_rmse 0.039826, test_mape 294.848480, test_acc 0.296054
Epoch 105, train_loss 0.001304, train_ic 0.045552, train_icir 0.512804, train_ric 0.022191, train_ricir 0.247843, train_mae 0.037805, train_rmse 0.044860, train_mape 254.571701, train_acc 0.110758, valid_loss 0.0031084378, valid_ic 0.005651, valid_icir 0.093886, valid_ric 0.012182, valid_ricir 0.173889, valid_mae 0.032447, valid_rmse 0.054146, valid_mape 589.166138, valid_acc 0.375082, test_loss 0.002614, ic 0.007219, icir 0.157822, ric 0.011806, ricir 0.189730, prec@10 0.568595, prec@30 0.565289, test_mae 0.030789, test_rmse 0.045297, test_mape 491.526550, test_acc 0.318953
Epoch 106, train_loss 0.001294, train_ic 0.056950, train_icir 0.732415, train_ric 0.024529, train_ricir 0.343247, train_mae 0.025565, train_rmse 0.029181, train_mape 4217.024414, train_acc 0.200857, valid_loss 0.0028145192, valid_ic 0.005738, valid_icir 0.118643, valid_ric 0.009205, valid_ricir 0.216131, valid_mae 0.023844, valid_rmse 0.047843, valid_mape 461.721313, valid_acc 0.591098, test_loss 0.002428, ic 0.008060, icir 0.224544, ric 0.013572, ricir 0.253020, prec@10 0.511570, prec@30 0.493664, test_mae 0.019559, test_rmse 0.036721, test_mape 360.544647, test_acc 0.659374
Epoch 107, train_loss 0.001319, train_ic 0.045692, train_icir 0.618869, train_ric 0.021594, train_ricir 0.363917, train_mae 0.031398, train_rmse 0.037553, train_mape 300.240723, train_acc 0.189500, valid_loss 0.0028618712, valid_ic 0.004391, valid_icir 0.085253, valid_ric 0.015022, valid_ricir 0.333862, valid_mae 0.030866, valid_rmse 0.052578, valid_mape 539.896301, valid_acc 0.365263, test_loss 0.002385, ic 0.005678, icir 0.157481, ric 0.015044, ricir 0.338913, prec@10 0.490909, prec@30 0.493802, test_mae 0.027998, test_rmse 0.042683, test_mape 420.537659, test_acc 0.303823
Epoch 108, train_loss 0.001303, train_ic 0.034305, train_icir 0.441614, train_ric 0.019860, train_ricir 0.244344, train_mae 0.039813, train_rmse 0.052532, train_mape 97.269394, train_acc 0.768064, valid_loss 0.0026555678, valid_ic 0.004166, valid_icir 0.108405, valid_ric 0.008647, valid_ricir 0.143286, valid_mae 0.024933, valid_rmse 0.049263, valid_mape 356.747559, valid_acc 0.391883, test_loss 0.002213, ic 0.003902, icir 0.141125, ric 0.000291, ricir 0.003689, prec@10 0.490083, prec@30 0.509366, test_mae 0.022474, test_rmse 0.039390, test_mape 272.183075, test_acc 0.344101
Epoch 109, train_loss 0.001290, train_ic 0.040891, train_icir 0.486288, train_ric 0.020250, train_ricir 0.257471, train_mae 0.023736, train_rmse 0.032553, train_mape 4155.491211, train_acc 0.308565, valid_loss 0.0025500908, valid_ic 0.003352, valid_icir 0.061451, valid_ric 0.017148, valid_ricir 0.257062, valid_mae 0.023261, valid_rmse 0.048270, valid_mape 337.172516, valid_acc 0.412830, test_loss 0.002115, ic 0.005128, icir 0.125440, ric 0.018580, ricir 0.252797, prec@10 0.497521, prec@30 0.479752, test_mae 0.019460, test_rmse 0.037084, test_mape 235.777420, test_acc 0.392353
Epoch 110, train_loss 0.001273, train_ic 0.045808, train_icir 0.538152, train_ric -0.001245, train_ricir -0.013761, train_mae 0.021388, train_rmse 0.030338, train_mape 210.533173, train_acc 0.727563, valid_loss 0.0028518328, valid_ic 0.005142, valid_icir 0.111311, valid_ric -0.010051, valid_ricir -0.180515, valid_mae 0.029148, valid_rmse 0.051313, valid_mape 474.643127, valid_acc 0.367881, test_loss 0.002415, ic 0.005166, icir 0.160119, ric -0.013071, ricir -0.182544, prec@10 0.542562, prec@30 0.520799, test_mae 0.028365, test_rmse 0.043194, test_mape 406.475220, test_acc 0.305663
Epoch 111, train_loss 0.001297, train_ic 0.051553, train_icir 0.577793, train_ric 0.011144, train_ricir 0.115631, train_mae 0.033055, train_rmse 0.041918, train_mape 117.906403, train_acc 0.609626, valid_loss 0.0026891264, valid_ic 0.007009, valid_icir 0.136917, valid_ric -0.003043, valid_ricir -0.051554, valid_mae 0.025640, valid_rmse 0.049403, valid_mape 389.157745, valid_acc 0.403229, test_loss 0.002261, ic 0.008513, icir 0.234986, ric -0.002532, ricir -0.038794, prec@10 0.484711, prec@30 0.495179, test_mae 0.024783, test_rmse 0.040710, test_mape 338.386047, test_acc 0.349008
Epoch 112, train_loss 0.001282, train_ic 0.056739, train_icir 0.631443, train_ric 0.012870, train_ricir 0.133362, train_mae 0.048956, train_rmse 0.062789, train_mape 113.607811, train_acc 0.449156, valid_loss 0.0024767841, valid_ic 0.005812, valid_icir 0.143866, valid_ric -0.004627, valid_ricir -0.056183, valid_mae 0.021710, valid_rmse 0.046938, valid_mape 266.518463, valid_acc 0.403011, test_loss 0.002060, ic 0.005447, icir 0.176437, ric -0.012345, ricir -0.108709, prec@10 0.537190, prec@30 0.507438, test_mae 0.019656, test_rmse 0.037028, test_mape 200.606033, test_acc 0.307095
Epoch 113, train_loss 0.001290, train_ic 0.056559, train_icir 0.632046, train_ric 0.020598, train_ricir 0.239995, train_mae 0.016654, train_rmse 0.022838, train_mape 184.025085, train_acc 0.356491, valid_loss 0.0024586188, valid_ic 0.005375, valid_icir 0.100151, valid_ric 0.012950, valid_ricir 0.202058, valid_mae 0.020595, valid_rmse 0.046347, valid_mape 251.971466, valid_acc 0.501855, test_loss 0.002055, ic 0.006764, icir 0.175429, ric 0.014240, ricir 0.246116, prec@10 0.481405, prec@30 0.507438, test_mae 0.016878, test_rmse 0.035524, test_mape 165.766205, test_acc 0.508689
Epoch 114, train_loss 0.001282, train_ic 0.049604, train_icir 0.590023, train_ric 0.020363, train_ricir 0.229398, train_mae 0.017054, train_rmse 0.027363, train_mape 225.404495, train_acc 0.377268, valid_loss 0.0024592754, valid_ic 0.005642, valid_icir 0.126819, valid_ric 0.009501, valid_ricir 0.195360, valid_mae 0.020807, valid_rmse 0.046232, valid_mape 263.975647, valid_acc 0.480908, test_loss 0.002061, ic 0.007093, icir 0.229256, ric 0.009697, ricir 0.162412, prec@10 0.504545, prec@30 0.475482, test_mae 0.017485, test_rmse 0.035457, test_mape 177.800079, test_acc 0.464322
Epoch 115, train_loss 0.001298, train_ic 0.053864, train_icir 0.635942, train_ric 0.006949, train_ricir 0.077626, train_mae 0.017146, train_rmse 0.034519, train_mape 229.428436, train_acc 0.514713, valid_loss 0.0024792156, valid_ic 0.005778, valid_icir 0.156773, valid_ric -0.012526, valid_ricir -0.222222, valid_mae 0.021897, valid_rmse 0.046743, valid_mape 279.870117, valid_acc 0.432468, test_loss 0.002088, ic 0.005562, icir 0.195359, ric -0.014156, ricir -0.196454, prec@10 0.476033, prec@30 0.472727, test_mae 0.020110, test_rmse 0.037383, test_mape 218.332413, test_acc 0.375383
Epoch 116, train_loss 0.001311, train_ic 0.040112, train_icir 0.451021, train_ric 0.023291, train_ricir 0.238438, train_mae 0.012731, train_rmse 0.019449, train_mape 1048.646484, train_acc 0.549685, valid_loss 0.0024277690, valid_ic 0.004077, valid_icir 0.092824, valid_ric 0.010623, valid_ricir 0.117408, valid_mae 0.021256, valid_rmse 0.046346, valid_mape 261.727753, valid_acc 0.434213, test_loss 0.002032, ic 0.004841, icir 0.142499, ric 0.004512, ricir 0.038618, prec@10 0.498347, prec@30 0.494353, test_mae 0.018118, test_rmse 0.035822, test_mape 182.270248, test_acc 0.423022
Epoch 117, train_loss 0.001276, train_ic 0.038209, train_icir 0.493464, train_ric 0.009081, train_ricir 0.120853, train_mae 0.015429, train_rmse 0.023614, train_mape 150.082489, train_acc 0.474762, valid_loss 0.0024241240, valid_ic 0.003678, valid_icir 0.099897, valid_ric 0.002506, valid_ricir 0.045966, valid_mae 0.020995, valid_rmse 0.045928, valid_mape 265.942871, valid_acc 0.507310, test_loss 0.002038, ic 0.001682, icir 0.067022, ric -0.007335, ricir -0.099295, prec@10 0.512810, prec@30 0.490220, test_mae 0.018116, test_rmse 0.035664, test_mape 186.961121, test_acc 0.478430
Epoch 118, train_loss 0.001265, train_ic 0.040044, train_icir 0.498972, train_ric 0.005346, train_ricir 0.063361, train_mae 0.026360, train_rmse 0.034429, train_mape 359.977661, train_acc 0.255663, valid_loss 0.0026566973, valid_ic 0.005487, valid_icir 0.160604, valid_ric 0.001517, valid_ricir 0.022965, valid_mae 0.027462, valid_rmse 0.049544, valid_mape 428.802917, valid_acc 0.380755, test_loss 0.002256, ic 0.002977, icir 0.126368, ric -0.008321, ricir -0.093653, prec@10 0.496281, prec@30 0.493526, test_mae 0.026525, test_rmse 0.041428, test_mape 354.693970, test_acc 0.308321
Epoch 119, train_loss 0.001288, train_ic 0.056083, train_icir 0.575459, train_ric -0.009667, train_ricir -0.089930, train_mae 0.051520, train_rmse 0.060136, train_mape 97.614464, train_acc 0.694368, valid_loss 0.0024822179, valid_ic 0.007607, valid_icir 0.147811, valid_ric -0.020044, valid_ricir -0.300265, valid_mae 0.022210, valid_rmse 0.046654, valid_mape 287.801208, valid_acc 0.440759, test_loss 0.002097, ic 0.007591, icir 0.190666, ric -0.020763, ricir -0.257435, prec@10 0.542975, prec@30 0.512948, test_mae 0.020117, test_rmse 0.036886, test_mape 214.152222, test_acc 0.341852
Epoch 120, train_loss 0.001263, train_ic 0.042979, train_icir 0.558932, train_ric 0.012008, train_ricir 0.151839, train_mae 0.023215, train_rmse 0.041776, train_mape 2919.426758, train_acc 0.646605, valid_loss 0.0025994873, valid_ic 0.004980, valid_icir 0.135962, valid_ric -0.000047, valid_ricir -0.000803, valid_mae 0.026870, valid_rmse 0.048833, valid_mape 417.815979, valid_acc 0.369845, test_loss 0.002205, ic 0.003822, icir 0.156010, ric -0.005254, ricir -0.067882, prec@10 0.551653, prec@30 0.525895, test_mae 0.025438, test_rmse 0.040252, test_mape 341.985596, test_acc 0.301165
Epoch 121, train_loss 0.001277, train_ic 0.050094, train_icir 0.536264, train_ric 0.020202, train_ricir 0.196486, train_mae 0.021129, train_rmse 0.036693, train_mape 327.151642, train_acc 0.557143, valid_loss 0.0026452303, valid_ic 0.006517, valid_icir 0.133521, valid_ric 0.009630, valid_ricir 0.129091, valid_mae 0.027793, valid_rmse 0.049546, valid_mape 464.409576, valid_acc 0.399520, test_loss 0.002256, ic 0.007171, icir 0.177269, ric 0.010731, ricir 0.123530, prec@10 0.501240, prec@30 0.476309, test_mae 0.026388, test_rmse 0.040909, test_mape 397.763062, test_acc 0.347986
Epoch 122, train_loss 0.001277, train_ic 0.040666, train_icir 0.499948, train_ric 0.011881, train_ricir 0.154843, train_mae 0.043792, train_rmse 0.050354, train_mape 108.712677, train_acc 0.392603, valid_loss 0.0027274690, valid_ic 0.004459, valid_icir 0.092214, valid_ric 0.002280, valid_ricir 0.058731, valid_mae 0.022676, valid_rmse 0.046546, valid_mape 288.821136, valid_acc 0.470652, test_loss 0.002314, ic 0.003993, icir 0.107483, ric -0.003554, ricir -0.075173, prec@10 0.572314, prec@30 0.569008, test_mae 0.020623, test_rmse 0.037738, test_mape 226.216080, test_acc 0.408097
Epoch 123, train_loss 0.001267, train_ic 0.047590, train_icir 0.587458, train_ric 0.010022, train_ricir 0.134057, train_mae 0.016156, train_rmse 0.024209, train_mape 262.065735, train_acc 0.608934, valid_loss 0.0024997135, valid_ic 0.005154, valid_icir 0.115580, valid_ric 0.002442, valid_ricir 0.061146, valid_mae 0.025318, valid_rmse 0.047718, valid_mape 383.655609, valid_acc 0.388174, test_loss 0.002109, ic 0.005552, icir 0.183358, ric 0.000263, ricir 0.006155, prec@10 0.499174, prec@30 0.520523, test_mae 0.023586, test_rmse 0.038867, test_mape 317.074646, test_acc 0.333879
Epoch 124, train_loss 0.001274, train_ic 0.054159, train_icir 0.621789, train_ric 0.006865, train_ricir 0.073341, train_mae 0.033226, train_rmse 0.039641, train_mape 413.245331, train_acc 0.198195, valid_loss 0.0026888034, valid_ic 0.006754, valid_icir 0.199103, valid_ric -0.009037, valid_ricir -0.155431, valid_mae 0.028629, valid_rmse 0.049386, valid_mape 474.012238, valid_acc 0.369845, test_loss 0.002306, ic 0.005691, icir 0.208069, ric -0.011256, ricir -0.152222, prec@10 0.517769, prec@30 0.497658, test_mae 0.028726, test_rmse 0.042443, test_mape 424.754150, test_acc 0.307708
Epoch 125, train_loss 0.001278, train_ic 0.046108, train_icir 0.613307, train_ric 0.014488, train_ricir 0.211216, train_mae 0.031410, train_rmse 0.038027, train_mape 520.092651, train_acc 0.189559, valid_loss 0.0026612052, valid_ic 0.005095, valid_icir 0.122817, valid_ric 0.010033, valid_ricir 0.280481, valid_mae 0.029772, valid_rmse 0.050112, valid_mape 503.811981, valid_acc 0.367881, test_loss 0.002265, ic 0.005266, icir 0.193653, ric 0.008030, ricir 0.193136, prec@10 0.495868, prec@30 0.485399, test_mae 0.028013, test_rmse 0.041770, test_mape 415.593811, test_acc 0.304437
Epoch 126, train_loss 0.001257, train_ic 0.058116, train_icir 0.586230, train_ric 0.000426, train_ricir 0.004023, train_mae 0.044304, train_rmse 0.057740, train_mape 275.777313, train_acc 0.578872, valid_loss 0.0023613287, valid_ic 0.005638, valid_icir 0.115905, valid_ric -0.009773, valid_ricir -0.145807, valid_mae 0.020739, valid_rmse 0.044900, valid_mape 259.779938, valid_acc 0.502291, test_loss 0.002004, ic 0.006403, icir 0.163439, ric -0.006046, ricir -0.074202, prec@10 0.584298, prec@30 0.540358, test_mae 0.018026, test_rmse 0.035078, test_mape 184.350006, test_acc 0.459824
Epoch 127, train_loss 0.001258, train_ic 0.036496, train_icir 0.369113, train_ric 0.004692, train_ricir 0.040740, train_mae 0.039935, train_rmse 0.046652, train_mape 202.491257, train_acc 0.194261, valid_loss 0.0026003296, valid_ic 0.004813, valid_icir 0.139703, valid_ric -0.013958, valid_ricir -0.114708, valid_mae 0.026921, valid_rmse 0.048246, valid_mape 381.935608, valid_acc 0.420249, test_loss 0.002216, ic 0.001404, icir 0.028446, ric -0.021301, ricir -0.138380, prec@10 0.474380, prec@30 0.466667, test_mae 0.025705, test_rmse 0.040584, test_mape 321.915283, test_acc 0.339194
Epoch 128, train_loss 0.001252, train_ic 0.035003, train_icir 0.489568, train_ric 0.007809, train_ricir 0.100297, train_mae 0.025308, train_rmse 0.033655, train_mape 519.759399, train_acc 0.460352, valid_loss 0.0027569122, valid_ic 0.005040, valid_icir 0.156009, valid_ric 0.000650, valid_ricir 0.013812, valid_mae 0.031341, valid_rmse 0.050927, valid_mape 541.864563, valid_acc 0.370281, test_loss 0.002391, ic 0.003897, icir 0.181628, ric -0.001688, ricir -0.026634, prec@10 0.477686, prec@30 0.471212, test_mae 0.029884, test_rmse 0.043181, test_mape 455.165375, test_acc 0.298712
Epoch 129, train_loss 0.001260, train_ic 0.051106, train_icir 0.544988, train_ric 0.000035, train_ricir 0.000372, train_mae 0.021515, train_rmse 0.028548, train_mape 195.806992, train_acc 0.282404, valid_loss 0.0023709946, valid_ic 0.006074, valid_icir 0.130137, valid_ric -0.002037, valid_ricir -0.035948, valid_mae 0.021197, valid_rmse 0.044828, valid_mape 268.584961, valid_acc 0.480690, test_loss 0.002022, ic 0.004501, icir 0.125667, ric -0.004369, ricir -0.069777, prec@10 0.578926, prec@30 0.563912, test_mae 0.018546, test_rmse 0.035175, test_mape 194.362000, test_acc 0.455939
